Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Earned_Premium,Incurred_Loss,Incurred_Loss_Ratio,Paid_Loss,Outstanding_Reserve,Calendar_Year,As_At_Date
5000,2021,3,E1,GBP,7713734,2988698,0.3875,2492794,493738,2024,2024-12-31
5000,2022,0,A1,GBP,19096311,4113354,0.2154,2995370,1939096,2022,2022-12-31
5000,2022,1,A1,GBP,19096311,4497688,0.2355,3650224,1606415,2023,2023-12-31
5000,2022,2,A1,GBP,19096311,6208631,0.3251,5406132,2959846,2024,2024-12-31
5000,2022,0,A2,GBP,28370497,5668443,0.1998,3043897,1017688,2022,2022-12-31
5000,2022,1,A2,GBP,28370497,7268045,0.2562,6157071,2213500,2023,2023-12-31
5000,2022,2,A2,GBP,28370497,8752391,0.3085,7258354,4066901,2024,2024-12-31
5000,2022,0,D1,GBP,43691560,7915548,0.1812,5446202,1457781,2022,2022-12-31
5000,2022,1,D1,GBP,43691560,12747757,0.2918,6847734,6207722,2023,2023-12-31
5000,2022,2,D1,GBP,43691560,14058965,0.3218,7301756,2254674,2024,2024-12-31
5000,2022,0,D2,GBP,15186279,2409560,0.1587,1356490,1076332,2022,2022-12-31
5000,2022,1,D2,GBP,15186279,4995505,0.3289,4416254,1319036,2023,2023-12-31
5000,2022,2,D2,GBP,15186279,6270399,0.4129,3485426,915894,2024,2024-12-31
5000,2022,0,E1,GBP,10988566,1743830,0.1587,1138778,247278,2022,2022-12-31
5000,2022,1,E1,GBP,10988566,3601443,0.3277,1861011,1249712,2023,2023-12-31
5000,2022,2,E1,GBP,10988566,3349178,0.3048,1856766,794343,2024,2024-12-31
5000,2023,0,A1,GBP,40511005,8385632,0.207,7320329,1502542,2023,2023-12-31
5000,2023,1,A1,GBP,40511005,11954172,0.2951,9466178,1372449,2024,2024-12-31
5000,2023,0,A2,GBP,43378475,7132867,0.1644,4651438,1307887,2023,2023-12-31
5000,2023,1,A2,GBP,43378475,9825594,0.2265,5615671,3539676,2024,2024-12-31
5000,2023,0,D1,GBP,49637044,10465694,0.2108,8484114,1480391,2023,2023-12-31
5000,2023,1,D1,GBP,49637044,15436649,0.311,9459856,2163963,2024,2024-12-31
5000,2023,0,D2,GBP,24089145,3654400,0.1517,2643427,942519,2023,2023-12-31
5000,2023,1,D2,GBP,24089145,6842325,0.284,5944417,3037564,2024,2024-12-31
5000,2023,0,E1,GBP,43683532,8730995,0.1999,7794975,1397406,2023,2023-12-31
5000,2023,1,E1,GBP,43683532,11237816,0.2573,6197913,4899649,2024,2024-12-31
5000,2024,0,A1,GBP,44688263,7352293,0.1645,6166730,3660168,2024,2024-12-31
5000,2024,0,A2,GBP,28486446,5814598,0.2041,4860180,735006,2024,2024-12-31
5000,2024,0,D1,GBP,48966801,7349559,0.1501,6410875,2838909,2024,2024-12-31
5000,2024,0,D2,GBP,43176225,8407067,0.1947,4634659,3176393,2024,2024-12-31
5000,2024,0,E1,GBP,38323447,8115450,0.2118,6577938,1554476,2024,2024-12-31
1910,2018,0,A1,GBP,35449595,5632897,0.1589,3437107,1518318,2018,2018-12-31
1910,2018,1,A1,GBP,35449595,9407943,0.2654,5933171,2320716,2019,2019-12-31
1910,2018,2,A1,GBP,35449595,12267040,0.346,10667516,2267010,2020,2020-12-31
1910,2018,3,A1,GBP,35449595,13473341,0.3801,11810798,6133616,2021,2021-12-31
1910,2018,4,A1,GBP,35449595,22161925,0.6252,11308304,10993201,2022,2022-12-31
1910,2018,5,A1,GBP,35449595,25968469,0.7325,17372488,6355238,2023,2023-12-31
1910,2018,0,A2,GBP,15868539,2950727,0.1859,2133409,623111,2018,2018-12-31
1910,2018,1,A2,GBP,15868539,3867394,0.2437,2891920,1072218,2019,2019-12-31
1910,2018,2,A2,GBP,15868539,6478047,0.4082,3460245,1752179,2020,2020-12-31
1910,2018,3,A2,GBP,15868539,7708577,0.4858,5125713,1171665,2021,2021-12-31
1910,2018,4,A2,GBP,15868539,10211443,0.6435,7274824,4881692,2022,2022-12-31
1910,2018,5,A2,GBP,15868539,8358910,0.5268,5247506,4022021,2023,2023-12-31
1910,2018,0,D1,GBP,15643361,3317684,0.2121,2567155,1183804,2018,2018-12-31
1910,2018,1,D1,GBP,15643361,3910162,0.25,3066085,837487,2019,2019-12-31
1910,2018,2,D1,GBP,15643361,5278924,0.3375,2902763,1828908,2020,2020-12-31
1910,2018,3,D1,GBP,15643361,8529485,0.5452,5648361,2546518,2021,2021-12-31
1910,2018,4,D1,GBP,15643361,10257296,0.6557,7753853,2537926,2022,2022-12-31
1910,2018,5,D1,GBP,15643361,11314227,0.7233,7052199,1425060,2023,2023-12-31
1910,2018,0,D2,GBP,34716628,6744024,0.1943,5471778,1613257,2018,2018-12-31
1910,2018,1,D2,GBP,34716628,8924513,0.2571,7473406,4268666,2019,2019-12-31
1910,2018,2,D2,GBP,34716628,11723533,0.3377,9808276,1814142,2020,2020-12-31
1910,2018,3,D2,GBP,34716628,18291894,0.5269,12524429,1849178,2021,2021-12-31
1910,2018,4,D2,GBP,34716628,15967142,0.4599,8362940,2353617,2022,2022-12-31
1910,2018,5,D2,GBP,34716628,24159306,0.6959,13264781,4418441,2023,2023-12-31
1910,2018,0,E1,GBP,32687287,6260865,0.1915,3381811,1624414,2018,2018-12-31
1910,2018,1,E1,GBP,32687287,10162068,0.3109,5446789,1674198,2019,2019-12-31
1910,2018,2,E1,GBP,32687287,12337554,0.3774,8855267,3784430,2020,2020-12-31
1910,2018,3,E1,GBP,32687287,17236432,0.5273,13238920,4810765,2021,2021-12-31
1910,2018,4,E1,GBP,32687287,15798737,0.4833,8091999,6128599,2022,2022-12-31
1910,2018,5,E1,GBP,32687287,24304641,0.7436,18999460,6936110,2023,2023-12-31
1910,2019,0,A1,GBP,18118826,3408644,0.1881,2261412,479482,2019,2019-12-31
1910,2019,1,A1,GBP,18118826,4186569,0.2311,3286659,974866,2020,2020-12-31
1910,2019,2,A1,GBP,18118826,8068608,0.4453,6658206,1735477,2021,2021-12-31
1910,2019,3,A1,GBP,18118826,10089816,0.5569,8894727,2994791,2022,2022-12-31
1910,2019,4,A1,GBP,18118826,8966758,0.4949,5920273,1306298,2023,2023-12-31
1910,2019,5,A1,GBP,18118826,9949743,0.5491,5044239,2726612,2024,2024-12-31
1910,2019,0,A2,GBP,28416535,5395642,0.1899,3837644,1306465,2019,2019-12-31
1910,2019,1,A2,GBP,28416535,7755289,0.2729,5209956,1562723,2020,2020-12-31
1910,2019,2,A2,GBP,28416535,8651488,0.3045,4742733,884066,2021,2021-12-31
1910,2019,3,A2,GBP,28416535,11716305,0.4123,9003046,5259065,2022,2022-12-31
1910,2019,4,A2,GBP,28416535,14068522,0.4951,9299742,6035876,2023,2023-12-31
1910,2019,5,A2,GBP,28416535,20740207,0.7299,14016034,4183060,2024,2024-12-31
1910,2019,0,D1,GBP,34358441,7446255,0.2167,5024163,1188164,2019,2019-12-31
1910,2019,1,D1,GBP,34358441,9096012,0.2647,4781135,1784811,2020,2020-12-31
1910,2019,2,D1,GBP,34358441,11019896,0.3207,9273240,1185655,2021,2021-12-31
1910,2019,3,D1,GBP,34358441,13255363,0.3858,8038075,3524887,2022,2022-12-31
1910,2019,4,D1,GBP,34358441,16235655,0.4725,14385316,5694413,2023,2023-12-31
1910,2019,5,D1,GBP,34358441,17393388,0.5062,9168480,2549728,2024,2024-12-31
1910,2019,0,D2,GBP,34993057,6793502,0.1941,5207997,1017186,2019,2019-12-31
1910,2019,1,D2,GBP,34993057,8866737,0.2534,4503053,3210124,2020,2020-12-31
1910,2019,2,D2,GBP,34993057,13571521,0.3878,9738261,6468059,2021,2021-12-31
1910,2019,3,D2,GBP,34993057,13568195,0.3877,10664073,5466827,2022,2022-12-31
1910,2019,4,D2,GBP,34993057,22501657,0.643,16930917,4676350,2023,2023-12-31
1910,2019,5,D2,GBP,34993057,17523008,0.5008,10508831,8743875,2024,2024-12-31
1910,2019,0,E1,GBP,9414342,1635741,0.1737,930488,330761,2019,2019-12-31
1910,2019,1,E1,GBP,9414342,2763067,0.2935,1423419,927998,2020,2020-12-31
1910,2019,2,E1,GBP,9414342,3737377,0.397,2762569,1116587,2021,2021-12-31
1910,2019,3,E1,GBP,9414342,5141247,0.5461,4181532,1602399,2022,2022-12-31
1910,2019,4,E1,GBP,9414342,5280367,0.5609,3112630,665576,2023,2023-12-31
1910,2019,5,E1,GBP,9414342,5797464,0.6158,3916806,858669,2024,2024-12-31
1910,2020,0,A1,GBP,32821742,5864148,0.1787,4237531,1272792,2020,2020-12-31
1910,2020,1,A1,GBP,32821742,8902070,0.2712,5811285,1244782,2021,2021-12-31
1910,2020,2,A1,GBP,32821742,10911343,0.3324,6706788,1305451,2022,2022-12-31
1910,2020,3,A1,GBP,32821742,15261444,0.465,9255602,2950335,2023,2023-12-31
1910,2020,4,A1,GBP,32821742,16056198,0.4892,10098189,2781031,2024,2024-12-31
1910,2020,0,A2,GBP,39587110,7926521,0.2002,5850157,2640685,2020,2020-12-31
1910,2020,1,A2,GBP,39587110,12968601,0.3276,11649282,3610811,2021,2021-12-31
1910,2020,2,A2,GBP,39587110,11963187,0.3022,9386253,5556043,2022,2022-12-31
1910,2020,3,A2,GBP,39587110,16070951,0.406,10804738,7958625,2023,2023-12-31
1910,2020,4,A2,GBP,39587110,23695756,0.5986,12097223,6798487,2024,2024-12-31
1910,2020,0,D1,GBP,39599400,7308292,0.1846,6297047,3198841,2020,2020-12-31
1910,2020,1,D1,GBP,39599400,9380712,0.2369,6231576,4093845,2021,2021-12-31
1910,2020,2,D1,GBP,39599400,15804650,0.3991,12070098,5568450,2022,2022-12-31
1910,2020,3,D1,GBP,39599400,19753468,0.4988,11927076,8688518,2023,2023-12-31
1910,2020,4,D1,GBP,39599400,25855861,0.6529,18572240,12651164,2024,2024-12-31
1910,2020,0,D2,GBP,10616228,1779713,0.1676,1377032,712544,2020,2020-12-31
1910,2020,1,D2,GBP,10616228,3071283,0.2893,2267189,1394302,2021,2021-12-31
1910,2020,2,D2,GBP,10616228,4427029,0.417,3007865,702314,2022,2022-12-31
1910,2020,3,D2,GBP,10616228,4203940,0.396,3743207,2038943,2023,2023-12-31
1910,2020,4,D2,GBP,10616228,6523303,0.6145,4664166,2285662,2024,2024-12-31
1910,2020,0,E1,GBP,24445910,5367961,0.2196,3775217,2287436,2020,2020-12-31
1910,2020,1,E1,GBP,24445910,7841821,0.3208,6965131,3695303,2021,2021-12-31
1910,2020,2,E1,GBP,24445910,10612569,0.4341,6597257,1648092,2022,2022-12-31
1910,2020,3,E1,GBP,24445910,12640824,0.5171,8602289,5714549,2023,2023-12-31
1910,2020,4,E1,GBP,24445910,12959056,0.5301,9139479,6101653,2024,2024-12-31
1910,2021,0,A1,GBP,43325041,9692426,0.2237,8616640,2418451,2021,2021-12-31
1910,2021,1,A1,GBP,43325041,14293235,0.3299,10228809,1782163,2022,2022-12-31
1910,2021,2,A1,GBP,43325041,13164484,0.3039,9426270,3521697,2023,2023-12-31
1910,2021,3,A1,GBP,43325041,18848002,0.435,14449511,8133370,2024,2024-12-31
1910,2021,0,A2,GBP,17068184,3638235,0.2132,2372492,487709,2021,2021-12-31
1910,2021,1,A2,GBP,17068184,4984149,0.292,2674501,1790210,2022,2022-12-31
1910,2021,2,A2,GBP,17068184,5335597,0.3126,3004647,2435145,2023,2023-12-31
1910,2021,3,A2,GBP,17068184,8558650,0.5014,6300638,3565407,2024,2024-12-31
1910,2021,0,D1,GBP,45258722,9064458,0.2003,6561539,2736330,2021,2021-12-31
1910,2021,1,D1,GBP,45258722,12542454,0.2771,10044782,4157050,2022,2022-12-31
1910,2021,2,D1,GBP,45258722,20359962,0.4499,17755637,5921782,2023,2023-12-31
1910,2021,3,D1,GBP,45258722,22363934,0.4941,13571638,7503919,2024,2024-12-31
1910,2021,0,D2,GBP,20390563,4149553,0.2035,2504091,1726995,2021,2021-12-31
1910,2021,1,D2,GBP,20390563,6400355,0.3139,4284455,1547887,2022,2022-12-31
1910,2021,2,D2,GBP,20390563,6251811,0.3066,5375524,2231463,2023,2023-12-31
1910,2021,3,D2,GBP,20390563,8323284,0.4082,5107558,3807945,2024,2024-12-31
1910,2021,0,E1,GBP,42125386,8082348,0.1919,5118734,2028303,2021,2021-12-31
1910,2021,1,E1,GBP,42125386,9985338,0.237,8711249,3319261,2022,2022-12-31
1910,2021,2,E1,GBP,42125386,18065429,0.4288,13792096,6439797,2023,2023-12-31
1910,2021,3,E1,GBP,42125386,17232378,0.4091,13027668,7821896,2024,2024-12-31
1910,2022,0,A1,GBP,33295278,6747315,0.2027,4137561,2320603,2022,2022-12-31
1910,2022,1,A1,GBP,33295278,8928784,0.2682,5352466,1838727,2023,2023-12-31
1910,2022,2,A1,GBP,33295278,13044110,0.3918,6655736,3668315,2024,2024-12-31
1910,2022,0,A2,GBP,25964384,4190046,0.1614,2839085,675350,2022,2022-12-31
1910,2022,1,A2,GBP,25964384,6829334,0.263,4468939,1119484,2023,2023-12-31
1910,2022,2,A2,GBP,25964384,11424657,0.44,8362837,2253664,2024,2024-12-31
1910,2022,0,D1,GBP,47299801,8537487,0.1805,6121786,1280820,2022,2022-12-31
1910,2022,1,D1,GBP,47299801,13316546,0.2815,9715061,5536189,2023,2023-12-31
1910,2022,2,D1,GBP,47299801,15765041,0.3333,11253856,4935740,2024,2024-12-31
1910,2022,0,D2,GBP,38675817,6462589,0.1671,3337508,1773097,2022,2022-12-31
1910,2022,1,D2,GBP,38675817,12987876,0.3358,8547001,2085014,2023,2023-12-31
1910,2022,2,D2,GBP,38675817,17331734,0.4481,12320847,5906256,2024,2024-12-31
1910,2022,0,E1,GBP,9573459,1741111,0.1819,1304606,218272,2022,2022-12-31
1910,2022,1,E1,GBP,9573459,2477024,0.2587,1450992,1069773,2023,2023-12-31
1910,2022,2,E1,GBP,9573459,3714259,0.388,2981344,1448220,2024,2024-12-31
1910,2023,0,A1,GBP,29008002,5789666,0.1996,5180907,2061345,2023,2023-12-31
1910,2023,1,A1,GBP,29008002,7059534,0.2434,5847407,1283623,2024,2024-12-31
1910,2023,0,A2,GBP,32338775,5112664,0.1581,2992634,1983129,2023,2023-12-31
1910,2023,1,A2,GBP,32338775,10530306,0.3256,6704557,5185175,2024,2024-12-31
1910,2023,0,D1,GBP,7938754,1737605,0.2189,1092062,528957,2023,2023-12-31
1910,2023,1,D1,GBP,7938754,2144006,0.2701,1740726,815006,2024,2024-12-31
1910,2023,0,D2,GBP,16111440,2852106,0.177,2516867,1141385,2023,2023-12-31
1910,2023,1,D2,GBP,16111440,4523352,0.2808,2736053,1567395,2024,2024-12-31
1910,2023,0,E1,GBP,33784181,5873085,0.1738,3010697,1041294,2023,2023-12-31
1910,2023,1,E1,GBP,33784181,8700427,0.2575,4448545,2844062,2024,2024-12-31
1910,2024,0,A1,GBP,31982108,6824489,0.2134,4695374,2703413,2024,2024-12-31
1910,2024,0,A2,GBP,9384462,1951311,0.2079,1074608,397046,2024,2024-12-31
1910,2024,0,D1,GBP,41120684,7935987,0.193,5703184,926386,2024,2024-12-31
1910,2024,0,D2,GBP,41308701,9159459,0.2217,7252407,4089877,2024,2024-12-31
1910,2024,0,E1,GBP,35985844,7646977,0.2125,4268420,1595155,2024,2024-12-31
2010,2018,0,A1,GBP,34719225,5913213,0.1703,4179391,2945433,2018,2018-12-31
2010,2018,1,A1,GBP,34719225,10886860,0.3136,9100259,3799721,2019,2019-12-31
2010,2018,2,A1,GBP,34719225,15202420,0.4379,11411484,7280043,2020,2020-12-31
2010,2018,3,A1,GBP,34719225,16573536,0.4774,12373590,5226655,2021,2021-12-31
2010,2018,4,A1,GBP,34719225,21910345,0.6311,13137230,10738311,2022,2022-12-31
2010,2018,5,A1,GBP,34719225,20795319,0.599,15542796,5742391,2023,2023-12-31
2010,2018,0,A2,GBP,39005617,6965903,0.1786,4353272,3183482,2018,2018-12-31
2010,2018,1,A2,GBP,39005617,9172494,0.2352,5834751,1875660,2019,2019-12-31
2010,2018,2,A2,GBP,39005617,13536249,0.347,10341188,1952717,2020,2020-12-31
2010,2018,3,A2,GBP,39005617,19115412,0.4901,15081154,7107286,2021,2021-12-31
2010,2018,4,A2,GBP,39005617,18066712,0.4632,14001359,5259268,2022,2022-12-31
2010,2018,5,A2,GBP,39005617,23026147,0.5903,17932679,5816311,2023,2023-12-31
2010,2018,0,D1,GBP,7985568,1408211,0.1763,743751,185098,2018,2018-12-31
2010,2018,1,D1,GBP,7985568,2410133,0.3018,1264709,1043610,2019,2019-12-31
2010,2018,2,D1,GBP,7985568,3039887,0.3807,2457800,1285876,2020,2020-12-31
2010,2018,3,D1,GBP,7985568,3304739,0.4138,2067957,873494,2021,2021-12-31
2010,2018,4,D1,GBP,7985568,4868044,0.6096,2678909,1488974,2022,2022-12-31
2010,2018,5,D1,GBP,7985568,4511656,0.565,2927863,551886,2023,2023-12-31
2010,2018,0,D2,GBP,37581899,5658927,0.1506,2885539,2050939,2018,2018-12-31
2010,2018,1,D2,GBP,37581899,10876013,0.2894,8948755,2387125,2019,2019-12-31
2010,2018,2,D2,GBP,37581899,16749922,0.4457,10051412,1989611,2020,2020-12-31
2010,2018,3,D2,GBP,37581899,20579672,0.5476,18510509,7675463,2021,2021-12-31
2010,2018,4,D2,GBP,37581899,19228539,0.5116,16559845,8549502,2022,2022-12-31
2010,2018,5,D2,GBP,37581899,24554044,0.6533,16513478,6486788,2023,2023-12-31
2010,2018,0,E1,GBP,26936175,5634733,0.2092,3408181,595828,2018,2018-12-31
2010,2018,1,E1,GBP,26936175,8456116,0.3139,5279126,2278384,2019,2019-12-31
2010,2018,2,E1,GBP,26936175,9552325,0.3546,7665803,2254030,2020,2020-12-31
2010,2018,3,E1,GBP,26936175,14608482,0.5423,10642046,6033401,2021,2021-12-31
2010,2018,4,E1,GBP,26936175,13991115,0.5194,8780444,2634429,2022,2022-12-31
2010,2018,5,E1,GBP,26936175,18729123,0.6953,15397321,2089356,2023,2023-12-31
2010,2019,0,A1,GBP,13781586,2317907,0.1682,1884208,471080,2019,2019-12-31
2010,2019,1,A1,GBP,13781586,3727906,0.2705,2432474,567843,2020,2020-12-31
2010,2019,2,A1,GBP,13781586,5444139,0.395,4399789,1277210,2021,2021-12-31
2010,2019,3,A1,GBP,13781586,5915376,0.4292,3214175,2088421,2022,2022-12-31
2010,2019,4,A1,GBP,13781586,8073547,0.5858,5157457,3795704,2023,2023-12-31
2010,2019,5,A1,GBP,13781586,6922339,0.5023,6041583,1870403,2024,2024-12-31
2010,2019,0,A2,GBP,17531778,2785467,0.1589,1562263,480263,2019,2019-12-31
2010,2019,1,A2,GBP,17531778,5447633,0.3107,3708588,2646098,2020,2020-12-31
2010,2019,2,A2,GBP,17531778,6517521,0.3718,4970637,1461531,2021,2021-12-31
2010,2019,3,A2,GBP,17531778,7016009,0.4002,4394842,890562,2022,2022-12-31
2010,2019,4,A2,GBP,17531778,7998759,0.4562,4252348,1698714,2023,2023-12-31
2010,2019,5,A2,GBP,17531778,13076488,0.7459,7021028,6071250,2024,2024-12-31
2010,2019,0,D1,GBP,38779950,8188247,0.2111,4916881,3428851,2019,2019-12-31
2010,2019,1,D1,GBP,38779950,11515105,0.2969,10333072,1179696,2020,2020-12-31
2010,2019,2,D1,GBP,38779950,16895089,0.4357,12075598,2421727,2021,2021-12-31
2010,2019,3,D1,GBP,38779950,18823859,0.4854,16805779,5505604,2022,2022-12-31
2010,2019,4,D1,GBP,38779950,21766030,0.5613,15748413,3882048,2023,2023-12-31
2010,2019,5,D1,GBP,38779950,20157160,0.5198,14737621,9131020,2024,2024-12-31
2010,2019,0,D2,GBP,29049462,5324958,0.1833,4335779,561506,2019,2019-12-31
2010,2019,1,D2,GBP,29049462,9156835,0.3152,6212419,4557232,2020,2020-12-31
2010,2019,2,D2,GBP,29049462,10495056,0.3613,6352120,1738442,2021,2021-12-31
2010,2019,3,D2,GBP,29049462,15316268,0.5272,8124604,6006714,2022,2022-12-31
2010,2019,4,D2,GBP,29049462,19082370,0.6569,9949328,5944248,2023,2023-12-31
2010,2019,5,D2,GBP,29049462,16186415,0.5572,13012078,4718157,2024,2024-12-31
2010,2019,0,E1,GBP,20299206,3699657,0.1823,2880455,1449520,2019,2019-12-31
2010,2019,1,E1,GBP,20299206,6545881,0.3225,4666663,1862183,2020,2020-12-31
2010,2019,2,E1,GBP,20299206,7156549,0.3526,5922762,1198875,2021,2021-12-31
2010,2019,3,E1,GBP,20299206,11355126,0.5594,9983372,1929592,2022,2022-12-31
2010,2019,4,E1,GBP,20299206,9718879,0.4788,7470898,3672632,2023,2023-12-31
2010,2019,5,E1,GBP,20299206,11329802,0.5581,7134597,2280543,2024,2024-12-31
2010,2020,0,A1,GBP,23008982,3532711,0.1535,2721347,959819,2020,2020-12-31
2010,2020,1,A1,GBP,23008982,5967818,0.2594,3861004,2153682,2021,2021-12-31
2010,2020,2,A1,GBP,23008982,8071110,0.3508,4505752,1442498,2022,2022-12-31
2010,2020,3,A1,GBP,23008982,12425085,0.54,6766222,5936528,2023,2023-12-31
2010,2020,4,A1,GBP,23008982,11152151,0.4847,8756335,3111224,2024,2024-12-31
2010,2020,0,A2,GBP,41055371,8051296,0.1961,6397492,3952060,2020,2020-12-31
2010,2020,1,A2,GBP,41055371,12388226,0.3017,9270307,5280352,2021,2021-12-31
2010,2020,2,A2,GBP,41055371,12839246,0.3127,8671053,5256662,2022,2022-12-31
2010,2020,3,A2,GBP,41055371,21278156,0.5183,12706431,4625614,2023,2023-12-31
2010,2020,4,A2,GBP,41055371,24400891,0.5943,19445182,7215687,2024,2024-12-31
2010,2020,0,D1,GBP,7060584,1160563,0.1644,966797,366225,2020,2020-12-31
2010,2020,1,D1,GBP,7060584,2132803,0.3021,1765660,979160,2021,2021-12-31
2010,2020,2,D1,GBP,7060584,2492700,0.353,1258928,790586,2022,2022-12-31
2010,2020,3,D1,GBP,7060584,3708390,0.5252,1953982,1533846,2023,2023-12-31
2010,2020,4,D1,GBP,7060584,4706028,0.6665,3909206,950485,2024,2024-12-31
2010,2020,0,D2,GBP,47637056,7839970,0.1646,5132398,3902203,2020,2020-12-31
2010,2020,1,D2,GBP,47637056,15964218,0.3351,10057455,5078656,2021,2021-12-31
2010,2020,2,D2,GBP,47637056,20220097,0.4245,12267656,9251052,2022,2022-12-31
2010,2020,3,D2,GBP,47637056,20820585,0.4371,12321775,4627030,2023,2023-12-31
2010,2020,4,D2,GBP,47637056,21820004,0.458,18947029,8291642,2024,2024-12-31
2010,2020,0,E1,GBP,47571795,9777096,0.2055,6901465,3774566,2020,2020-12-31
2010,2020,1,E1,GBP,47571795,12824791,0.2696,8844851,2752742,2021,2021-12-31
2010,2020,2,E1,GBP,47571795,20729430,0.4358,17351031,4936426,2022,2022-12-31
2010,2020,3,E1,GBP,47571795,19375843,0.4073,11657302,9043014,2023,2023-12-31
2010,2020,4,E1,GBP,47571795,31634772,0.665,19128316,8572991,2024,2024-12-31
2010,2021,0,A1,GBP,40684264,6744228,0.1658,4815595,1649993,2021,2021-12-31
2010,2021,1,A1,GBP,40684264,9455845,0.2324,7007792,1768026,2022,2022-12-31
2010,2021,2,A1,GBP,40684264,16505057,0.4057,11899955,1753296,2023,2023-12-31
2010,2021,3,A1,GBP,40684264,20491446,0.5037,16439481,8610120,2024,2024-12-31
2010,2021,0,A2,GBP,49930599,8689791,0.174,6582166,1297673,2021,2021-12-31
2010,2021,1,A2,GBP,49930599,14248743,0.2854,12597855,4345822,2022,2022-12-31
2010,2021,2,A2,GBP,49930599,16892446,0.3383,12087333,4297415,2023,2023-12-31
2010,2021,3,A2,GBP,49930599,24548056,0.4916,17962104,12157886,2024,2024-12-31
2010,2021,0,D1,GBP,40412930,7621350,0.1886,4283209,3465351,2021,2021-12-31
2010,2021,1,D1,GBP,40412930,12232690,0.3027,6414435,6083109,2022,2022-12-31
2010,2021,2,D1,GBP,40412930,14030371,0.3472,10263357,2148582,2023,2023-12-31
2010,2021,3,D1,GBP,40412930,18787021,0.4649,11454377,5255963,2024,2024-12-31
2010,2021,0,D2,GBP,14229501,2405276,0.169,1426377,1020052,2021,2021-12-31
2010,2021,1,D2,GBP,14229501,4581300,0.322,4098423,1448509,2022,2022-12-31
2010,2021,2,D2,GBP,14229501,6325383,0.4445,4960296,1075389,2023,2023-12-31
2010,2021,3,D2,GBP,14229501,5688779,0.3998,3307991,1835762,2024,2024-12-31
2010,2021,0,E1,GBP,20192383,3925994,0.1944,2218554,762374,2021,2021-12-31
2010,2021,1,E1,GBP,20192383,5833609,0.2889,3157623,2860302,2022,2022-12-31
2010,2021,2,E1,GBP,20192383,9042140,0.4478,6906498,2712530,2023,2023-12-31
2010,2021,3,E1,GBP,20192383,9055894,0.4485,7487092,4324013,2024,2024-12-31
2010,2022,0,A1,GBP,43022623,7131290,0.1658,4057425,3186072,2022,2022-12-31
2010,2022,1,A1,GBP,43022623,14153036,0.329,11105551,4568859,2023,2023-12-31
2010,2022,2,A1,GBP,43022623,14275494,0.3318,7969755,1683264,2024,2024-12-31
2010,2022,0,A2,GBP,12849923,1941850,0.1511,1149590,884678,2022,2022-12-31
2010,2022,1,A2,GBP,12849923,2914763,0.2268,2263797,741445,2023,2023-12-31
2010,2022,2,A2,GBP,12849923,4691450,0.3651,2560807,2176909,2024,2024-12-31
2010,2022,0,D1,GBP,39086147,8329087,0.2131,6153084,3724220,2022,2022-12-31
2010,2022,1,D1,GBP,39086147,12837822,0.3284,9894034,4954710,2023,2023-12-31
2010,2022,2,D1,GBP,39086147,12439377,0.3183,8945111,5313255,2024,2024-12-31
2010,2022,0,D2,GBP,17707119,3150988,0.178,2579851,679055,2022,2022-12-31
2010,2022,1,D2,GBP,17707119,5811348,0.3282,3452479,1866680,2023,2023-12-31
2010,2022,2,D2,GBP,17707119,7778443,0.4393,5911229,2772714,2024,2024-12-31
2010,2022,0,E1,GBP,10707768,2079688,0.1942,1668007,861963,2022,2022-12-31
2010,2022,1,E1,GBP,10707768,2742161,0.2561,2229967,1114890,2023,2023-12-31
2010,2022,2,E1,GBP,10707768,4096253,0.3825,2274653,925526,2024,2024-12-31
2010,2023,0,A1,GBP,32425247,6970669,0.215,5126792,3017065,2023,2023-12-31
2010,2023,1,A1,GBP,32425247,10177859,0.3139,5230887,1826134,2024,2024-12-31
2010,2023,0,A2,GBP,6134253,1130409,0.1843,905049,527222,2023,2023-12-31
2010,2023,1,A2,GBP,6134253,1382628,0.2254,1143361,292535,2024,2024-12-31
2010,2023,0,D1,GBP,27107268,6002559,0.2214,4413864,1650787,2023,2023-12-31
2010,2023,1,D1,GBP,27107268,6326428,0.2334,3212674,2376286,2024,2024-12-31
2010,2023,0,D2,GBP,34253536,6250030,0.1825,5367242,1599842,2023,2023-12-31
2010,2023,1,D2,GBP,34253536,8742381,0.2552,4629355,4038934,2024,2024-12-31
2010,2023,0,E1,GBP,31372936,6861590,0.2187,4251690,923684,2023,2023-12-31
2010,2023,1,E1,GBP,31372936,7377607,0.2352,6169814,3668493,2024,2024-12-31
2010,2024,0,A1,GBP,20085767,4499384,0.224,2252545,1254465,2024,2024-12-31
2010,2024,0,A2,GBP,26738642,4212482,0.1575,3141026,1975476,2024,2024-12-31
2010,2024,0,D1,GBP,44693637,7605285,0.1702,5684536,888168,2024,2024-12-31
2010,2024,0,D2,GBP,46283731,6994782,0.1511,5660193,2826476,2024,2024-12-31
2010,2024,0,E1,GBP,33849866,6142964,0.1815,3568575,1975481,2024,2024-12-31
2525,2018,0,A1,GBP,30361825,5770938,0.1901,4195398,2012510,2018,2018-12-31
2525,2018,1,A1,GBP,30361825,7375551,0.2429,5478362,3053217,2019,2019-12-31
2525,2018,2,A1,GBP,30361825,11512996,0.3792,8243008,3721138,2020,2020-12-31
