Syndicate Number,UMR,Insured Country,Risk Location,Insured Name,Insured - Policyholder Type,Risk Code,Risk / Certificate Reference,Original Currency,Sum Insured,Gross Annual Premium in Period,YOA,Part VII Indicator,Original Signing Number,Original Signing Date
5678,S567814159IY,BELGIUM,BELGIUM,Smith Ltd,RETAIL,4,45095,USD,507643.16,35281.49,2021,Y,22/53152,09/06/2021
1234,S123464774IR,HONG KONG,HONG KONG,Williams Group,RETAIL,1E,1E1891,JPY,1269567.77,89167.89,2021,N,22/19556,04/11/2021
9012,C901219947N6,BRAZIL,BRAZIL,Smith Ltd,RETAIL,eh,eh3089,GBP,145586.07,27131.15,2024,Y,24/17181,03/06/2024
9012,J90127249OWO,UNITED STATES,UNITED STATES,Davis LLC,RETAIL,1T,1T1173,GBP,466263.9,87659.39,2024,N,24/70844,07/08/2024
9012,Q90126377VDA,UNITED KINGDOM,UNITED KINGDOM,ABC Commercial Ltd,COMMERCIAL,1T,1T4172,EUR,11475502.93,887231.51,2025,,22/93540,18/09/2025
4567,H456732552CL,BRAZIL,BRAZIL,Continental Services plc,BUSINESS,4,49407,JPY,8025242.54,472580.46,2023,,23/50788,26/10/2023
8901,J890170428SX,NETHERLANDS,NETHERLANDS,Supreme Holdings Ltd,CORPORATE,2E,2E1939,JPY,51207997.77,4990703.5,2022,Y,21/65320,26/06/2022
3456,G34568794Z9V,GERMANY,GERMANY,Premier Group International,CORPORATE,8,86499,USD,43590294.92,3952347.3,2022,,23/64879,18/06/2022
2791,H27911060WYQ,UNITED STATES,UNITED STATES,XYZ Trading Co,COMMERCIAL,5,54916,CAD,7665880.25,531888.06,2021,N,23/59271,16/04/2021
6789,C67896863BEK,SWITZERLAND,SWITZERLAND,Jones & Co,RETAIL,el,el6896,GBP,1738976.94,87999.33,2022,Y,21/36099,12/04/2022
4567,R45675029GA4,ITALY,ITALY,Mega Corporation plc,CORPORATE,2T,2T1343,EUR,44584142.71,3957230.36,2022,,22/59666,02/12/2022
1234,H123470563X7,NETHERLANDS,NETHERLANDS,Urban Services Ltd,COMMERCIAL,em,em8106,USD,7698083.74,479221.3,2023,,21/25531,15/03/2023
2791,K279180379IB,SINGAPORE,SINGAPORE,Prime Industries Corp,CORPORATE,2T,2T4098,CHF,10481603.46,1574497.16,2022,,23/29472,17/06/2022
3456,Q34569011HCQ,CANADA,CANADA,United Manufacturing Corp,BUSINESS,8,82062,CAD,1950892.94,209579.97,2021,Y,24/94550,18/09/2021
5678,W56787125SR8,ITALY,ITALY,Elite Consortium Ltd,CORPORATE,6,65396,JPY,15591332.3,1833386.54,2024,,24/93637,25/10/2024
623,M6234581L5U,BRAZIL,BRAZIL,Worldwide Logistics Ltd,BUSINESS,2T,2T5170,USD,363193.66,68941.94,2022,,21/27606,13/02/2022
4567,O45679392WPQ,AUSTRALIA,AUSTRALIA,Brown Enterprises,RETAIL,6,67021,EUR,1128343.72,98833.63,2024,N,23/45785,14/07/2024
623,L6232350KST,CANADA,CANADA,Smith Ltd,RETAIL,5,55528,USD,630748.03,41511.03,2022,Y,21/25543,06/02/2022
5678,V56786394J01,BELGIUM,BELGIUM,Worldwide Logistics Ltd,BUSINESS,6,64123,USD,2853038.02,148214.25,2021,,22/81188,14/05/2021
623,M6231194QS1,SWITZERLAND,SWITZERLAND,XYZ Trading Co,COMMERCIAL,3E,3E7512,CAD,5121825.64,807710.51,2023,Y,22/37508,31/08/2023
3456,X34568559MD4,CHINA,CHINA,City Enterprises plc,COMMERCIAL,7,77843,CAD,8653680.2,475822.7,2025,Y,24/68978,13/10/2025
623,X6231158RXM,SPAIN,SPAIN,Supreme Holdings Ltd,CORPORATE,2E,2E7867,CHF,57067901.14,4751294.1,2023,N,24/80464,03/06/2023
5678,E56786410U26,UNITED STATES,UNITED STATES,United Manufacturing Corp,BUSINESS,1E,1E7404,CHF,2447059.66,326035.13,2025,N,22/61201,02/02/2025
8901,S89018397XKG,FRANCE,FRANCE,Prime Industries Corp,CORPORATE,2T,2T3910,JPY,42038568.1,4960258.82,2024,Y,24/13517,05/04/2024
3456,H34565769XCC,NETHERLANDS,NETHERLANDS,United Manufacturing Corp,BUSINESS,em,em1180,JPY,6992368.63,474229.3,2021,Y,23/63852,20/07/2021
2791,X27912126O6H,HONG KONG,HONG KONG,XYZ Trading Co,COMMERCIAL,2E,2E6075,CHF,8210173.98,646963.12,2021,N,24/30811,06/11/2021
9012,I90124304AFC,INDIA,INDIA,City Enterprises plc,COMMERCIAL,7,75044,USD,2352521.98,307602.83,2023,,23/84609,09/09/2023
7890,U78908476M42,GERMANY,GERMANY,Elite Consortium Ltd,CORPORATE,7,73869,GBP,11633953.59,1492187.94,2024,N,22/33537,12/11/2024
6789,M67891715I5J,ITALY,ITALY,Davis LLC,RETAIL,4,45782,AUD,810518.88,79060.52,2024,,21/38476,09/09/2024
6789,Q67896341OFH,GERMANY,GERMANY,Smith Ltd,RETAIL,1T,1T8572,EUR,205036.96,10495.05,2025,Y,21/93737,22/12/2025
7890,M78901618AE7,SINGAPORE,SINGAPORE,Worldwide Logistics Ltd,BUSINESS,3T,3T8606,AUD,8468889.5,447703.65,2024,N,24/18943,12/02/2024
8901,I89013643GAD,SPAIN,SPAIN,Metro Business Group,COMMERCIAL,9,93034,JPY,7573559.61,995417.04,2022,,24/32079,09/02/2022
623,G62315646TP,SWITZERLAND,SWITZERLAND,Global Industries Inc,BUSINESS,2E,2E9566,JPY,3738233.55,228308.91,2023,,21/61199,20/12/2023
4567,Y4567718317N,UNITED KINGDOM,UNITED KINGDOM,Jones & Co,RETAIL,1E,1E4276,CHF,519790.48,71121.96,2024,Y,21/65270,15/01/2024
623,D62337500BS,GERMANY,GERMANY,Worldwide Logistics Ltd,BUSINESS,el,el6286,USD,3489920.85,417124.91,2023,,22/91877,17/04/2023
8901,D89016842LAX,AUSTRALIA,AUSTRALIA,Global Industries Inc,BUSINESS,4,47376,GBP,1967564.75,150717.93,2024,Y,24/38848,03/02/2024
4567,N456759401R9,GERMANY,GERMANY,United Manufacturing Corp,BUSINESS,3T,3T3809,GBP,4340884.38,316822.97,2025,N,21/88625,16/06/2025
6789,C67896490A6Q,BELGIUM,BELGIUM,Urban Services Ltd,COMMERCIAL,3T,3T4808,USD,3311609.61,182338.15,2022,,21/40488,11/01/2022
9012,T90122300CNK,HONG KONG,HONG KONG,International Trading Co,BUSINESS,3E,3E7156,USD,1176930.68,169520.02,2021,Y,21/41203,03/11/2021
7890,Q78907797XKA,BELGIUM,BELGIUM,Williams Group,RETAIL,2E,2E6615,EUR,1729129.39,89431.07,2023,Y,22/80688,28/01/2023
3456,F34568247WCR,SINGAPORE,SINGAPORE,Supreme Holdings Ltd,CORPORATE,7,71853,CAD,75077908.1,4379574.28,2022,,22/36767,06/03/2022
1234,Q12342280PQF,JAPAN,JAPAN,International Trading Co,BUSINESS,7,75012,CHF,4573815.37,344858.89,2022,N,22/89410,08/05/2022
4567,Z45678883C9O,JAPAN,JAPAN,Supreme Holdings Ltd,CORPORATE,7,78712,JPY,9918877.66,891440.42,2023,N,24/76229,09/11/2023
6789,Y67897249PC6,MEXICO,MEXICO,Williams Group,RETAIL,el,el9801,CAD,359458.92,40405.41,2022,Y,22/43723,14/07/2022
7890,C78906459EQF,SINGAPORE,SINGAPORE,XYZ Trading Co,COMMERCIAL,5,51068,EUR,9342011.57,751078.1,2023,Y,23/74415,27/07/2023
6789,J67892167OB7,SINGAPORE,SINGAPORE,City Enterprises plc,COMMERCIAL,9,93660,EUR,1435890.45,172941.59,2024,Y,24/43457,27/06/2024
8901,U8901731370I,SWITZERLAND,SWITZERLAND,Smith Ltd,RETAIL,8,86921,AUD,429382.05,69909.58,2024,,21/97251,26/11/2024
2791,H27913644A1X,SPAIN,SPAIN,Elite Consortium Ltd,CORPORATE,7,77515,JPY,53815124.42,4330431.11,2023,,21/77965,07/04/2023
6789,Q67899735XNL,CANADA,CANADA,Elite Consortium Ltd,CORPORATE,el,el2456,JPY,36973724.4,2662639.6,2022,Y,23/28705,18/05/2022
3456,P34561025D1P,UNITED KINGDOM,UNITED KINGDOM,Continental Services plc,BUSINESS,9,95724,EUR,4302502.56,421106.43,2024,,24/32365,31/03/2024
5678,F567892348Q3,JAPAN,JAPAN,XYZ Trading Co,COMMERCIAL,9,94292,USD,9577938.7,710214.54,2022,Y,22/35150,13/05/2022
6789,C67895802DEC,FRANCE,FRANCE,Global Industries Inc,BUSINESS,8,84846,CHF,3093464.63,170162.72,2024,N,24/98185,21/02/2024
623,D6234458SAV,UNITED KINGDOM,UNITED KINGDOM,Williams Group,RETAIL,3E,3E8961,CAD,1201381.16,80755.47,2021,N,23/89216,08/08/2021
5678,L56787528NCM,BELGIUM,BELGIUM,Worldwide Logistics Ltd,BUSINESS,8,82641,EUR,7793785.63,432761.78,2023,Y,24/62665,13/03/2023
623,W6235072NWX,INDIA,INDIA,Elite Consortium Ltd,CORPORATE,1T,1T9436,CAD,64737141.59,3687633.4,2025,N,22/10410,23/11/2025
5678,V56788279IR0,UNITED STATES,UNITED STATES,Mega Corporation plc,CORPORATE,8,86707,EUR,55314731.24,3638621.58,2021,N,24/96289,25/12/2021
1234,Q12349267BRD,JAPAN,JAPAN,United Manufacturing Corp,BUSINESS,3E,3E8648,CHF,5349476.85,328375.12,2024,Y,24/25162,03/09/2024
8901,D890181259B7,ITALY,ITALY,Williams Group,RETAIL,2T,2T7283,USD,365490.43,20067.49,2022,N,22/43767,07/12/2022
7890,C78906452571,CHINA,CHINA,Urban Services Ltd,COMMERCIAL,8,82059,USD,4811404.01,884659.17,2021,,23/59415,15/07/2021
8901,D89015767DD0,AUSTRALIA,AUSTRALIA,Supreme Holdings Ltd,CORPORATE,eh,eh2902,USD,29230946.34,4216175.38,2024,,23/26700,09/06/2024
6789,S67899775GNP,NETHERLANDS,NETHERLANDS,Williams Group,RETAIL,9,93069,GBP,595002.74,36836.29,2025,,22/23970,22/07/2025
623,J6234586RQV,BELGIUM,BELGIUM,International Trading Co,BUSINESS,el,el1562,JPY,2112784.96,122341.95,2025,,23/50487,15/09/2025
1234,P12345775ZN9,MEXICO,MEXICO,Worldwide Logistics Ltd,BUSINESS,el,el3501,AUD,5353301.11,424460.38,2023,,22/39500,25/12/2023
623,V62336089TM,SINGAPORE,SINGAPORE,Elite Consortium Ltd,CORPORATE,el,el6706,JPY,4920194.82,528736.42,2022,N,24/19414,28/09/2022
4567,D45673144L25,CHINA,CHINA,ABC Commercial Ltd,COMMERCIAL,9,95981,USD,12919772.7,655234.23,2023,N,22/85649,12/03/2023
7890,Z789042050A0,JAPAN,JAPAN,United Manufacturing Corp,BUSINESS,3E,3E2670,USD,2974428.21,334316.09,2024,,22/59355,06/08/2024
2791,B279129229XV,MEXICO,MEXICO,International Trading Co,BUSINESS,1T,1T7619,EUR,4392390.13,335302.57,2021,Y,21/25571,04/05/2021
6789,Y6789246815X,ITALY,ITALY,Metro Business Group,COMMERCIAL,3E,3E8292,AUD,5296058.11,801860.86,2024,N,21/25728,29/02/2024
1234,A12348856J02,INDIA,INDIA,International Trading Co,BUSINESS,5,57290,AUD,5148715.81,392462.56,2021,N,24/49107,20/10/2021
2791,M27911323O32,CHINA,CHINA,United Manufacturing Corp,BUSINESS,3T,3T9004,GBP,4895372.21,483346.4,2021,Y,21/37192,04/12/2021
1234,R123483272EE,ITALY,ITALY,Jones & Co,RETAIL,el,el3641,CHF,1235607.98,65099.08,2022,Y,23/14588,13/02/2022
1234,N12341001IB8,CHINA,CHINA,Worldwide Logistics Ltd,BUSINESS,3E,3E9750,EUR,1832074.8,96129.38,2025,N,22/85637,09/09/2025
5678,W56782622XBB,CHINA,CHINA,International Trading Co,BUSINESS,em,em5910,EUR,2163603.67,359548.58,2025,Y,22/88924,10/10/2025
3456,C34565177JXF,SPAIN,SPAIN,City Enterprises plc,COMMERCIAL,3T,3T2364,EUR,5793903.15,370867.21,2025,N,24/28775,02/10/2025
3456,W34567097UXS,CANADA,CANADA,International Trading Co,BUSINESS,8,87876,AUD,1102831.02,80307.77,2021,Y,23/66836,14/07/2021
623,R6232802YOL,CANADA,CANADA,Smith Ltd,RETAIL,2T,2T6944,GBP,541902.03,37858.89,2025,N,23/29179,26/04/2025
4567,D45673023G0L,AUSTRALIA,AUSTRALIA,City Enterprises plc,COMMERCIAL,1T,1T2565,JPY,2551333.55,141167.83,2021,,23/84993,25/05/2021
8901,K89017382G3Y,UNITED STATES,UNITED STATES,United Manufacturing Corp,BUSINESS,7,77597,GBP,9533554.0,488070.04,2023,N,22/43955,05/01/2023
8901,S89015380B09,SPAIN,SPAIN,XYZ Trading Co,COMMERCIAL,8,87852,USD,5385074.35,774686.65,2022,,24/33999,13/08/2022
5678,Q56784748K48,CANADA,CANADA,City Enterprises plc,COMMERCIAL,6,66123,EUR,4200750.05,782436.88,2024,Y,21/20052,02/05/2024
1234,R123490743A8,GERMANY,GERMANY,Prime Industries Corp,CORPORATE,7,73235,GBP,5908116.53,599555.98,2022,N,24/77503,17/12/2022
8901,W89017962Z0I,JAPAN,JAPAN,Davis LLC,RETAIL,4,41693,GBP,851333.45,51421.1,2021,,24/32089,12/12/2021
8901,Q890167888PN,SWITZERLAND,SWITZERLAND,Worldwide Logistics Ltd,BUSINESS,2E,2E2855,GBP,4178453.62,357482.92,2022,N,22/80663,02/03/2022
4567,A45677449HK7,CANADA,CANADA,United Manufacturing Corp,BUSINESS,5,51580,EUR,3455172.38,173132.0,2023,N,24/17536,02/07/2023
623,D6231084M0O,NETHERLANDS,NETHERLANDS,Mega Corporation plc,CORPORATE,5,52660,EUR,28459639.9,2417815.86,2025,N,24/35892,13/02/2025
8901,P89011113FXI,HONG KONG,HONG KONG,Brown Enterprises,RETAIL,em,em7132,USD,347652.91,20544.26,2025,N,23/66143,04/04/2025
8901,E890167950A5,BRAZIL,BRAZIL,International Trading Co,BUSINESS,1T,1T2813,JPY,3010083.91,362157.0,2023,Y,23/15276,10/03/2023
6789,V67894260889,UNITED STATES,UNITED STATES,Global Industries Inc,BUSINESS,9,97899,EUR,1324138.47,87071.47,2024,N,24/99356,06/03/2024
5678,D567827672EM,SINGAPORE,SINGAPORE,Global Industries Inc,BUSINESS,6,64874,AUD,3134842.03,344530.05,2024,Y,23/66317,01/11/2024
623,C6238027IFS,NETHERLANDS,NETHERLANDS,XYZ Trading Co,COMMERCIAL,5,55606,EUR,6944551.41,955777.21,2024,Y,23/42421,07/12/2024
6789,G67893436IEB,FRANCE,FRANCE,International Trading Co,BUSINESS,5,53395,AUD,4684181.74,244550.66,2022,N,21/90801,13/04/2022
1234,W12344791HPC,INDIA,INDIA,Elite Consortium Ltd,CORPORATE,4,41846,JPY,34823267.13,2388772.93,2021,N,21/45290,06/07/2021
4567,B45673977BB0,AUSTRALIA,AUSTRALIA,Supreme Holdings Ltd,CORPORATE,9,95674,JPY,20861771.87,2289174.79,2023,N,23/89498,21/02/2023
6789,J67892827DAT,SWITZERLAND,SWITZERLAND,Supreme Holdings Ltd,CORPORATE,3E,3E6426,JPY,54896849.28,4927899.42,2022,N,23/87189,28/09/2022
9012,S90127292DDW,CANADA,CANADA,United Manufacturing Corp,BUSINESS,2T,2T2971,AUD,3822004.2,452344.64,2023,Y,22/35287,27/12/2023
7890,X789087699HZ,BELGIUM,BELGIUM,Mega Corporation plc,CORPORATE,1T,1T3094,CHF,7976211.79,1458971.17,2021,Y,24/82154,31/12/2021
4567,N45672109RS8,BRAZIL,BRAZIL,Smith Ltd,RETAIL,3T,3T3735,EUR,704404.09,66908.35,2025,,23/26899,29/05/2025
623,P623972358F,JAPAN,JAPAN,Urban Services Ltd,COMMERCIAL,1E,1E7293,CAD,10621235.9,877922.42,2025,,24/62540,07/11/2025
4567,S4567114552Q,ITALY,ITALY,United Manufacturing Corp,BUSINESS,2E,2E5240,GBP,3780045.28,485687.04,2022,N,22/48844,29/12/2022
4567,R45674902KX7,AUSTRALIA,AUSTRALIA,Williams Group,RETAIL,1T,1T3178,USD,1457103.03,87519.2,2025,N,21/94202,08/05/2025
3456,K3456236385J,SWITZERLAND,SWITZERLAND,Supreme Holdings Ltd,CORPORATE,1T,1T7690,GBP,70141790.21,3969148.3,2025,,23/52550,30/01/2025
623,I6231256T92,CANADA,CANADA,United Manufacturing Corp,BUSINESS,2T,2T2743,AUD,5648807.93,392460.8,2023,,24/95698,12/05/2023
9012,K90125403HW4,BRAZIL,BRAZIL,Continental Services plc,BUSINESS,2T,2T3550,CAD,598510.62,109060.19,2025,N,22/66872,08/07/2025
2791,F27913885GR0,ITALY,ITALY,Metro Business Group,COMMERCIAL,1T,1T1344,JPY,13234645.8,928763.06,2024,N,22/33295,20/07/2024
9012,H9012845568D,GERMANY,GERMANY,Urban Services Ltd,COMMERCIAL,1T,1T3249,USD,9984633.19,816883.56,2022,,21/89074,21/02/2022
6789,E678950681J7,UNITED KINGDOM,UNITED KINGDOM,Davis LLC,RETAIL,1E,1E1221,GBP,111036.92,16144.28,2024,Y,21/81089,22/06/2024
1234,J12346435RIT,BRAZIL,BRAZIL,Worldwide Logistics Ltd,BUSINESS,2E,2E9906,JPY,4106520.12,358504.38,2022,Y,21/15836,22/02/2022
8901,A89014675APF,HONG KONG,HONG KONG,Worldwide Logistics Ltd,BUSINESS,1T,1T4700,CHF,1735270.4,140236.13,2023,,24/24733,09/09/2023
2791,C27916467E77,NETHERLANDS,NETHERLANDS,Mega Corporation plc,CORPORATE,2T,2T3475,GBP,10831810.79,788940.22,2021,Y,24/79531,21/06/2021
9012,T90125702MD6,SPAIN,SPAIN,Premier Group International,CORPORATE,8,85348,JPY,29015369.15,1710470.32,2022,,21/10285,18/03/2022
2791,C27912854U8K,BRAZIL,BRAZIL,ABC Commercial Ltd,COMMERCIAL,2E,2E6292,JPY,4486779.74,379325.76,2023,Y,22/60465,30/06/2023
5678,E56785028NTT,HONG KONG,HONG KONG,Elite Consortium Ltd,CORPORATE,4,49724,JPY,3361640.17,552292.43,2024,,22/60413,12/02/2024
9012,H90126926A9A,AUSTRALIA,AUSTRALIA,Davis LLC,RETAIL,6,68764,CHF,515861.26,42286.89,2024,Y,21/17808,27/06/2024
5678,H567844523CE,SPAIN,SPAIN,XYZ Trading Co,COMMERCIAL,3E,3E7184,JPY,6000134.1,640018.49,2022,,21/65667,10/07/2022
623,T6233591BNC,GERMANY,GERMANY,ABC Commercial Ltd,COMMERCIAL,8,81204,CHF,12987490.19,725483.7,2021,,24/29623,04/04/2021
7890,N78906526PXA,NETHERLANDS,NETHERLANDS,ABC Commercial Ltd,COMMERCIAL,9,93554,CHF,4485864.22,801865.89,2022,Y,21/89190,30/03/2022
8901,R890152277SZ,HONG KONG,HONG KONG,City Enterprises plc,COMMERCIAL,1E,1E3569,JPY,3500342.19,532456.25,2022,N,21/78354,13/07/2022
2791,M2791400939V,UNITED STATES,UNITED STATES,Global Industries Inc,BUSINESS,4,48674,CHF,3146611.44,158920.26,2022,N,23/95550,25/11/2022
6789,G67895422DCV,SWITZERLAND,SWITZERLAND,Metro Business Group,COMMERCIAL,2E,2E1459,GBP,2849268.26,228245.99,2024,Y,23/31333,04/10/2024
1234,G12344305WBJ,UNITED KINGDOM,UNITED KINGDOM,Prime Industries Corp,CORPORATE,2T,2T1735,CHF,50987701.84,3281700.8,2021,,24/15987,25/01/2021
5678,M56789195H10,SWITZERLAND,SWITZERLAND,Supreme Holdings Ltd,CORPORATE,3E,3E2595,GBP,15534483.08,3018419.08,2021,N,24/76005,21/02/2021
8901,S89011612KFQ,SINGAPORE,SINGAPORE,ABC Commercial Ltd,COMMERCIAL,1E,1E4794,CHF,5027316.46,393815.18,2022,Y,22/31108,14/09/2022
8901,Z89013149MM4,BELGIUM,BELGIUM,City Enterprises plc,COMMERCIAL,8,81655,CHF,1837252.52,179079.85,2025,,24/41340,17/04/2025
9012,Z90121244F5T,MEXICO,MEXICO,Smith Ltd,RETAIL,1T,1T9174,USD,50382.79,8154.3,2025,Y,24/51119,28/03/2025
4567,C45672165G1J,SWITZERLAND,SWITZERLAND,Elite Consortium Ltd,CORPORATE,1T,1T5194,EUR,15981904.95,2286154.74,2022,N,22/26248,19/10/2022
7890,N78903113PSW,NETHERLANDS,NETHERLANDS,Metro Business Group,COMMERCIAL,3T,3T7122,CAD,9370674.92,610786.76,2021,Y,24/76314,19/08/2021
4567,W45671130FDN,UNITED STATES,UNITED STATES,United Manufacturing Corp,BUSINESS,7,77541,AUD,3283036.68,410264.01,2021,Y,22/60885,25/08/2021
1234,D12342406GD8,CHINA,CHINA,City Enterprises plc,COMMERCIAL,5,58096,JPY,1646952.8,250734.32,2023,Y,24/53086,03/02/2023
5678,D56785560QT8,JAPAN,JAPAN,XYZ Trading Co,COMMERCIAL,7,74497,JPY,10493553.7,672787.22,2023,N,21/88784,14/07/2023
623,B623446558Y,MEXICO,MEXICO,Worldwide Logistics Ltd,BUSINESS,eh,eh5129,JPY,1222834.62,64213.77,2023,,22/20956,14/03/2023
1234,N12349597H6G,NETHERLANDS,NETHERLANDS,ABC Commercial Ltd,COMMERCIAL,4,42514,GBP,1925595.52,146774.16,2023,N,23/48915,26/03/2023
3456,W34568156MYO,MEXICO,MEXICO,Global Industries Inc,BUSINESS,4,44253,JPY,6667209.22,369077.23,2023,Y,22/52432,07/12/2023
5678,K567828612YJ,SPAIN,SPAIN,ABC Commercial Ltd,COMMERCIAL,2E,2E8381,JPY,12644781.23,742678.24,2021,Y,24/93744,24/10/2021
1234,W123499471VH,JAPAN,JAPAN,XYZ Trading Co,COMMERCIAL,2T,2T4131,AUD,6983762.79,405505.17,2021,,21/58530,06/07/2021
623,W6239177XQO,INDIA,INDIA,Williams Group,RETAIL,em,em9887,EUR,232321.33,12610.91,2023,N,23/24860,01/04/2023
7890,R78908141N4Y,CHINA,CHINA,Continental Services plc,BUSINESS,3T,3T5640,USD,5115991.87,296416.57,2024,,21/21484,23/02/2024
1234,X12349924DPU,FRANCE,FRANCE,ABC Commercial Ltd,COMMERCIAL,7,75749,JPY,7430675.33,507086.46,2021,N,22/39213,21/08/2021
8901,L89018601O3Z,MEXICO,MEXICO,Brown Enterprises,RETAIL,1T,1T1124,USD,878693.14,55008.25,2024,N,22/76527,25/05/2024
4567,A45677792BA2,HONG KONG,HONG KONG,United Manufacturing Corp,BUSINESS,3E,3E6201,CAD,512185.65,86733.49,2023,N,22/84997,09/08/2023
3456,Z34568030EW9,SINGAPORE,SINGAPORE,Jones & Co,RETAIL,4,47604,USD,210519.12,28474.81,2025,N,22/67331,29/04/2025
1234,R123436058HD,SINGAPORE,SINGAPORE,Elite Consortium Ltd,CORPORATE,6,61189,GBP,36658967.9,4423026.05,2022,,22/13646,13/11/2022
8901,O89016867GXH,UNITED KINGDOM,UNITED KINGDOM,International Trading Co,BUSINESS,7,79772,JPY,4917531.78,489139.37,2021,Y,24/44141,04/12/2021
623,D62385227EF,UNITED KINGDOM,UNITED KINGDOM,Williams Group,RETAIL,1T,1T3959,USD,375674.37,22301.2,2023,Y,21/74781,05/07/2023
3456,C345689718CY,UNITED KINGDOM,UNITED KINGDOM,City Enterprises plc,COMMERCIAL,1T,1T6137,JPY,8641711.38,692837.0,2024,,24/31116,02/04/2024
4567,K45676681RWT,UNITED STATES,UNITED STATES,Jones & Co,RETAIL,em,em9548,USD,911909.16,57759.54,2021,,23/25937,09/04/2021
9012,G90126978EHL,INDIA,INDIA,International Trading Co,BUSINESS,6,62367,GBP,3047689.68,152804.63,2021,,22/45073,21/05/2021
7890,O78909123P87,CHINA,CHINA,Premier Group International,CORPORATE,1T,1T3833,EUR,72100768.48,4886569.23,2022,Y,23/61488,22/02/2022
9012,N90128309P03,JAPAN,JAPAN,Urban Services Ltd,COMMERCIAL,3E,3E2762,USD,4250698.0,279588.21,2025,,24/66270,13/04/2025
9012,F901215538JO,GERMANY,GERMANY,Urban Services Ltd,COMMERCIAL,3T,3T9691,AUD,900747.94,164978.57,2023,N,24/13924,28/02/2023
2791,H27912190HNF,ITALY,ITALY,Premier Group International,CORPORATE,4,43003,CAD,19814213.52,1659573.0,2023,Y,23/11428,18/06/2023
3456,R34562085NVS,BELGIUM,BELGIUM,Global Industries Inc,BUSINESS,7,75555,CAD,7010811.12,440722.63,2024,,21/85228,26/11/2024
6789,G678918132R9,BELGIUM,BELGIUM,Continental Services plc,BUSINESS,3T,3T2953,CAD,4373322.17,384217.93,2024,Y,24/32431,03/11/2024
5678,A567810766K4,UNITED KINGDOM,UNITED KINGDOM,Elite Consortium Ltd,CORPORATE,4,41606,USD,21730310.28,2056707.47,2025,,21/54222,27/11/2025
623,I62361961OU,HONG KONG,HONG KONG,Premier Group International,CORPORATE,5,59090,GBP,27696867.35,4944423.04,2021,,21/61554,02/06/2021
7890,T78902683BBA,FRANCE,FRANCE,Mega Corporation plc,CORPORATE,el,el6289,AUD,60215036.05,4401641.73,2024,,24/39667,28/03/2024
1234,W12341860J2D,SWITZERLAND,SWITZERLAND,Williams Group,RETAIL,9,92229,CAD,741042.17,46668.46,2022,N,23/90314,14/07/2022
4567,E45676231515,BRAZIL,BRAZIL,Brown Enterprises,RETAIL,em,em8320,USD,927396.35,51233.55,2022,,21/78388,28/09/2022
3456,K34568908IJK,MEXICO,MEXICO,Mega Corporation plc,CORPORATE,5,56783,AUD,51568224.6,4553158.39,2025,,22/96439,28/11/2025
3456,A34564541QNR,UNITED STATES,UNITED STATES,Worldwide Logistics Ltd,BUSINESS,1T,1T4418,JPY,2423983.8,174572.51,2021,,23/50871,29/12/2021
7890,H78906957NQW,FRANCE,FRANCE,International Trading Co,BUSINESS,el,el7556,CHF,3758167.31,460563.51,2022,Y,21/46416,05/08/2022
2791,O279127550I6,FRANCE,FRANCE,International Trading Co,BUSINESS,el,el5370,CHF,4781071.1,330334.96,2023,Y,24/96754,29/09/2023
7890,L78908069HOP,CHINA,CHINA,Williams Group,RETAIL,3E,3E1870,GBP,520543.21,74645.74,2023,N,23/58467,20/02/2023
623,G6237597GJV,JAPAN,JAPAN,Prime Industries Corp,CORPORATE,9,98103,JPY,69346607.2,3721212.34,2024,Y,21/94717,07/05/2024
1234,H12342078TJ5,UNITED STATES,UNITED STATES,Elite Consortium Ltd,CORPORATE,1T,1T7421,GBP,11205515.2,1308573.99,2022,N,21/38821,21/12/2022
4567,U45675718ZKA,JAPAN,JAPAN,Supreme Holdings Ltd,CORPORATE,2T,2T9245,USD,37580225.11,4871277.92,2024,,24/50019,18/12/2024
3456,F345664426FA,GERMANY,GERMANY,Continental Services plc,BUSINESS,3T,3T8011,AUD,5380590.15,434473.29,2022,N,21/33267,16/05/2022
1234,P12341016RID,UNITED KINGDOM,UNITED KINGDOM,Mega Corporation plc,CORPORATE,8,85762,CAD,29124482.62,1612539.83,2022,Y,22/29212,18/02/2022
1234,P123467479JR,BELGIUM,BELGIUM,Metro Business Group,COMMERCIAL,eh,eh8516,AUD,6370986.47,500774.73,2023,Y,23/49470,30/12/2023
5678,I567895080A9,MEXICO,MEXICO,Jones & Co,RETAIL,eh,eh3320,AUD,543643.18,39127.17,2025,N,24/14050,06/05/2025
9012,M9012276885Y,GERMANY,GERMANY,Continental Services plc,BUSINESS,3T,3T9632,USD,1342910.22,123585.74,2024,Y,23/99006,27/06/2024
5678,G56781673UZ4,CANADA,CANADA,Mega Corporation plc,CORPORATE,7,78101,JPY,43138824.8,4862355.45,2024,N,23/47802,26/02/2024
623,V6233461SKU,SPAIN,SPAIN,XYZ Trading Co,COMMERCIAL,em,em5974,AUD,6826217.32,691063.0,2024,N,23/18469,30/05/2024
623,B6239001LPX,NETHERLANDS,NETHERLANDS,Smith Ltd,RETAIL,1E,1E1817,USD,546464.13,78479.95,2024,N,22/55903,25/05/2024
