Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date
5000,2018,5,A2,GBP,17047239,14490153,12469401,393770,262513,13125684,342,85,2023-12-31
5000,2018,6,A2,GBP,4793548,4074515,2411176,0,0,2411176,381,35,2024-12-31
5000,2018,0,D1,GBP,6348422,5396158,624031,1497674,998449,3120154,476,61,2018-12-31
5000,2018,1,D1,GBP,17195880,14616498,4639741,5169998,3446665,13256404,357,80,2019-12-31
5000,2018,2,D1,GBP,7082095,6019780,2459361,1475616,983744,4918721,408,94,2020-12-31
5000,2018,3,D1,GBP,1966912,1671875,1016440,328388,218925,1563753,460,245,2021-12-31
5000,2018,4,D1,GBP,5384065,4576455,2770561,415584,277056,3463201,259,49,2022-12-31
5000,2018,5,D1,GBP,14800409,12580347,8805671,278073,185382,9269126,42,131,2023-12-31
5000,2018,6,D1,GBP,11544075,9812463,5251908,0,0,5251908,454,352,2024-12-31
5000,2018,0,D2,GBP,18609966,15818471,2817591,6762219,4508146,14087956,305,75,2018-12-31
5000,2018,1,D2,GBP,19958664,16964864,3769351,4200134,2800089,10769574,499,121,2019-12-31
5000,2018,2,D2,GBP,12351485,10498762,4061414,2436848,1624565,8122827,362,181,2020-12-31
5000,2018,3,D2,GBP,4195795,3566425,1699466,549058,366038,2614562,382,85,2021-12-31
5000,2018,4,D2,GBP,17170876,14595244,8081298,1212194,808129,10101621,356,266,2022-12-31
5000,2018,5,D2,GBP,13914316,11827168,6734371,212664,141776,7088811,433,275,2023-12-31
5000,2018,6,D2,GBP,2830935,2406294,1287107,0,0,1287107,488,85,2024-12-31
5000,2018,0,E1,GBP,17964032,15269427,2836658,6807979,4538652,14183289,446,51,2018-12-31
5000,2018,1,E1,GBP,6550033,5567528,1100281,1226028,817352,3143661,261,59,2019-12-31
5000,2018,2,E1,GBP,9082988,7720539,2644775,1586865,1057910,5289550,152,15,2020-12-31
5000,2018,3,E1,GBP,18009725,15308266,6310674,2038833,1359222,9708729,339,128,2021-12-31
5000,2018,4,E1,GBP,14531730,12351970,9031078,1354661,903107,11288846,50,192,2022-12-31
5000,2018,5,E1,GBP,15904505,13518829,11641768,367634,245089,12254491,239,47,2023-12-31
5000,2018,6,E1,GBP,17725412,15066600,11146222,0,0,11146222,70,259,2024-12-31
5000,2019,0,A1,GBP,1596233,1356798,156768,376244,250829,783841,221,4,2019-12-31
5000,2019,1,A1,GBP,19694214,16740081,4615808,5143329,3428886,13188023,432,17,2020-12-31
5000,2019,2,A1,GBP,11220611,9537519,4522155,2713293,1808862,9044310,297,55,2021-12-31
5000,2019,3,A1,GBP,16307797,13861627,8799562,2842935,1895290,13537787,196,20,2022-12-31
5000,2019,4,A1,GBP,8479890,7207906,5343870,801580,534387,6679837,179,232,2023-12-31
5000,2019,5,A1,GBP,16875731,14344371,11810143,372951,248634,12431728,196,352,2024-12-31
5000,2019,0,A2,GBP,16184469,13756798,1604234,3850163,2566775,8021172,398,68,2019-12-31
5000,2019,1,A2,GBP,8440598,7174508,1331990,1484217,989478,3805685,191,115,2020-12-31
5000,2019,2,A2,GBP,10797342,9177740,3612122,2167273,1444848,7224243,201,182,2021-12-31
5000,2019,3,A2,GBP,4567582,3882444,1390382,449200,299467,2139049,94,167,2022-12-31
5000,2019,4,A2,GBP,5712692,4855788,3558940,533841,355894,4448675,390,299,2023-12-31
5000,2019,5,A2,GBP,14730834,12521208,6896171,217773,145182,7259126,322,99,2024-12-31
5000,2019,0,D1,GBP,7292912,6198975,726809,1744341,1162894,3634044,446,41,2019-12-31
5000,2019,1,D1,GBP,8233983,6998885,1823715,2032140,1354760,5210615,410,35,2020-12-31
5000,2019,2,D1,GBP,12339168,10488292,3042260,1825356,1216904,6084520,222,14,2021-12-31
5000,2019,3,D1,GBP,5134549,4364366,2532656,818242,545495,3896393,240,155,2022-12-31
5000,2019,4,D1,GBP,17918063,15230353,7222475,1083371,722247,9028093,265,5,2023-12-31
5000,2019,5,D1,GBP,18796074,15976662,13293735,419802,279868,13993405,293,214,2024-12-31
5000,2019,0,D2,GBP,17204507,14623830,2820673,6769615,4513077,14103365,409,19,2019-12-31
5000,2019,1,D2,GBP,6826736,5802725,1773376,1976047,1317365,5066788,75,20,2020-12-31
5000,2019,2,D2,GBP,13999174,11899297,4990766,2994459,1996306,9981531,320,84,2021-12-31
5000,2019,3,D2,GBP,17915128,15227858,9345633,3019358,2012905,14377896,224,205,2022-12-31
5000,2019,4,D2,GBP,9329511,7930084,4175429,626314,417542,5219285,185,124,2023-12-31
5000,2019,5,D2,GBP,16194980,13765733,11876148,375036,250024,12501208,80,205,2024-12-31
5000,2019,0,E1,GBP,18189755,15461291,2072050,4972921,3315280,10360251,369,57,2019-12-31
5000,2019,1,E1,GBP,11533098,9803133,2965879,3304836,2203224,8473939,488,100,2020-12-31
5000,2019,2,E1,GBP,8292806,7048885,2199068,1319440,879627,4398135,329,185,2021-12-31
5000,2019,3,E1,GBP,10750229,9137694,5063561,1635919,1090613,7790093,481,226,2022-12-31
5000,2019,4,E1,GBP,5451724,4633965,3674611,551191,367461,4593263,342,76,2023-12-31
5000,2019,5,E1,GBP,17907858,15221679,11347256,358334,238889,11944479,336,161,2024-12-31
5000,2020,0,A1,GBP,4872357,4141503,735053,1764128,1176085,3675266,297,50,2020-12-31
5000,2020,1,A1,GBP,15008234,12756998,3780485,4212540,2808360,10801385,467,97,2021-12-31
5000,2020,2,A1,GBP,10594150,9005027,4242908,2545745,1697163,8485816,226,5,2022-12-31
5000,2020,3,A1,GBP,18539907,15758920,5936150,1917833,1278555,9132538,205,51,2023-12-31
5000,2020,4,A1,GBP,2780565,2363480,1597382,239607,159738,1996727,112,112,2024-12-31
5000,2020,0,A2,GBP,6400095,5440080,1079584,2591003,1727335,5397922,359,26,2020-12-31
5000,2020,1,A2,GBP,5913321,5026322,1626242,1812099,1208066,4646407,363,54,2021-12-31
5000,2020,2,A2,GBP,7845134,6668363,2947564,1768538,1179025,5895127,26,94,2022-12-31
5000,2020,3,A2,GBP,16186551,13758568,5165853,1668968,1112645,7947466,454,227,2023-12-31
5000,2020,4,A2,GBP,19853731,16875671,12641848,1896277,1264184,15802309,390,268,2024-12-31
5000,2020,0,D1,GBP,19833114,16858146,2402006,5764816,3843211,12010033,271,72,2020-12-31
5000,2020,1,D1,GBP,10651551,9053818,2710937,3020758,2013839,7745534,34,70,2021-12-31
5000,2020,2,D1,GBP,14004176,11903549,4317672,2590603,1727069,8635344,413,177,2022-12-31
5000,2020,3,D1,GBP,11490926,9767287,6246658,2018151,1345434,9610243,37,7,2023-12-31
5000,2020,4,D1,GBP,9433608,8018566,4009169,601375,400916,5011460,454,184,2024-12-31
5000,2020,0,D2,GBP,8568151,7282928,1395913,3350193,2233462,6979568,370,73,2020-12-31
5000,2020,1,D2,GBP,13339344,11338442,3511116,3912386,2608257,10031759,289,134,2021-12-31
5000,2020,2,D2,GBP,7592408,6453546,2886856,1732113,1154742,5773711,109,77,2022-12-31
5000,2020,3,D2,GBP,16059729,13650769,5438317,1756994,1171329,8366640,359,27,2023-12-31
5000,2020,4,D2,GBP,7273892,6182808,4858902,728835,485890,6073627,386,214,2024-12-31
5000,2020,0,E1,GBP,5004849,4254121,601462,1443508,962339,3007309,229,29,2020-12-31
5000,2020,1,E1,GBP,19676350,16724897,3826923,4264285,2842857,10934065,92,106,2021-12-31
5000,2020,2,E1,GBP,9556922,8123383,2161097,1296658,864438,4322193,248,184,2022-12-31
5000,2020,3,E1,GBP,6194417,5265254,1876193,606154,404103,2886450,485,110,2023-12-31
5000,2020,4,E1,GBP,2706425,2300461,1644346,246652,164434,2055432,330,256,2024-12-31
5000,2021,0,A1,GBP,11105078,9439316,1435265,3444637,2296424,7176326,303,57,2021-12-31
5000,2021,1,A1,GBP,13015358,11063054,2182718,2432172,1621448,6236338,372,58,2022-12-31
5000,2021,2,A1,GBP,18629333,15834933,5011149,3006689,2004459,10022297,104,135,2023-12-31
5000,2021,3,A1,GBP,3287622,2794478,1633708,527813,351875,2513396,91,141,2024-12-31
5000,2021,0,A2,GBP,19222746,16339334,2555911,6134187,4089458,12779556,57,36,2021-12-31
5000,2021,1,A2,GBP,8422175,7158848,2368109,2638750,1759167,6766026,349,60,2022-12-31
5000,2021,2,A2,GBP,12108749,10292436,3598230,2158938,1439292,7196460,121,195,2023-12-31
5000,2021,3,A2,GBP,18800589,15980500,7820346,2526573,1684382,12031301,297,253,2024-12-31
5000,2021,0,D1,GBP,1295403,1101092,128475,308340,205560,642375,187,46,2021-12-31
5000,2021,1,D1,GBP,9064736,7705025,2575558,2869908,1913272,7358738,324,113,2022-12-31
5000,2021,2,D1,GBP,9181481,7804258,3826651,2295991,1530660,7653302,359,84,2023-12-31
5000,2021,3,D1,GBP,13796741,11727229,7321136,2365290,1576860,11263286,493,40,2024-12-31
5000,2021,0,D2,GBP,13947847,11855669,1541617,3699881,2466587,7708085,380,29,2021-12-31
5000,2021,1,D2,GBP,1828986,1554638,521420,581011,387340,1489771,430,139,2022-12-31
5000,2021,2,D2,GBP,13581504,11544278,4452856,2671713,1781142,8905711,270,116,2023-12-31
5000,2021,3,D2,GBP,17334455,14734286,5267965,1701958,1134638,8104561,469,219,2024-12-31
5000,2021,0,E1,GBP,7459643,6340696,862521,2070051,1380034,4312606,52,10,2021-12-31
5000,2021,1,E1,GBP,6616837,5624311,1942227,2164195,1442797,5549219,405,98,2022-12-31
5000,2021,2,E1,GBP,18891418,16057705,4278266,2566959,1711306,8556531,43,56,2023-12-31
5000,2021,3,E1,GBP,8152970,6930024,4218242,1362816,908544,6489602,227,37,2024-12-31
5000,2022,0,A1,GBP,7898105,6713389,1050608,2521460,1680973,5253041,369,76,2022-12-31
5000,2022,1,A1,GBP,15604155,13263531,3870120,4312419,2874946,11057485,491,14,2023-12-31
5000,2022,2,A1,GBP,6159147,5235274,1415067,849040,566027,2830134,377,87,2024-12-31
5000,2022,0,A2,GBP,2271253,1930565,220315,528756,352504,1101575,37,19,2022-12-31
5000,2022,1,A2,GBP,9452629,8034734,2227339,2481893,1654595,6363827,304,42,2023-12-31
5000,2022,2,A2,GBP,9678785,8226967,2966804,1780082,1186721,5933607,240,163,2024-12-31
5000,2022,0,D1,GBP,14571023,12385369,1816161,4358787,2905858,9080806,18,40,2022-12-31
5000,2022,1,D1,GBP,4969682,4224229,1154838,1286820,857880,3299538,338,130,2023-12-31
5000,2022,2,D1,GBP,3121901,2653615,1174434,704660,469773,2348867,309,14,2024-12-31
5000,2022,0,D2,GBP,3435697,2920342,407528,978068,652045,2037641,267,11,2022-12-31
5000,2022,1,D2,GBP,10725302,9116506,2870786,3198876,2132584,8202246,164,110,2023-12-31
5000,2022,2,D2,GBP,3902633,3317238,1097824,658694,439129,2195647,484,114,2024-12-31
5000,2022,0,E1,GBP,13798115,11728397,1677975,4027141,2684761,8389877,348,4,2022-12-31
5000,2022,1,E1,GBP,16904387,14368728,3032398,3378958,2252638,8663994,122,25,2023-12-31
5000,2022,2,E1,GBP,14119533,12001603,5426900,3256140,2170760,10853800,444,142,2024-12-31
5000,2023,0,A1,GBP,10897834,9263158,1817875,4362901,2908601,9089377,83,31,2023-12-31
5000,2023,1,A1,GBP,13520182,11492154,3941603,4392072,2928048,11261723,15,100,2024-12-31
5000,2023,0,A2,GBP,19625050,16681292,1988212,4771708,3181139,9941059,31,1,2023-12-31
5000,2023,1,A2,GBP,14223187,12089708,3309753,3688011,2458674,9456438,494,16,2024-12-31
5000,2023,0,D1,GBP,11223738,9540177,1198742,2876982,1917988,5993712,389,75,2023-12-31
5000,2023,1,D1,GBP,12537746,10657084,2346353,2614508,1743005,6703866,473,117,2024-12-31
5000,2023,0,D2,GBP,18198414,15468651,1845253,4428609,2952406,9226268,104,23,2023-12-31
5000,2023,1,D2,GBP,9480606,8058515,1751121,1951249,1300833,5003203,102,121,2024-12-31
5000,2023,0,E1,GBP,2824968,2401222,446658,1071980,714653,2233291,487,57,2023-12-31
5000,2023,1,E1,GBP,16477491,14005867,4082371,4548928,3032618,11663917,47,53,2024-12-31
5000,2024,0,A1,GBP,3260319,2771271,358814,861154,574103,1794071,111,75,2024-12-31
5000,2024,0,A2,GBP,17347397,14745287,2881804,6916331,4610887,14409022,192,14,2024-12-31
5000,2024,0,D1,GBP,8869616,7539173,869254,2086210,1390806,4346270,327,8,2024-12-31
5000,2024,0,D2,GBP,7492734,6368823,864832,2075598,1383732,4324162,240,34,2024-12-31
5000,2024,0,E1,GBP,11256767,9568251,1637596,3930232,2620154,8187982,88,58,2024-12-31
1910,2018,0,A1,GBP,13230370,11245814,2045626,4909503,3273002,10228131,500,44,2018-12-31
1910,2018,1,A1,GBP,6658603,5659812,1053234,1173603,782402,3009239,136,41,2019-12-31
1910,2018,2,A1,GBP,15633895,13288810,4382743,2629645,1753097,8765485,194,36,2020-12-31
1910,2018,3,A1,GBP,12125406,10306595,6314309,2040007,1360005,9714321,246,151,2021-12-31
1910,2018,4,A1,GBP,13037370,11081764,7925748,1188862,792574,9907184,259,229,2022-12-31
1910,2018,5,A1,GBP,4651817,3954044,2299359,72611,48407,2420377,320,43,2023-12-31
1910,2018,6,A1,GBP,10415908,8853521,8264871,0,0,8264871,81,280,2024-12-31
1910,2018,0,A2,GBP,7591161,6452486,843065,2023356,1348904,4215325,463,65,2018-12-31
1910,2018,1,A2,GBP,3565651,3030803,924714,1030395,686930,2642039,466,4,2019-12-31
1910,2018,2,A2,GBP,18018080,15315368,6330207,3798124,2532082,12660413,426,151,2020-12-31
1910,2018,3,A2,GBP,14594056,12404947,7187456,2322101,1548067,11057624,118,14,2021-12-31
1910,2018,4,A2,GBP,19508423,16582159,8649980,1297497,864998,10812475,467,224,2022-12-31
1910,2018,5,A2,GBP,16841179,14315002,11384385,359506,239671,11983562,86,182,2023-12-31
1910,2018,6,A2,GBP,14170059,12044550,7642233,0,0,7642233,405,306,2024-12-31
1910,2018,0,D1,GBP,10764311,9149664,1084079,2601789,1734526,5420394,266,53,2018-12-31
1910,2018,1,D1,GBP,4038488,3432714,860399,958730,639153,2458282,267,3,2019-12-31
1910,2018,2,D1,GBP,9015509,7663182,3557487,2134492,1422994,7114973,422,159,2020-12-31
1910,2018,3,D1,GBP,6564786,5580068,3212632,1037927,691951,4942510,81,151,2021-12-31
1910,2018,4,D1,GBP,6342617,5391224,2646941,397041,264694,3308676,495,235,2022-12-31
1910,2018,5,D1,GBP,5905626,5019782,4176160,131878,87919,4395957,257,178,2023-12-31
1910,2018,6,D1,GBP,2356264,2002824,1266557,0,0,1266557,259,123,2024-12-31
1910,2018,0,D2,GBP,3109270,2642879,345590,829418,552945,1727953,129,5,2018-12-31
1910,2018,1,D2,GBP,7938186,6747458,1825813,2034478,1356318,5216609,415,66,2019-12-31
1910,2018,2,D2,GBP,14022243,11918906,4472181,2683309,1788872,8944362,242,14,2020-12-31
1910,2018,3,D2,GBP,2338979,1988132,1280481,413694,275796,1969971,175,37,2021-12-31
1910,2018,4,D2,GBP,18494371,15720215,10407548,1561132,1040754,13009434,150,307,2022-12-31
1910,2018,5,D2,GBP,9835421,8360107,6367254,201071,134047,6702372,301,89,2023-12-31
1910,2018,6,D2,GBP,13638597,11592807,9703454,0,0,9703454,197,305,2024-12-31
1910,2018,0,E1,GBP,3611792,3070023,474347,1138434,758956,2371737,202,23,2018-12-31
1910,2018,1,E1,GBP,18326561,15577576,3927710,4376591,2917727,11222028,428,63,2019-12-31
1910,2018,2,E1,GBP,17336363,14735908,6649041,3989424,2659616,13298081,464,157,2020-12-31
1910,2018,3,E1,GBP,1221381,1038173,516616,166906,111271,794793,81,149,2021-12-31
1910,2018,4,E1,GBP,6556809,5573287,2843013,426451,284301,3553765,273,267,2022-12-31
1910,2018,5,E1,GBP,10422403,8859042,5293293,167156,111437,5571886,105,80,2023-12-31
1910,2018,6,E1,GBP,13154185,11181057,9087017,0,0,9087017,428,65,2024-12-31
1910,2019,0,A1,GBP,8729140,7419769,1075160,2580384,1720256,5375800,179,74,2019-12-31
1910,2019,1,A1,GBP,4803015,4082562,1080257,1203715,802476,3086448,255,87,2020-12-31
1910,2019,2,A1,GBP,8070051,6859543,2769304,1661582,1107721,5538607,341,107,2021-12-31
1910,2019,3,A1,GBP,1753164,1490189,623870,201558,134372,959800,75,193,2022-12-31
1910,2019,4,A1,GBP,6406596,5445606,2582573,387386,258257,3228216,272,20,2023-12-31
1910,2019,5,A1,GBP,5927975,5038778,2660158,84005,56003,2800166,142,92,2024-12-31
1910,2019,0,A2,GBP,18335584,15585246,3055791,7333899,4889266,15278956,316,58,2019-12-31
1910,2019,1,A2,GBP,1624784,1381066,455737,507822,338548,1302107,382,120,2020-12-31
1910,2019,2,A2,GBP,10511158,8934484,4356357,2613814,1742543,8712714,120,117,2021-12-31
1910,2019,3,A2,GBP,16818010,14295308,8711706,2814551,1876367,13402624,97,76,2022-12-31
1910,2019,4,A2,GBP,14783048,12565590,8164210,1224631,816421,10205262,416,242,2023-12-31
1910,2019,5,A2,GBP,7103019,6037566,4718680,149010,99340,4967030,271,133,2024-12-31
1910,2019,0,D1,GBP,6627806,5633635,980484,2353161,1568774,4902419,185,47,2019-12-31
1910,2019,1,D1,GBP,3309984,2813486,627817,699568,466378,1793763,207,25,2020-12-31
1910,2019,2,D1,GBP,4643008,3946556,1060056,636034,424022,2120112,277,131,2021-12-31
1910,2019,3,D1,GBP,15085983,12823085,7654532,2473002,1648668,11776202,320,35,2022-12-31
1910,2019,4,D1,GBP,6953300,5910305,3562023,534303,356202,4452528,324,249,2023-12-31
1910,2019,5,D1,GBP,2309849,1963371,1757901,55512,37008,1850421,282,248,2024-12-31
1910,2019,0,D2,GBP,4943196,4201716,481740,1156176,770784,2408700,347,14,2019-12-31
1910,2019,1,D2,GBP,19095434,16231118,5219795,5816343,3877562,14913700,469,123,2020-12-31
1910,2019,2,D2,GBP,15478630,13156835,5098797,3059278,2039519,10197594,199,13,2021-12-31
1910,2019,3,D2,GBP,18777692,15961038,7586725,2451095,1634063,11671883,490,163,2022-12-31
1910,2019,4,D2,GBP,13792174,11723347,6512191,976828,651219,8140238,421,307,2023-12-31
1910,2019,5,D2,GBP,4278835,3637009,2521029,79611,53074,2653714,140,236,2024-12-31
1910,2019,0,E1,GBP,8801837,7481561,1432999,3439198,2292798,7164995,52,30,2019-12-31
1910,2019,1,E1,GBP,19244585,16357897,4132015,4604245,3069497,11805757,106,2,2020-12-31
1910,2019,2,E1,GBP,1238708,1052901,421900,253140,168760,843800,70,135,2021-12-31
1910,2019,3,E1,GBP,1241392,1055183,484152,156418,104279,744849,115,232,2022-12-31
1910,2019,4,E1,GBP,11599902,9859916,5693584,854037,569358,7116979,64,67,2023-12-31
1910,2019,5,E1,GBP,15296590,13002101,10326710,326106,217404,10870220,139,131,2024-12-31
1910,2020,0,A1,GBP,18988695,16140390,2352413,5645791,3763860,11762064,197,63,2020-12-31
1910,2020,1,A1,GBP,10246277,8709335,3036502,3383531,2255687,8675720,213,136,2021-12-31
1910,2020,2,A1,GBP,7834825,6659601,2410349,1446209,964139,4820697,411,145,2022-12-31
1910,2020,3,A1,GBP,17188931,14610591,5826482,1882401,1254934,8963817,296,187,2023-12-31
1910,2020,4,A1,GBP,17232297,14647452,7603041,1140456,760304,9503801,167,240,2024-12-31
1910,2020,0,A2,GBP,12554680,10671478,1907502,4578005,3052003,9537510,213,76,2020-12-31
1910,2020,1,A2,GBP,5632810,4787888,1561414,1739861,1159907,4461182,347,22,2021-12-31
1910,2020,2,A2,GBP,8709845,7403368,2737669,1642601,1095067,5475337,368,43,2022-12-31
1910,2020,3,A2,GBP,4364792,3710073,1520078,491102,327401,2338581,215,115,2023-12-31
1910,2020,4,A2,GBP,19474272,16553131,10837200,1625580,1083720,13546500,360,292,2024-12-31
1910,2020,0,D1,GBP,2746602,2334611,282512,678030,452020,1412562,335,1,2020-12-31
1910,2020,1,D1,GBP,4056425,3447961,1106413,1232860,821907,3161180,251,109,2021-12-31
1910,2020,2,D1,GBP,15608842,13267515,3787144,2272286,1514857,7574287,144,59,2022-12-31
1910,2020,3,D1,GBP,13443162,11426687,4211881,1360761,907174,6479816,29,243,2023-12-31
1910,2020,4,D1,GBP,13895840,11811464,9140950,1371142,914095,11426187,215,255,2024-12-31
1910,2020,0,D2,GBP,18482045,15709738,2086947,5008672,3339115,10434734,315,6,2020-12-31
1910,2020,1,D2,GBP,6881123,5848954,1700606,1894961,1263307,4858874,234,3,2021-12-31
1910,2020,2,D2,GBP,7768171,6602945,3069309,1841585,1227723,6138617,486,135,2022-12-31
1910,2020,3,D2,GBP,10596786,9007268,3636118,1174745,783163,5594026,411,202,2023-12-31
1910,2020,4,D2,GBP,18131143,15411471,9519944,1427991,951994,11899929,128,255,2024-12-31
1910,2020,0,E1,GBP,6686902,5683866,962391,2309740,1539827,4811958,194,25,2020-12-31
1910,2020,1,E1,GBP,1009639,858193,296925,330859,220572,848356,54,51,2021-12-31
1910,2020,2,E1,GBP,14402770,12242354,4257826,2554695,1703130,8515651,212,106,2022-12-31
1910,2020,3,E1,GBP,7721301,6563105,3297868,1065465,710310,5073643,387,237,2023-12-31
1910,2020,4,E1,GBP,3302410,2807048,2160227,324034,216022,2700283,291,120,2024-12-31
1910,2021,0,A1,GBP,19760748,16796635,3224968,7739923,5159949,16124840,188,36,2021-12-31
1910,2021,1,A1,GBP,10278063,8736353,1944418,2166637,1444424,5555479,109,82,2022-12-31
1910,2021,2,A1,GBP,14554529,12371349,4948268,2968961,1979307,9896536,143,47,2023-12-31
1910,2021,3,A1,GBP,14661171,12461995,6218123,2008932,1339288,9566343,296,27,2024-12-31
1910,2021,0,A2,GBP,17883555,15201021,2030501,4873203,3248802,10152506,494,12,2021-12-31
1910,2021,1,A2,GBP,18223043,15489586,5310911,5917872,3945248,15174031,458,98,2022-12-31
1910,2021,2,A2,GBP,9393355,7984351,3417662,2050597,1367065,6835324,203,146,2023-12-31
1910,2021,3,A2,GBP,17227926,14643737,8488052,2742293,1828195,13058540,397,115,2024-12-31
1910,2021,0,D1,GBP,16396398,13936938,2369731,5687355,3791570,11848656,469,61,2021-12-31
1910,2021,1,D1,GBP,1917737,1630076,431444,480752,320501,1232697,142,13,2022-12-31
1910,2021,2,D1,GBP,13840383,11764325,4868110,2920866,1947244,9736220,122,175,2023-12-31
1910,2021,3,D1,GBP,8715175,7407898,4362310,1409361,939574,6711245,221,120,2024-12-31
1910,2021,0,D2,GBP,18331005,15581354,2435313,5844752,3896501,12176566,368,27,2021-12-31
1910,2021,1,D2,GBP,9330143,7930621,1844760,2055590,1370393,5270743,214,122,2022-12-31
1910,2021,2,D2,GBP,12475376,10604069,2996657,1797994,1198662,5993313,486,48,2023-12-31
1910,2021,3,D2,GBP,16990547,14441964,6356281,2053567,1369045,9778893,121,193,2024-12-31
1910,2021,0,E1,GBP,10028685,8524382,1049228,2518148,1678765,5246141,392,70,2021-12-31
1910,2021,1,E1,GBP,7380962,6273817,1678134,1869921,1246614,4794669,112,43,2022-12-31
1910,2021,2,E1,GBP,9122068,7753757,3644708,2186825,1457883,7289416,115,61,2023-12-31
1910,2021,3,E1,GBP,7803716,6633158,3976652,1284764,856509,6117925,438,208,2024-12-31
1910,2022,0,A1,GBP,12946296,11004351,1326731,3184156,2122770,6633657,64,13,2022-12-31
1910,2022,1,A1,GBP,3633605,3088564,916081,1020776,680517,2617374,349,89,2023-12-31
1910,2022,2,A1,GBP,1222253,1038915,461826,277096,184730,923652,287,13,2024-12-31
1910,2022,0,A2,GBP,17183036,14605580,2056735,4936166,3290777,10283678,171,51,2022-12-31
1910,2022,1,A2,GBP,10218510,8685733,2311557,2575735,1717156,6604448,401,93,2023-12-31
1910,2022,2,A2,GBP,10404187,8843558,3168864,1901318,1267545,6337727,394,150,2024-12-31
1910,2022,0,D1,GBP,5303220,4507737,500262,1200630,800420,2501312,419,44,2022-12-31
1910,2022,1,D1,GBP,17049758,14492294,4928260,5491489,3660993,14080742,26,91,2023-12-31
1910,2022,2,D1,GBP,12653083,10755120,3843290,2305974,1537316,7686580,361,47,2024-12-31
1910,2022,0,D2,GBP,16340953,13889810,2747250,6593401,4395600,13736251,367,54,2022-12-31
1910,2022,1,D2,GBP,16437407,13971795,3315279,3694169,2462779,9472227,14,3,2023-12-31
1910,2022,2,D2,GBP,8071676,6860924,2428651,1457190,971460,4857301,61,85,2024-12-31
1910,2022,0,E1,GBP,13133360,11163356,1825829,4381990,2921326,9129145,142,20,2022-12-31
1910,2022,1,E1,GBP,19406733,16495723,3770706,4201644,2801096,10773446,147,86,2023-12-31
1910,2022,2,E1,GBP,12512406,10635545,3731009,2238605,1492403,7462017,265,111,2024-12-31
1910,2023,0,A1,GBP,8064297,6854652,996161,2390788,1593859,4980808,395,39,2023-12-31
1910,2023,1,A1,GBP,13249984,11262486,3671645,4091262,2727508,10490415,153,82,2024-12-31
1910,2023,0,A2,GBP,7036080,5980668,954885,2291726,1527817,4774428,304,71,2023-12-31
1910,2023,1,A2,GBP,8669427,7369012,2353634,2622620,1748413,6724667,379,50,2024-12-31
1910,2023,0,D1,GBP,8912308,7575461,1198056,2875335,1916890,5990281,448,40,2023-12-31
1910,2023,1,D1,GBP,7578789,6441970,1348403,1502507,1001671,3852581,388,28,2024-12-31
1910,2023,0,D2,GBP,16870810,14340188,2605755,6253812,4169208,13028775,100,44,2023-12-31
1910,2023,1,D2,GBP,17763721,15099162,3132206,3490172,2326781,8949159,467,114,2024-12-31
1910,2023,0,E1,GBP,18347875,15595693,2435104,5844250,3896167,12175521,171,50,2023-12-31
1910,2023,1,E1,GBP,11067476,9407354,2131998,2375655,1583770,6091423,449,103,2024-12-31
1910,2024,0,A1,GBP,2600858,2210729,316972,760733,507155,1584860,363,17,2024-12-31
1910,2024,0,A2,GBP,3014486,2562313,323265,775837,517224,1616326,140,49,2024-12-31
1910,2024,0,D1,GBP,4231355,3596651,533101,1279443,852962,2665506,181,27,2024-12-31
1910,2024,0,D2,GBP,13111875,11145093,1558012,3739229,2492819,7790060,295,27,2024-12-31
1910,2024,0,E1,GBP,12547431,10665316,1149179,2758030,1838687,5745896,72,36,2024-12-31
2010,2018,0,A1,GBP,7675926,6524537,1045064,2508154,1672102,5225320,342,67,2018-12-31
2010,2018,1,A1,GBP,19066989,16206940,3468960,3865413,2576942,9911315,409,52,2019-12-31
2010,2018,2,A1,GBP,12915482,10978159,3745722,2247433,1498289,7491444,271,127,2020-12-31
2010,2018,3,A1,GBP,15996486,13597013,8379030,2707071,1804714,12890815,205,207,2021-12-31
2010,2018,4,A1,GBP,10614135,9022014,5396233,809434,539623,6745290,499,63,2022-12-31
2010,2018,5,A1,GBP,6622901,5629465,4443441,140319,93546,4677306,485,168,2023-12-31
2010,2018,6,A1,GBP,15153812,12880740,10645694,0,0,10645694,302,212,2024-12-31
2010,2018,0,A2,GBP,3393910,2884823,326931,784636,523090,1634657,185,24,2018-12-31
2010,2018,1,A2,GBP,11518712,9790905,2325201,2590938,1727292,6643431,159,128,2019-12-31
2010,2018,2,A2,GBP,9974884,8478651,3452077,2071246,1380831,6904154,212,71,2020-12-31
2010,2018,3,A2,GBP,15928312,13539065,7893326,2550151,1700101,12143578,490,123,2021-12-31
2010,2018,4,A2,GBP,18479701,15707745,12362334,1854350,1236233,15452917,221,72,2022-12-31
2010,2018,5,A2,GBP,7170196,6094666,5392708,170296,113530,5676534,74,358,2023-12-31
2010,2018,6,A2,GBP,8872782,7541864,6342344,0,0,6342344,491,385,2024-12-31
2010,2018,0,D1,GBP,3686526,3133547,393889,945334,630223,1969446,213,11,2018-12-31
