Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Net_Claims_Reported,Net_Claims_Paid,Net_Claims_Outstanding,Net_Ultimate_Estimate
3210,2024-12-31,Medical expense insurance,2015,0,9080152.200675407,708252.4667387025,8371899.733936705,
3210,2024-12-31,Medical expense insurance,2015,1,6898766.426002769,3245134.04763446,3653632.378368309,
3210,2024-12-31,Medical expense insurance,2015,2,8513904.921814315,4048475.7772596497,4465429.144554665,
3210,2024-12-31,Medical expense insurance,2015,3,10683868.680678835,6356814.121564191,4327054.559114646,
3210,2024-12-31,Medical expense insurance,2015,4,11083144.99916512,8987708.604969012,2095436.394196108,
3210,2024-12-31,Medical expense insurance,2015,5,13507252.127502616,10696091.55850603,2811160.568996586,
3210,2024-12-31,Medical expense insurance,2015,6,12794027.055433016,13713300.303401137,-919273.2479681186,
3210,2024-12-31,Medical expense insurance,2015,7,14089944.215364832,14941417.114856675,-851472.8994918428,
3210,2024-12-31,Medical expense insurance,2015,8,17720173.76923488,16616766.0745525,1103407.6946823802,
3210,2024-12-31,Medical expense insurance,2015,9,16285234.08970424,18700783.37643688,-2415549.286732642,24039119.57922089
3210,2024-12-31,Medical expense insurance,2016,0,3440873.569142704,605042.7693862754,2835830.799756428,
3210,2024-12-31,Medical expense insurance,2016,1,5158014.788315881,1692208.96239118,3465805.825924701,
3210,2024-12-31,Medical expense insurance,2016,2,4636708.994574108,3121601.0425566714,1515107.9520174367,
3210,2024-12-31,Medical expense insurance,2016,3,5543009.085366263,3061268.199680417,2481740.885685846,
3210,2024-12-31,Medical expense insurance,2016,4,5890472.798589349,5151319.206782337,739153.5918070115,
3210,2024-12-31,Medical expense insurance,2016,5,7528350.208431577,5223147.067217233,2305203.1412143447,
3210,2024-12-31,Medical expense insurance,2016,6,8231234.490765119,7028239.474027251,1202995.016737868,
3210,2024-12-31,Medical expense insurance,2016,7,8409723.888526343,8134626.994574529,275096.8939518137,
3210,2024-12-31,Medical expense insurance,2016,8,7660191.927463824,9361840.66354034,-1701648.736076517,13558859.737088336
3210,2024-12-31,Medical expense insurance,2017,0,6877815.81432344,2310704.7057712693,4567111.108552171,
3210,2024-12-31,Medical expense insurance,2017,1,7681383.61487694,2456950.229248081,5224433.385628859,
3210,2024-12-31,Medical expense insurance,2017,2,7230981.40307356,4548066.407237577,2682914.995835983,
3210,2024-12-31,Medical expense insurance,2017,3,7877473.943580653,4655118.912553156,3222355.0310274977,
3210,2024-12-31,Medical expense insurance,2017,4,8018870.25767718,7576793.919533482,442076.33814369794,
3210,2024-12-31,Medical expense insurance,2017,5,9968978.362062683,9640462.077348446,328516.2847142387,
3210,2024-12-31,Medical expense insurance,2017,6,10154970.65208635,10486758.498721076,-331787.846634727,
3210,2024-12-31,Medical expense insurance,2017,7,11098764.432222107,10210658.417127416,888106.0150946919,20164962.65331505
3210,2024-12-31,Medical expense insurance,2018,0,4086877.082055477,19668.25853386417,4067208.823521612,
3210,2024-12-31,Medical expense insurance,2018,1,5903668.39061701,2694536.14694729,3209132.2436697204,
3210,2024-12-31,Medical expense insurance,2018,2,6095172.718745477,3517484.391854537,2577688.3268909394,
3210,2024-12-31,Medical expense insurance,2018,3,7074443.989844559,4247689.195357329,2826754.794487229,
3210,2024-12-31,Medical expense insurance,2018,4,9706775.938930262,5310557.919158775,4396218.019771487,
3210,2024-12-31,Medical expense insurance,2018,5,10308820.431937836,7843181.270375375,2465639.1615624614,
3210,2024-12-31,Medical expense insurance,2018,6,9317007.060338529,9688217.28476702,-371210.22442849353,18859427.1504878
3210,2024-12-31,Medical expense insurance,2019,0,8599611.205596175,2025095.035308331,6574516.170287844,
3210,2024-12-31,Medical expense insurance,2019,1,9728095.996455748,3054686.98556031,6673409.010895438,
3210,2024-12-31,Medical expense insurance,2019,2,11062619.403993843,5551094.597217873,5511524.806775972,
3210,2024-12-31,Medical expense insurance,2019,3,9822609.307681724,5979570.470751595,3843038.8369301297,
3210,2024-12-31,Medical expense insurance,2019,4,10513878.353441544,8928785.789480085,1585092.563961459,
3210,2024-12-31,Medical expense insurance,2019,5,13520584.479780035,9944514.705855984,3576069.773924051,25235266.151493672
3210,2024-12-31,Medical expense insurance,2020,0,4137670.819742472,761202.342903632,3376468.4768388392,
3210,2024-12-31,Medical expense insurance,2020,1,4751315.810368478,1779357.263809764,2971958.5465587145,
3210,2024-12-31,Medical expense insurance,2020,2,5011927.285158785,2110639.617311226,2901287.667847559,
3210,2024-12-31,Medical expense insurance,2020,3,5258033.790334784,3481131.2252596486,1776902.5650751358,
3210,2024-12-31,Medical expense insurance,2020,4,7077466.540813315,4554928.448735147,2522538.092078168,13297466.90298628
3210,2024-12-31,Medical expense insurance,2021,0,6865746.201335655,1315628.4629816986,5550117.7383539565,
3210,2024-12-31,Medical expense insurance,2021,1,10258659.65518379,4767772.981967434,5490886.673216356,
3210,2024-12-31,Medical expense insurance,2021,2,10553098.179130737,6565199.586041773,3987898.593088964,
3210,2024-12-31,Medical expense insurance,2021,3,11590644.0007279,6420565.981899107,5170078.018828794,29462503.27420043
3210,2024-12-31,Medical expense insurance,2022,0,9389756.279058252,452344.63425195,8937411.644806303,
3210,2024-12-31,Medical expense insurance,2022,1,10133138.309629943,3967913.379566216,6165224.930063729,
3210,2024-12-31,Medical expense insurance,2022,2,12222284.86838505,6559950.30804028,5662334.560344771,28680700.253928237
3210,2024-12-31,Medical expense insurance,2023,0,1789333.2631494235,187782.44678628969,1601550.816363134,
3210,2024-12-31,Medical expense insurance,2023,1,2114891.192091058,841594.7434527727,1273296.4486382853,6813197.16412554
3210,2024-12-31,Medical expense insurance,2024,0,5710262.537708677,559771.4101556788,5150491.127552998,22969469.96228982
4242,2024-12-31,Workers compensation insurance,2015,0,3269170.191167521,813307.9389658496,2455862.2522016712,
4242,2024-12-31,Workers compensation insurance,2015,1,4247658.464057764,1620988.502856731,2626669.961201033,
4242,2024-12-31,Workers compensation insurance,2015,2,3951053.513297656,2232386.8917006413,1718666.6215970148,
4242,2024-12-31,Workers compensation insurance,2015,3,4344106.277708696,3041464.2000553245,1302642.0776533715,
4242,2024-12-31,Workers compensation insurance,2015,4,5188236.889200294,3688289.211622035,1499947.6775782593,
4242,2024-12-31,Workers compensation insurance,2015,5,6655533.640804526,4295723.894599173,2359809.746205353,
4242,2024-12-31,Workers compensation insurance,2015,6,7076548.648881377,6406637.755485257,669910.8933961196,
4242,2024-12-31,Workers compensation insurance,2015,7,6124953.308713538,7554653.66050178,-1429700.3517882423,
4242,2024-12-31,Workers compensation insurance,2015,8,7385469.947676299,8048842.11442783,-663372.166751531,
4242,2024-12-31,Workers compensation insurance,2015,9,10016301.364927052,9529541.604355227,486759.7605718244,11992037.431764178
4242,2024-12-31,Workers compensation insurance,2016,0,4958836.181953388,249728.71272883745,4709107.469224551,
4242,2024-12-31,Workers compensation insurance,2016,1,6903162.614419957,1996331.9625771395,4906830.651842818,
4242,2024-12-31,Workers compensation insurance,2016,2,7308376.790418457,3768876.7769808415,3539500.013437616,
4242,2024-12-31,Workers compensation insurance,2016,3,7894807.956086053,4640735.23753935,3254072.7185467035,
4242,2024-12-31,Workers compensation insurance,2016,4,7462783.903660639,5401103.272731861,2061680.630928778,
4242,2024-12-31,Workers compensation insurance,2016,5,8445714.193399716,6155181.756140083,2290532.437259633,
4242,2024-12-31,Workers compensation insurance,2016,6,8066655.765366427,8126185.414647307,-59529.64928088058,
4242,2024-12-31,Workers compensation insurance,2016,7,11679349.095854376,8296845.033486909,3382504.0623674663,
4242,2024-12-31,Workers compensation insurance,2016,8,10800310.925821943,10442984.520779155,357326.4050427899,16631673.638761189
4242,2024-12-31,Workers compensation insurance,2017,0,1603685.9113021144,316253.9263195758,1287431.9849825385,
4242,2024-12-31,Workers compensation insurance,2017,1,1162315.8258612186,464183.303134229,698132.5227269896,
4242,2024-12-31,Workers compensation insurance,2017,2,1510446.8460472904,702014.7251158345,808432.1209314559,
4242,2024-12-31,Workers compensation insurance,2017,3,1838444.8399102476,1019699.9284201388,818744.9114901085,
4242,2024-12-31,Workers compensation insurance,2017,4,1471327.274286859,1099228.2675474104,372099.0067394485,
4242,2024-12-31,Workers compensation insurance,2017,5,2093998.6867837692,1373293.6049241987,720705.0818595707,
4242,2024-12-31,Workers compensation insurance,2017,6,2117872.586917752,2050315.8617229,67556.7251948521,
4242,2024-12-31,Workers compensation insurance,2017,7,1958838.6479209424,2340363.360093161,-381524.7121722191,3638668.073654445
4242,2024-12-31,Workers compensation insurance,2018,0,2405590.931203154,824372.4907325793,1581218.440470575,
4242,2024-12-31,Workers compensation insurance,2018,1,2752378.5672529726,935658.5258358812,1816720.0414170916,
4242,2024-12-31,Workers compensation insurance,2018,2,2988492.949826016,1655432.9490328268,1333060.0007931893,
4242,2024-12-31,Workers compensation insurance,2018,3,3289440.86000755,1753770.0446364922,1535670.815371058,
4242,2024-12-31,Workers compensation insurance,2018,4,3332124.7475836407,2339529.1546993973,992595.5928842436,
4242,2024-12-31,Workers compensation insurance,2018,5,3401092.689744236,3731639.152146583,-330546.462402347,
4242,2024-12-31,Workers compensation insurance,2018,6,3777685.134279404,4240556.565438705,-462871.43115930073,7735539.044287538
4242,2024-12-31,Workers compensation insurance,2019,0,5623033.201492468,1412932.3179025603,4210100.883589908,
4242,2024-12-31,Workers compensation insurance,2019,1,7721092.564876283,3169528.856992338,4551563.707883945,
4242,2024-12-31,Workers compensation insurance,2019,2,7480848.689507606,4390483.949338844,3090364.7401687624,
4242,2024-12-31,Workers compensation insurance,2019,3,9346676.418019593,4883093.039852079,4463583.378167514,
4242,2024-12-31,Workers compensation insurance,2019,4,9019674.478367971,6354259.17603144,2665415.3023365336,
4242,2024-12-31,Workers compensation insurance,2019,5,10248425.536007464,7954733.670539045,2293691.865468419,20498985.870356243
4242,2024-12-31,Workers compensation insurance,2020,0,8054901.595625786,733721.7809783553,7321179.814647431,
4242,2024-12-31,Workers compensation insurance,2020,1,8739503.88938448,3298846.9455047124,5440656.943879768,
4242,2024-12-31,Workers compensation insurance,2020,2,9414980.497180233,5866091.150801367,3548889.3463788657,
4242,2024-12-31,Workers compensation insurance,2020,3,13409279.82660948,7718075.737326506,5691204.089282975,
4242,2024-12-31,Workers compensation insurance,2020,4,14103285.33341647,9055561.713612564,5047723.6198039055,27423957.428035542
4242,2024-12-31,Workers compensation insurance,2021,0,7963404.221686857,417096.631602106,7546307.590084751,
4242,2024-12-31,Workers compensation insurance,2021,1,6001925.509140215,2541896.6318432167,3460028.877296998,
4242,2024-12-31,Workers compensation insurance,2021,2,7136978.479282413,4292357.71668021,2844620.7626022026,
4242,2024-12-31,Workers compensation insurance,2021,3,10163896.258012068,5077122.840747298,5086773.41726477,20981071.694289893
4242,2024-12-31,Workers compensation insurance,2022,0,3504887.814607528,255138.95618204935,3249748.8584254785,
4242,2024-12-31,Workers compensation insurance,2022,1,4819824.542532364,1889603.6310158672,2930220.911516497,
4242,2024-12-31,Workers compensation insurance,2022,2,5521774.299841703,3347972.084714664,2173802.215127039,15324241.886284664
4242,2024-12-31,Workers compensation insurance,2023,0,7047195.025777417,1235370.897686705,5811824.128090712,
4242,2024-12-31,Workers compensation insurance,2023,1,5981216.631239816,2208098.894339502,3773117.7369003138,18851790.586702008
4242,2024-12-31,Workers compensation insurance,2024,0,1250199.228969399,71316.89005116388,1178882.338918235,3294177.7716842606
4242,2024-12-31,"Marine, aviation and transport insurance",2015,0,9720841.704537291,2554553.8236960284,7166287.8808412645,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,1,9056071.924063891,3529398.9344302323,5526672.989633659,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,2,10025076.141725373,4489949.006363213,5535127.135362159,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,3,12952598.686624106,6409652.544792533,6542946.141831573,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,4,12244356.158428716,7552269.081484343,4692087.076944375,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,5,11581705.092091322,9877825.31323122,1703879.7788601017,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,6,13205697.059259843,14985515.015379038,-1779817.9561191946,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,7,17274459.137123607,14709378.372890824,2565080.7642327845,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,8,13804489.140432026,15418210.91659455,-1613721.7761625238,
4242,2024-12-31,"Marine, aviation and transport insurance",2015,9,19242443.721634973,18036426.673986334,1206017.0476486348,25245627.44132898
4242,2024-12-31,"Marine, aviation and transport insurance",2016,0,4072344.5543318256,564306.5539213355,3508038.00041049,
4242,2024-12-31,"Marine, aviation and transport insurance",2016,1,4838337.381678869,1545669.386267155,3292667.995411714,
4242,2024-12-31,"Marine, aviation and transport insurance",2016,2,4458946.070789209,2498455.0551585406,1960491.015630668,
4242,2024-12-31,"Marine, aviation and transport insurance",2016,3,5679297.797118604,2627690.2128480333,3051607.584270571,
4242,2024-12-31,"Marine, aviation and transport insurance",2016,4,4829652.236974155,4064342.424726199,765309.8122479557,
4242,2024-12-31,"Marine, aviation and transport insurance",2016,5,6213326.7344683055,5747777.799054831,465548.9354134742,
4242,2024-12-31,"Marine, aviation and transport insurance",2016,6,6273854.004567227,5841734.4345330205,432119.5700342069,
4242,2024-12-31,"Marine, aviation and transport insurance",2016,7,7256682.071374555,5909655.990496918,1347026.0808776375,
4242,2024-12-31,"Marine, aviation and transport insurance",2016,8,7143211.193216633,7280675.358411563,-137464.16519492958,12057471.68181121
4242,2024-12-31,"Marine, aviation and transport insurance",2017,0,10412884.29734046,3530399.9964450607,6882484.300895399,
4242,2024-12-31,"Marine, aviation and transport insurance",2017,1,9415822.01400335,3680912.178520117,5734909.8354832325,
4242,2024-12-31,"Marine, aviation and transport insurance",2017,2,10987796.418738443,5988798.371515274,4998998.047223169,
4242,2024-12-31,"Marine, aviation and transport insurance",2017,3,14612090.58013332,7422078.567284649,7190012.01284867,
4242,2024-12-31,"Marine, aviation and transport insurance",2017,4,14545238.663150694,8290034.307692039,6255204.355458655,
4242,2024-12-31,"Marine, aviation and transport insurance",2017,5,17228810.25991146,13887151.231987497,3341659.027923964,
4242,2024-12-31,"Marine, aviation and transport insurance",2017,6,15942451.969084969,15926540.14711725,15911.821967719125,
4242,2024-12-31,"Marine, aviation and transport insurance",2017,7,20882564.643183973,15244798.672630489,5637765.970553484,29348774.6814899
4242,2024-12-31,"Marine, aviation and transport insurance",2018,0,10423037.251250658,2888241.685756538,7534795.56549412,
4242,2024-12-31,"Marine, aviation and transport insurance",2018,1,9902692.65936738,3749329.6482558623,6153363.0111115165,
4242,2024-12-31,"Marine, aviation and transport insurance",2018,2,9624403.10722452,4658725.971009765,4965677.136214756,
4242,2024-12-31,"Marine, aviation and transport insurance",2018,3,12363503.416044427,5938645.241295423,6424858.174749006,
4242,2024-12-31,"Marine, aviation and transport insurance",2018,4,9821754.545777887,8920969.466644952,900785.079132935,
4242,2024-12-31,"Marine, aviation and transport insurance",2018,5,13561677.980627475,12176917.77957332,1384760.201054154,
4242,2024-12-31,"Marine, aviation and transport insurance",2018,6,14176420.66742947,11313544.486117946,2862876.1813115235,25047314.66295942
4242,2024-12-31,"Marine, aviation and transport insurance",2019,0,5224128.796865374,347907.46861803194,4876221.328247342,
4242,2024-12-31,"Marine, aviation and transport insurance",2019,1,6563760.093097737,3115703.305373451,3448056.787724286,
4242,2024-12-31,"Marine, aviation and transport insurance",2019,2,8495217.538057867,3995843.406586082,4499374.131471785,
4242,2024-12-31,"Marine, aviation and transport insurance",2019,3,8890482.386568544,5086571.498661539,3803910.887907006,
4242,2024-12-31,"Marine, aviation and transport insurance",2019,4,11253572.16326874,6320337.651396811,4933234.51187193,
4242,2024-12-31,"Marine, aviation and transport insurance",2019,5,13028236.806119949,9511171.233914953,3517065.572204996,22773424.88049325
4242,2024-12-31,"Marine, aviation and transport insurance",2020,0,4452157.315298533,416133.00514342176,4036024.310155112,
4242,2024-12-31,"Marine, aviation and transport insurance",2020,1,4304600.9066320695,2193028.876989207,2111572.0296428623,
4242,2024-12-31,"Marine, aviation and transport insurance",2020,2,6016975.279285405,2848537.1749935606,3168438.104291844,
4242,2024-12-31,"Marine, aviation and transport insurance",2020,3,6315765.3770584,4109787.510706698,2205977.866351702,
4242,2024-12-31,"Marine, aviation and transport insurance",2020,4,6596938.221822282,4175922.976257585,2421015.2455646973,13916805.316935925
4242,2024-12-31,"Marine, aviation and transport insurance",2021,0,9813748.90712965,2443554.397915066,7370194.509214583,
4242,2024-12-31,"Marine, aviation and transport insurance",2021,1,8518568.222619297,4114781.67729912,4403786.545320177,
4242,2024-12-31,"Marine, aviation and transport insurance",2021,2,13753076.537607778,5592288.062147089,8160788.475460689,
4242,2024-12-31,"Marine, aviation and transport insurance",2021,3,11037588.976886325,7225932.0284586,3811656.948427723,29924538.88730613
4242,2024-12-31,"Marine, aviation and transport insurance",2022,0,4572121.884698384,494788.1036206546,4077333.7810777286,
4242,2024-12-31,"Marine, aviation and transport insurance",2022,1,4414490.568885847,1551984.1280142006,2862506.4408716466,
4242,2024-12-31,"Marine, aviation and transport insurance",2022,2,6159558.903482351,3057310.113926448,3102248.7895559035,13329490.05702138
4242,2024-12-31,"Marine, aviation and transport insurance",2023,0,2504046.68843126,66717.1905859239,2437329.4978453363,
4242,2024-12-31,"Marine, aviation and transport insurance",2023,1,3292473.6069165627,1408197.7599698189,1884275.846946744,9618214.543653274
4242,2024-12-31,"Marine, aviation and transport insurance",2024,0,9177707.834612288,894542.1759818487,8283165.658630439,22074303.50354768
4242,2024-12-31,Fire and other damage to property insurance,2015,0,1993273.185878187,100671.40915033295,1892601.776727854,
4242,2024-12-31,Fire and other damage to property insurance,2015,1,2734699.8523650123,927809.1443360262,1806890.708028986,
4242,2024-12-31,Fire and other damage to property insurance,2015,2,2974122.271649806,1118076.9388458154,1856045.3328039905,
4242,2024-12-31,Fire and other damage to property insurance,2015,3,3347680.9950415487,1674852.3546567026,1672828.640384846,
4242,2024-12-31,Fire and other damage to property insurance,2015,4,3271568.235372101,2331031.2491718875,940536.9862002134,
4242,2024-12-31,Fire and other damage to property insurance,2015,5,3905937.0248490334,2977709.7482710388,928227.2765779948,
4242,2024-12-31,Fire and other damage to property insurance,2015,6,3447118.8165325364,2937254.094469166,509864.7220633705,
4242,2024-12-31,Fire and other damage to property insurance,2015,7,3779977.6743743904,3339709.554076196,440268.1202981947,
4242,2024-12-31,Fire and other damage to property insurance,2015,8,4093720.096199984,3561170.715730035,532549.3804699485,
4242,2024-12-31,Fire and other damage to property insurance,2015,9,4423677.590626631,4048639.438893779,375038.15173285175,6708953.673522375
4242,2024-12-31,Fire and other damage to property insurance,2016,0,8911753.64163555,2610934.173555375,6300819.468080175,
4242,2024-12-31,Fire and other damage to property insurance,2016,1,10668738.053615116,3614842.462172228,7053895.591442888,
4242,2024-12-31,Fire and other damage to property insurance,2016,2,10955977.500465017,5569338.394540602,5386639.105924413,
4242,2024-12-31,Fire and other damage to property insurance,2016,3,13016674.436068453,6574020.949159603,6442653.48690885,
4242,2024-12-31,Fire and other damage to property insurance,2016,4,13673072.616867991,9738821.45673623,3934251.160131764,
4242,2024-12-31,Fire and other damage to property insurance,2016,5,13776560.517458456,12519034.963937264,1257525.5535211917,
4242,2024-12-31,Fire and other damage to property insurance,2016,6,16719357.214137614,15669867.449903509,1049489.764234107,
4242,2024-12-31,Fire and other damage to property insurance,2016,7,18257324.85251812,15331102.576152047,2926222.276366072,
4242,2024-12-31,Fire and other damage to property insurance,2016,8,17555774.526587106,15250318.574194595,2305455.952392511,27781330.451444265
4242,2024-12-31,Fire and other damage to property insurance,2017,0,8840939.85799956,917843.6201710632,7923096.237828496,
4242,2024-12-31,Fire and other damage to property insurance,2017,1,8771630.466192022,4018376.380794725,4753254.0853972975,
4242,2024-12-31,Fire and other damage to property insurance,2017,2,10329617.475179186,5606888.843173912,4722728.632005274,
4242,2024-12-31,Fire and other damage to property insurance,2017,3,10673476.568602031,6043800.0540058445,4629676.514596188,
4242,2024-12-31,Fire and other damage to property insurance,2017,4,11739700.276698934,8323274.484185022,3416425.792513912,
4242,2024-12-31,Fire and other damage to property insurance,2017,5,13352451.697799329,9039119.022494713,4313332.675304616,
4242,2024-12-31,Fire and other damage to property insurance,2017,6,15281977.686386349,14038204.650970146,1243773.0354162026,
4242,2024-12-31,Fire and other damage to property insurance,2017,7,15019303.75062036,13382147.98679448,1637155.7638258822,24171570.98242797
4242,2024-12-31,Fire and other damage to property insurance,2018,0,3107373.5386128486,609805.2894241456,2497568.249188703,
4242,2024-12-31,Fire and other damage to property insurance,2018,1,5340009.515866125,2022280.3698836789,3317729.145982446,
4242,2024-12-31,Fire and other damage to property insurance,2018,2,5087432.581848196,2862515.5866098627,2224916.995238333,
4242,2024-12-31,Fire and other damage to property insurance,2018,3,7592719.258352321,3865569.526308655,3727149.732043666,
4242,2024-12-31,Fire and other damage to property insurance,2018,4,7940040.896805218,5582180.368447335,2357860.528357883,
4242,2024-12-31,Fire and other damage to property insurance,2018,5,9455329.279439576,6138235.860363785,3317093.419075791,
4242,2024-12-31,Fire and other damage to property insurance,2018,6,9646013.706613692,7439162.7537715295,2206850.952842164,15718821.899118798
4242,2024-12-31,Fire and other damage to property insurance,2019,0,2136163.620835785,519182.5888641504,1616981.0319716344,
4242,2024-12-31,Fire and other damage to property insurance,2019,1,2178318.144407728,712702.5390892618,1465615.605318466,
4242,2024-12-31,Fire and other damage to property insurance,2019,2,2215780.2713771374,1055875.1294133312,1159905.1419638062,
4242,2024-12-31,Fire and other damage to property insurance,2019,3,2887033.918528178,1602239.578314676,1284794.3402135018,
4242,2024-12-31,Fire and other damage to property insurance,2019,4,2862606.2570156087,1737515.6900993467,1125090.566916262,
4242,2024-12-31,Fire and other damage to property insurance,2019,5,3259573.0628046584,2678305.834333787,581267.2284708712,5654739.011483024
4242,2024-12-31,Fire and other damage to property insurance,2020,0,6132826.4091452025,313140.1753323968,5819686.233812805,
4242,2024-12-31,Fire and other damage to property insurance,2020,1,6555504.520314577,2429747.524418221,4125756.995896356,
4242,2024-12-31,Fire and other damage to property insurance,2020,2,6986498.129280465,4406143.161417048,2580354.967863417,
4242,2024-12-31,Fire and other damage to property insurance,2020,3,8338908.117630029,4888089.646653434,3450818.470976595,
4242,2024-12-31,Fire and other damage to property insurance,2020,4,8968756.75170776,6453796.480235397,2514960.271472364,19984268.82685036
4242,2024-12-31,Fire and other damage to property insurance,2021,0,1570592.6945019937,382391.0933230554,1188201.601178938,
4242,2024-12-31,Fire and other damage to property insurance,2021,1,1934211.0979781584,682167.4107291042,1252043.6872490542,
4242,2024-12-31,Fire and other damage to property insurance,2021,2,2036052.35375274,1080337.624411569,955714.729341171,
4242,2024-12-31,Fire and other damage to property insurance,2021,3,2164695.2744140457,1307330.3670297123,857364.9073843332,5544158.401403427
4242,2024-12-31,Fire and other damage to property insurance,2022,0,5751085.648526827,964381.3539315772,4786704.29459525,
4242,2024-12-31,Fire and other damage to property insurance,2022,1,7577867.594531094,3449848.7475756668,4128018.846955427,
4242,2024-12-31,Fire and other damage to property insurance,2022,2,8584720.915444657,5071114.363774698,3513606.551669959,23940339.99085466
4242,2024-12-31,Fire and other damage to property insurance,2023,0,8716032.233792251,2089231.256867276,6626800.976924975,
4242,2024-12-31,Fire and other damage to property insurance,2023,1,6139178.9199276185,2562386.900524517,3576792.0194031014,20800869.765281778
4242,2024-12-31,Fire and other damage to property insurance,2024,0,1272326.4292790955,146533.3710175435,1125793.058261552,4995886.349435618
4242,2024-12-31,Medical expense insurance,2015,0,5880546.156971631,2063840.1548025708,3816706.00216906,
4242,2024-12-31,Medical expense insurance,2015,1,6726236.156767995,2620550.046951254,4105686.109816741,
4242,2024-12-31,Medical expense insurance,2015,2,8634782.921192195,4292886.161379997,4341896.759812199,
4242,2024-12-31,Medical expense insurance,2015,3,10328876.530870236,5589003.556523656,4739872.974346581,
4242,2024-12-31,Medical expense insurance,2015,4,10426613.729107946,6889221.966191312,3537391.762916634,
4242,2024-12-31,Medical expense insurance,2015,5,9621034.262900522,7511793.931618563,2109240.331281959,
4242,2024-12-31,Medical expense insurance,2015,6,10755333.086436028,12452003.366121884,-1696670.2796858568,
4242,2024-12-31,Medical expense insurance,2015,7,15105985.20799278,13124554.597536862,1981430.610455919,
4242,2024-12-31,Medical expense insurance,2015,8,13664507.153629392,14246611.541102955,-582104.3874735646,
4242,2024-12-31,Medical expense insurance,2015,9,15908076.746743586,12732346.891374305,3175729.855369283,21483886.736633256
4242,2024-12-31,Medical expense insurance,2016,0,4322918.716957996,511667.9357919143,3811250.781166081,
4242,2024-12-31,Medical expense insurance,2016,1,6615624.375464489,2925749.928599799,3689874.4468646897,
4242,2024-12-31,Medical expense insurance,2016,2,7784155.3791316,4227112.720047113,3557042.659084488,
4242,2024-12-31,Medical expense insurance,2016,3,9878006.236123174,5509794.461245222,4368211.774877952,
4242,2024-12-31,Medical expense insurance,2016,4,8077241.469802591,6482975.781965984,1594265.687836607,
4242,2024-12-31,Medical expense insurance,2016,5,12360321.42518008,9713198.871352809,2647122.5538272727,
4242,2024-12-31,Medical expense insurance,2016,6,11175276.881169297,11570257.643545348,-394980.7623760514,
4242,2024-12-31,Medical expense insurance,2016,7,12154463.05939699,10357735.303761289,1796727.7556357011,
4242,2024-12-31,Medical expense insurance,2016,8,12591072.62964174,11465826.218837,1125246.410804741,20114863.68592951
4242,2024-12-31,Medical expense insurance,2017,0,9884800.178627629,803372.1442255628,9081428.034402069,
4242,2024-12-31,Medical expense insurance,2017,1,9242564.58933801,3581713.942042854,5660850.6472951565,
4242,2024-12-31,Medical expense insurance,2017,2,12577062.99075289,5007508.493917035,7569554.496835856,
4242,2024-12-31,Medical expense insurance,2017,3,14421901.945845474,7791493.267927405,6630408.677918068,
4242,2024-12-31,Medical expense insurance,2017,4,16187584.56753404,9499733.447498562,6687851.120035479,
4242,2024-12-31,Medical expense insurance,2017,5,16949911.91607681,12595557.640426273,4354354.275650537,
4242,2024-12-31,Medical expense insurance,2017,6,14502395.3212455,12962806.245713716,1539589.0755317863,
4242,2024-12-31,Medical expense insurance,2017,7,19879920.68302851,17258136.580563575,2621784.1024649367,29403080.163582403
4242,2024-12-31,Medical expense insurance,2018,0,1883093.5950230523,359017.44047755527,1524076.1545454971,
4242,2024-12-31,Medical expense insurance,2018,1,2317831.3845681087,1106370.311766373,1211461.0728017355,
4242,2024-12-31,Medical expense insurance,2018,2,2687947.259997696,1592956.888061728,1094990.3719359678,
4242,2024-12-31,Medical expense insurance,2018,3,3086343.3620257387,2283425.190355913,802918.1716698259,
4242,2024-12-31,Medical expense insurance,2018,4,3409986.9356325306,2695777.310657121,714209.6249754094,
4242,2024-12-31,Medical expense insurance,2018,5,3907214.3282577232,3036200.698785782,871013.6294719414,
4242,2024-12-31,Medical expense insurance,2018,6,4786164.098226922,4381995.107856123,404168.99037079886,7973090.189131028
4242,2024-12-31,Medical expense insurance,2019,0,4421990.41239897,1165775.3672276074,3256215.0451713623,
4242,2024-12-31,Medical expense insurance,2019,1,4839725.143041427,1907142.5237885064,2932582.6192529206,
4242,2024-12-31,Medical expense insurance,2019,2,5179608.13650565,2870717.512331415,2308890.6241742354,
4242,2024-12-31,Medical expense insurance,2019,3,5303249.027024469,3432366.1647443417,1870882.862280128,
4242,2024-12-31,Medical expense insurance,2019,4,5393609.667438498,3666231.680226024,1727377.9872124735,
4242,2024-12-31,Medical expense insurance,2019,5,6374422.541282763,4849065.6558055375,1525356.8854772253,13256074.976586208
4242,2024-12-31,Medical expense insurance,2020,0,4632662.38057946,689950.6746407108,3942711.7059387495,
