Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Reins_Claims_Reported,Reins_Claims_Paid,Reins_Claims_Outstanding
33,2024-12-31,Miscellaneous financial loss,2018,6,1119256.545442138,1075907.239912206,43349.30552993179
33,2024-12-31,Miscellaneous financial loss,2019,0,1360679.9793197738,234242.56577435348,1126437.4135454204
33,2024-12-31,Miscellaneous financial loss,2019,1,1107054.3269982971,541596.1175799038,565458.2094183933
33,2024-12-31,Miscellaneous financial loss,2019,2,1292553.633585025,731912.3348781575,560641.2987068676
33,2024-12-31,Miscellaneous financial loss,2019,3,1008135.5884226108,874351.1414101287,133784.4470124821
33,2024-12-31,Miscellaneous financial loss,2019,4,1184399.4334260086,1152024.4226427304,32375.01078327815
33,2024-12-31,Miscellaneous financial loss,2019,5,1727975.9534063982,1569918.17364473,158057.77976166806
33,2024-12-31,Miscellaneous financial loss,2020,0,1527384.629878058,46785.1256650736,1480599.5042129843
33,2024-12-31,Miscellaneous financial loss,2020,1,2473057.657694205,932317.504690783,1540740.153003422
33,2024-12-31,Miscellaneous financial loss,2020,2,3613842.664493133,1741765.623660755,1872077.040832378
33,2024-12-31,Miscellaneous financial loss,2020,3,2688152.423226104,2224176.9180625365,463975.5051635672
33,2024-12-31,Miscellaneous financial loss,2020,4,2903855.177758405,3002886.5517821526,-99031.37402374716
33,2024-12-31,Miscellaneous financial loss,2021,0,2366839.6649106992,473708.5597356838,1893131.1051750155
33,2024-12-31,Miscellaneous financial loss,2021,1,2864786.076089944,1230668.267599919,1634117.8084900246
33,2024-12-31,Miscellaneous financial loss,2021,2,3190552.7986845262,1869222.926183058,1321329.8725014683
33,2024-12-31,Miscellaneous financial loss,2021,3,4167885.96445524,2543649.999864575,1624235.964590665
33,2024-12-31,Miscellaneous financial loss,2022,0,2686722.204825712,197600.78270806032,2489121.4221176514
33,2024-12-31,Miscellaneous financial loss,2022,1,2558813.6676278426,1067977.0769289555,1490836.5906988871
33,2024-12-31,Miscellaneous financial loss,2022,2,2201716.819348285,1050863.2635660598,1150853.5557822252
33,2024-12-31,Miscellaneous financial loss,2023,0,4731792.695619186,1229026.9357931598,3502765.759826027
33,2024-12-31,Miscellaneous financial loss,2023,1,3476963.507914037,1657570.8736869956,1819392.6342270416
33,2024-12-31,Miscellaneous financial loss,2024,0,3311818.2592892577,947499.0410304314,2364319.218258826
33,2024-12-31,Credit and suretyship insurance,2015,0,2042915.7747705048,381423.8514239611,1661491.9233465437
33,2024-12-31,Credit and suretyship insurance,2015,1,1501709.221227116,503250.63278869033,998458.5884384256
33,2024-12-31,Credit and suretyship insurance,2015,2,2046378.833394684,708407.2720664521,1337971.5613282318
33,2024-12-31,Credit and suretyship insurance,2015,3,2035675.512498856,967643.5683354334,1068031.9441634226
33,2024-12-31,Credit and suretyship insurance,2015,4,2285925.769470739,1327708.466118934,958217.3033518052
33,2024-12-31,Credit and suretyship insurance,2015,5,2358030.262405134,2179981.39280105,178048.8696040837
33,2024-12-31,Credit and suretyship insurance,2015,6,2945956.268777288,1701653.9406073263,1244302.3281699617
33,2024-12-31,Credit and suretyship insurance,2015,7,2078229.5962420157,2411490.903229341,-333261.3069873254
33,2024-12-31,Credit and suretyship insurance,2015,8,2844365.773650204,3227009.5385461054,-382643.764895902
33,2024-12-31,Credit and suretyship insurance,2015,9,2770684.270591795,3427691.0884728557,-657006.8178810603
33,2024-12-31,Credit and suretyship insurance,2016,0,4235828.409979113,254759.64639356057,3981068.7635855526
33,2024-12-31,Credit and suretyship insurance,2016,1,2709737.2861122754,1358802.949132698,1350934.3369795776
33,2024-12-31,Credit and suretyship insurance,2016,2,4618008.406724687,1502541.812082728,3115466.5946419584
33,2024-12-31,Credit and suretyship insurance,2016,3,4029699.792961057,2080581.2178288167,1949118.57513224
33,2024-12-31,Credit and suretyship insurance,2016,4,3963442.91537422,3041436.1685257438,922006.746848477
33,2024-12-31,Credit and suretyship insurance,2016,5,5075450.7841980085,4585769.9260265,489680.8581715087
33,2024-12-31,Credit and suretyship insurance,2016,6,4560768.927224308,5610475.140690464,-1049706.213466155
33,2024-12-31,Credit and suretyship insurance,2016,7,5614788.313068112,4270809.153939126,1343979.1591289863
33,2024-12-31,Credit and suretyship insurance,2016,8,5707860.879240811,5488643.496278829,219217.38296198196
33,2024-12-31,Credit and suretyship insurance,2017,0,6651535.785346044,1609684.405717246,5041851.379628798
33,2024-12-31,Credit and suretyship insurance,2017,1,5625442.632226913,2258409.986713739,3367032.645513174
33,2024-12-31,Credit and suretyship insurance,2017,2,7300234.53040685,3388808.5867072875,3911425.943699563
33,2024-12-31,Credit and suretyship insurance,2017,3,5877157.289256078,3981973.00234417,1895184.286911908
33,2024-12-31,Credit and suretyship insurance,2017,4,9733920.16348558,4807443.767529003,4926476.395956578
33,2024-12-31,Credit and suretyship insurance,2017,5,9120420.719304051,6088004.342643107,3032416.376660944
33,2024-12-31,Credit and suretyship insurance,2017,6,10960094.90357219,8233048.727452336,2727046.1761198547
33,2024-12-31,Credit and suretyship insurance,2017,7,8810920.63800945,9218437.787890911,-407517.1498814616
33,2024-12-31,Credit and suretyship insurance,2018,0,4148478.68497444,543483.4082047167,3604995.276769724
33,2024-12-31,Credit and suretyship insurance,2018,1,4471066.276321922,2126289.9604576416,2344776.315864281
33,2024-12-31,Credit and suretyship insurance,2018,2,4824029.543442405,3540646.5918201413,1283382.9516222635
33,2024-12-31,Credit and suretyship insurance,2018,3,6539121.337102227,4572745.398902262,1966375.9381999653
33,2024-12-31,Credit and suretyship insurance,2018,4,6635663.444068798,4415137.688876854,2220525.755191944
33,2024-12-31,Credit and suretyship insurance,2018,5,9054608.962165114,6472322.811135086,2582286.151030028
33,2024-12-31,Credit and suretyship insurance,2018,6,9981920.159397077,9093415.654538454,888504.5048586205
33,2024-12-31,Credit and suretyship insurance,2019,0,5665720.6552015245,446519.9437470045,5219200.71145452
33,2024-12-31,Credit and suretyship insurance,2019,1,6196955.644433521,2134086.945584282,4062868.698849239
33,2024-12-31,Credit and suretyship insurance,2019,2,7909909.733254067,4150572.693244838,3759337.040009229
33,2024-12-31,Credit and suretyship insurance,2019,3,6718448.801532312,4634916.64121727,2083532.1603150424
33,2024-12-31,Credit and suretyship insurance,2019,4,8672213.220866421,6970794.232830749,1701418.9880356723
33,2024-12-31,Credit and suretyship insurance,2019,5,8485864.98191935,8952246.456306463,-466381.474387113
33,2024-12-31,Credit and suretyship insurance,2020,0,840146.7530053202,67293.89221917666,772852.8607861436
33,2024-12-31,Credit and suretyship insurance,2020,1,1338396.4235158758,544540.3184137918,793856.105102084
33,2024-12-31,Credit and suretyship insurance,2020,2,1332112.7695897943,743535.9639426306,588576.8056471638
33,2024-12-31,Credit and suretyship insurance,2020,3,1477207.4842472714,967343.8633074352,509863.6209398364
33,2024-12-31,Credit and suretyship insurance,2020,4,1468397.2688757805,1460718.0348572065,7679.234018574236
33,2024-12-31,Credit and suretyship insurance,2021,0,824117.3549843495,54650.96011604268,769466.3948683068
33,2024-12-31,Credit and suretyship insurance,2021,1,1229401.137795451,454488.94238943775,774912.1954060134
33,2024-12-31,Credit and suretyship insurance,2021,2,1400849.9999632167,670999.8566640542,729850.1432991625
33,2024-12-31,Credit and suretyship insurance,2021,3,1418552.3005852094,798969.1776454463,619583.1229397631
33,2024-12-31,Credit and suretyship insurance,2022,0,2642977.650592622,431210.4443237095,2211767.206268912
33,2024-12-31,Credit and suretyship insurance,2022,1,5415528.8160743,2174907.470461025,3240621.3456132747
33,2024-12-31,Credit and suretyship insurance,2022,2,5191127.254009726,2076972.5519605505,3114154.702049176
33,2024-12-31,Credit and suretyship insurance,2023,0,3369896.1724867537,240283.7108911729,3129612.461595581
33,2024-12-31,Credit and suretyship insurance,2023,1,5610289.924062312,1742202.509629439,3868087.414432873
33,2024-12-31,Credit and suretyship insurance,2024,0,565562.1541581267,57894.58463703508,507667.5695210916
33,2024-12-31,Fire and other damage to property insurance,2015,0,2801817.684749969,160435.1564973312,2641382.528252637
33,2024-12-31,Fire and other damage to property insurance,2015,1,2860876.39280779,1320644.9531284182,1540231.439679372
33,2024-12-31,Fire and other damage to property insurance,2015,2,2965433.8075319007,1772960.8284523298,1192472.9790795709
33,2024-12-31,Fire and other damage to property insurance,2015,3,2559541.9214499127,1710840.022927222,848701.8985226906
33,2024-12-31,Fire and other damage to property insurance,2015,4,3317758.9236309417,2230530.9188829656,1087228.004747976
33,2024-12-31,Fire and other damage to property insurance,2015,5,4312042.257737464,2853846.181696636,1458196.0760408286
33,2024-12-31,Fire and other damage to property insurance,2015,6,4643381.978518582,4835846.298840504,-192464.3203219222
33,2024-12-31,Fire and other damage to property insurance,2015,7,5515360.781616037,4284597.166140263,1230763.6154757738
33,2024-12-31,Fire and other damage to property insurance,2015,8,4972028.626199622,5576295.255992207,-604266.629792585
33,2024-12-31,Fire and other damage to property insurance,2015,9,6432324.323110161,6480587.4014198,-48263.078309638426
33,2024-12-31,Fire and other damage to property insurance,2016,0,649386.5130361089,25224.659492486186,624161.8535436228
33,2024-12-31,Fire and other damage to property insurance,2016,1,894042.8571676491,426327.1519835794,467715.7051840697
33,2024-12-31,Fire and other damage to property insurance,2016,2,1525116.491364851,680373.7898095624,844742.7015552883
33,2024-12-31,Fire and other damage to property insurance,2016,3,1822991.696155559,883545.9862876286,939445.7098679304
33,2024-12-31,Fire and other damage to property insurance,2016,4,1317751.5163516684,938323.3447575828,379428.1715940855
33,2024-12-31,Fire and other damage to property insurance,2016,5,1348876.4373364402,1086747.483023416,262128.95431302415
33,2024-12-31,Fire and other damage to property insurance,2016,6,2023910.1873444645,1841252.427714733,182657.75962973156
33,2024-12-31,Fire and other damage to property insurance,2016,7,2322853.101714401,1946109.225862579,376743.8758518221
33,2024-12-31,Fire and other damage to property insurance,2016,8,2454059.585040688,2489651.087514484,-35591.50247379579
33,2024-12-31,Fire and other damage to property insurance,2017,0,705722.0789669377,148428.7964796121,557293.2824873256
33,2024-12-31,Fire and other damage to property insurance,2017,1,1190448.204181575,452815.9114969798,737632.2926845951
33,2024-12-31,Fire and other damage to property insurance,2017,2,1024183.2280173784,520734.90352667135,503448.32449070713
33,2024-12-31,Fire and other damage to property insurance,2017,3,1129940.3453382598,718754.3974636615,411185.9478745983
33,2024-12-31,Fire and other damage to property insurance,2017,4,1408662.5743378552,1191175.3442438268,217487.2300940284
33,2024-12-31,Fire and other damage to property insurance,2017,5,1841314.1806481243,1596448.771804104,244865.40884402068
33,2024-12-31,Fire and other damage to property insurance,2017,6,2045703.7719355884,1653681.7381877005,392022.03374788817
33,2024-12-31,Fire and other damage to property insurance,2017,7,2069746.2407361784,1758230.0074829578,311516.23325322056
33,2024-12-31,Fire and other damage to property insurance,2018,0,1626914.69629549,234894.2473564263,1392020.4489390638
33,2024-12-31,Fire and other damage to property insurance,2018,1,2414151.385305334,941502.1603697888,1472649.2249355451
33,2024-12-31,Fire and other damage to property insurance,2018,2,1772565.3519566306,947066.2485086656,825499.1034479651
33,2024-12-31,Fire and other damage to property insurance,2018,3,3183490.442549304,1467548.0037102606,1715942.438839043
33,2024-12-31,Fire and other damage to property insurance,2018,4,3314592.876832359,2466815.5818714653,847777.2949608937
33,2024-12-31,Fire and other damage to property insurance,2018,5,3428340.142340559,2269958.452913063,1158381.689427496
33,2024-12-31,Fire and other damage to property insurance,2018,6,3020440.6207749117,3619294.711324793,-598854.090549882
33,2024-12-31,Fire and other damage to property insurance,2019,0,3820819.025766661,345040.67532959563,3475778.3504370656
33,2024-12-31,Fire and other damage to property insurance,2019,1,3254601.1433998696,966331.9009189288,2288269.2424809407
33,2024-12-31,Fire and other damage to property insurance,2019,2,3750132.750206606,1815579.326600784,1934553.4236058225
33,2024-12-31,Fire and other damage to property insurance,2019,3,4721102.275795,2421366.6258463087,2299735.649948691
33,2024-12-31,Fire and other damage to property insurance,2019,4,3456708.959371214,2494677.714900671,962031.2444705428
33,2024-12-31,Fire and other damage to property insurance,2019,5,4387474.679795538,3718525.154758175,668949.5250373632
33,2024-12-31,Fire and other damage to property insurance,2020,0,2324795.248348899,684430.8461358196,1640364.4022130796
33,2024-12-31,Fire and other damage to property insurance,2020,1,2479061.314213047,986413.2479628964,1492648.0662501506
33,2024-12-31,Fire and other damage to property insurance,2020,2,3566672.077517987,1162341.2308583986,2404330.8466595886
33,2024-12-31,Fire and other damage to property insurance,2020,3,4058142.695477586,2166561.2482422525,1891581.4472353335
33,2024-12-31,Fire and other damage to property insurance,2020,4,3206052.9988579205,3084251.3535449235,121801.64531299705
33,2024-12-31,Fire and other damage to property insurance,2021,0,5304304.44409789,650928.4650253943,4653375.979072495
33,2024-12-31,Fire and other damage to property insurance,2021,1,6469545.609408976,3091882.786764956,3377662.8226440195
33,2024-12-31,Fire and other damage to property insurance,2021,2,5764998.656148009,3843047.355306106,1921951.3008419028
33,2024-12-31,Fire and other damage to property insurance,2021,3,9288224.120545153,3742355.450547589,5545868.669997564
33,2024-12-31,Fire and other damage to property insurance,2022,0,3423269.062359874,921185.5300425556,2502083.5323173185
33,2024-12-31,Fire and other damage to property insurance,2022,1,5644890.588449792,2072680.5905458056,3572209.997903986
33,2024-12-31,Fire and other damage to property insurance,2022,2,7841997.574213822,3064527.327349319,4777470.246864503
33,2024-12-31,Fire and other damage to property insurance,2023,0,1556200.7964201523,358346.3937245355,1197854.4026956167
33,2024-12-31,Fire and other damage to property insurance,2023,1,2543612.800820786,753420.5536553481,1790192.2471654378
33,2024-12-31,Fire and other damage to property insurance,2024,0,5971208.375912967,1143222.605952355,4827985.769960612
33,2024-12-31,Motor vehicle liability insurance,2015,0,1856496.5476610065,63240.29869902993,1793256.2489619765
33,2024-12-31,Motor vehicle liability insurance,2015,1,1912593.6604223724,957668.15635104,954925.5040713324
33,2024-12-31,Motor vehicle liability insurance,2015,2,2362790.8413618235,1463382.1848351154,899408.656526708
33,2024-12-31,Motor vehicle liability insurance,2015,3,3106341.700194096,1265898.4037111904,1840443.2964829053
33,2024-12-31,Motor vehicle liability insurance,2015,4,3800175.1297088377,2672745.0195376864,1127430.110171151
33,2024-12-31,Motor vehicle liability insurance,2015,5,3216517.855097195,2071638.4884527104,1144879.366644485
33,2024-12-31,Motor vehicle liability insurance,2015,6,3842010.656626751,3151120.0601237044,690890.5965030468
33,2024-12-31,Motor vehicle liability insurance,2015,7,4717891.249997408,3718962.2001097607,998929.0498876474
33,2024-12-31,Motor vehicle liability insurance,2015,8,3863864.1103449753,3512913.9943901678,350950.115954808
33,2024-12-31,Motor vehicle liability insurance,2015,9,5498299.991450591,5065886.240205896,432413.7512446949
33,2024-12-31,Motor vehicle liability insurance,2016,0,3292398.5811419752,592272.2726806803,2700126.308461295
33,2024-12-31,Motor vehicle liability insurance,2016,1,3180979.768213198,1737030.743339501,1443949.0248736967
33,2024-12-31,Motor vehicle liability insurance,2016,2,4406799.896750971,2374248.62212254,2032551.274628431
33,2024-12-31,Motor vehicle liability insurance,2016,3,3364463.449414499,2519191.712398258,845271.7370162411
33,2024-12-31,Motor vehicle liability insurance,2016,4,4615922.421895604,3861526.855599534,754395.5662960694
33,2024-12-31,Motor vehicle liability insurance,2016,5,5198506.521902887,4427597.4847285375,770909.0371743497
33,2024-12-31,Motor vehicle liability insurance,2016,6,6937782.19603771,4792002.818655201,2145779.3773825085
33,2024-12-31,Motor vehicle liability insurance,2016,7,6637520.646497984,5495577.709121298,1141942.9373766864
33,2024-12-31,Motor vehicle liability insurance,2016,8,6259098.0942309685,6781786.865310211,-522688.77107924223
33,2024-12-31,Motor vehicle liability insurance,2017,0,2860193.9902063427,315227.0133443119,2544966.9768620306
33,2024-12-31,Motor vehicle liability insurance,2017,1,1594593.48175371,742318.6172061455,852274.8645475644
33,2024-12-31,Motor vehicle liability insurance,2017,2,1895514.5918447988,1194185.824159258,701328.7676855407
33,2024-12-31,Motor vehicle liability insurance,2017,3,2498260.675714408,1828966.0888833527,669294.5868310549
33,2024-12-31,Motor vehicle liability insurance,2017,4,3329341.3506101347,1926633.25363954,1402708.0969705947
33,2024-12-31,Motor vehicle liability insurance,2017,5,3659889.77735316,2546939.7669503773,1112950.0104027824
33,2024-12-31,Motor vehicle liability insurance,2017,6,4226107.542151495,3265245.894423928,960861.6477275668
33,2024-12-31,Motor vehicle liability insurance,2017,7,3664596.27260056,3130253.4768738835,534342.795726676
33,2024-12-31,Motor vehicle liability insurance,2018,0,5130796.131272548,620643.9806273489,4510152.150645199
33,2024-12-31,Motor vehicle liability insurance,2018,1,6506957.04707859,2542119.4084524554,3964837.6386261354
33,2024-12-31,Motor vehicle liability insurance,2018,2,5507311.610994178,3335008.4681614763,2172303.1428327016
33,2024-12-31,Motor vehicle liability insurance,2018,3,6735939.407512187,4788983.243172726,1946956.1643394611
33,2024-12-31,Motor vehicle liability insurance,2018,4,7281776.34185628,3900885.0379605615,3380891.303895718
33,2024-12-31,Motor vehicle liability insurance,2018,5,5798715.838672034,7426577.679219294,-1627861.84054726
33,2024-12-31,Motor vehicle liability insurance,2018,6,8388459.510766981,8994774.212752126,-606314.701985145
33,2024-12-31,Motor vehicle liability insurance,2019,0,4870749.0440971,309270.8614019573,4561478.182695143
33,2024-12-31,Motor vehicle liability insurance,2019,1,3636607.124638467,1520111.8479013755,2116495.276737091
33,2024-12-31,Motor vehicle liability insurance,2019,2,5396146.005557344,2135354.5748482053,3260791.430709139
33,2024-12-31,Motor vehicle liability insurance,2019,3,4541980.232049399,2821221.6969823614,1720758.5350670377
33,2024-12-31,Motor vehicle liability insurance,2019,4,7540959.604421121,5142823.525494759,2398136.078926362
33,2024-12-31,Motor vehicle liability insurance,2019,5,7515622.668729982,6083334.1917257765,1432288.4770042058
33,2024-12-31,Motor vehicle liability insurance,2020,0,4394656.48478171,178999.09331664664,4215657.391465064
33,2024-12-31,Motor vehicle liability insurance,2020,1,4602224.85398108,1481368.4941127135,3120856.3598683667
33,2024-12-31,Motor vehicle liability insurance,2020,2,3996025.4868007135,3168895.657375621,827129.8294250923
33,2024-12-31,Motor vehicle liability insurance,2020,3,4934675.609447043,4026188.982775518,908486.6266715252
33,2024-12-31,Motor vehicle liability insurance,2020,4,5195867.966384425,4189895.631712263,1005972.3346721618
33,2024-12-31,Motor vehicle liability insurance,2021,0,950435.2732368752,17655.120567635462,932780.1526692396
33,2024-12-31,Motor vehicle liability insurance,2021,1,1495586.6570249072,482992.1813711316,1012594.4756537756
33,2024-12-31,Motor vehicle liability insurance,2021,2,1846009.933954997,624924.4555941928,1221085.4783608045
33,2024-12-31,Motor vehicle liability insurance,2021,3,1806266.306204877,1276866.0230000103,529400.283204867
33,2024-12-31,Motor vehicle liability insurance,2022,0,2363000.838098779,403316.6327422507,1959684.205356528
33,2024-12-31,Motor vehicle liability insurance,2022,1,2198000.90708562,870329.4331542917,1327671.4739313282
33,2024-12-31,Motor vehicle liability insurance,2022,2,3372493.030226081,1866911.6613431345,1505581.368882947
33,2024-12-31,Motor vehicle liability insurance,2023,0,1704498.7157314825,332967.06733733753,1371531.648394145
33,2024-12-31,Motor vehicle liability insurance,2023,1,2504393.625047615,1271624.1688526296,1232769.4561949852
33,2024-12-31,Motor vehicle liability insurance,2024,0,2791851.706491585,547495.239591848,2244356.466899737
33,2024-12-31,Income protection insurance,2015,0,1916852.3770203984,326068.5995363757,1590783.777484023
33,2024-12-31,Income protection insurance,2015,1,2167395.038506641,822769.7791832021,1344625.259323439
33,2024-12-31,Income protection insurance,2015,2,3237412.178960221,1309109.4780459318,1928302.700914289
33,2024-12-31,Income protection insurance,2015,3,3171761.9508378142,1368498.3966497292,1803263.554188085
33,2024-12-31,Income protection insurance,2015,4,3687855.3631666894,1808874.9000384745,1878980.4631282152
33,2024-12-31,Income protection insurance,2015,5,4368605.339870999,3426276.593464232,942328.7464067666
33,2024-12-31,Income protection insurance,2015,6,3242938.130641891,3480175.56050986,-237237.4298679689
33,2024-12-31,Income protection insurance,2015,7,3405911.1110879392,3648572.5019021593,-242661.39081422007
33,2024-12-31,Income protection insurance,2015,8,3404169.905684926,3774366.812668827,-370196.9069839008
33,2024-12-31,Income protection insurance,2015,9,5062463.105103544,4576720.428488955,485742.67661458906
33,2024-12-31,Income protection insurance,2016,0,1284467.3389350856,9494.477656353209,1274972.8612787323
33,2024-12-31,Income protection insurance,2016,1,848621.5444550384,532400.5764213444,316220.968033694
33,2024-12-31,Income protection insurance,2016,2,1297879.3376581196,623973.2325465478,673906.1051115718
33,2024-12-31,Income protection insurance,2016,3,1358839.9800456814,754975.2673589978,603864.7126866835
33,2024-12-31,Income protection insurance,2016,4,1453699.0670791513,1167082.1855148547,286616.8815642965
33,2024-12-31,Income protection insurance,2016,5,1310318.9796019075,1052593.3536790712,257725.6259228364
33,2024-12-31,Income protection insurance,2016,6,1776330.5617847657,1796555.4471605965,-20224.885375830578
33,2024-12-31,Income protection insurance,2016,7,2006628.534820375,2003377.0938664053,3251.44095396949
33,2024-12-31,Income protection insurance,2016,8,1908034.4594173597,1766211.864656852,141822.59476050758
33,2024-12-31,Income protection insurance,2017,0,3608212.489136984,16427.895655368833,3591784.593481615
33,2024-12-31,Income protection insurance,2017,1,5890888.176098827,2242681.7990958365,3648206.377002991
33,2024-12-31,Income protection insurance,2017,2,6408786.130885223,3357090.085532081,3051696.045353142
33,2024-12-31,Income protection insurance,2017,3,5805335.487444023,3269965.704034926,2535369.7834090968
33,2024-12-31,Income protection insurance,2017,4,8456675.917535374,4579759.869623435,3876916.047911939
33,2024-12-31,Income protection insurance,2017,5,9115295.778803509,6226398.285790216,2888897.4930132907
33,2024-12-31,Income protection insurance,2017,6,9988545.296806144,7579723.275427493,2408822.021378652
33,2024-12-31,Income protection insurance,2017,7,7289014.493347975,7330641.342188234,-41626.848840259016
33,2024-12-31,Income protection insurance,2018,0,3426860.5988088865,944827.6666355015,2482032.932173385
33,2024-12-31,Income protection insurance,2018,1,3880654.4800503487,1379217.189424844,2501437.2906255047
33,2024-12-31,Income protection insurance,2018,2,3950816.917570536,1360669.4636205267,2590147.453950009
33,2024-12-31,Income protection insurance,2018,3,4586881.102974219,2534631.46239718,2052249.6405770392
33,2024-12-31,Income protection insurance,2018,4,4417479.127678591,3717393.753706115,700085.373972476
33,2024-12-31,Income protection insurance,2018,5,4658040.873710177,3181013.3640388744,1477027.5096713025
33,2024-12-31,Income protection insurance,2018,6,6482701.771925024,4560879.944887672,1921821.827037352
33,2024-12-31,Income protection insurance,2019,0,3308417.659171153,914927.5574186856,2393490.1017524675
33,2024-12-31,Income protection insurance,2019,1,2741127.477340142,1743158.8800777304,997968.5972624114
33,2024-12-31,Income protection insurance,2019,2,5184484.039390977,2586456.7101403805,2598027.329250596
33,2024-12-31,Income protection insurance,2019,3,5094192.960403428,3280254.741996056,1813938.2184073715
33,2024-12-31,Income protection insurance,2019,4,4141773.9183307686,3354870.6499945973,786903.2683361713
33,2024-12-31,Income protection insurance,2019,5,5236168.606706131,5358151.55280312,-121982.9460969884
33,2024-12-31,Income protection insurance,2020,0,761351.1928695301,83646.41214724883,677704.7807222812
33,2024-12-31,Income protection insurance,2020,1,1443588.1107454502,386156.809607178,1057431.3011382725
33,2024-12-31,Income protection insurance,2020,2,1066284.998583262,775130.3403189683,291154.6582642938
33,2024-12-31,Income protection insurance,2020,3,1730056.2076049177,907080.9477984334,822975.2598064843
33,2024-12-31,Income protection insurance,2020,4,1924084.060896728,1401937.218167705,522146.8427290232
33,2024-12-31,Income protection insurance,2021,0,1114802.655614745,111415.33120496271,1003387.3244097828
33,2024-12-31,Income protection insurance,2021,1,1335065.6003373412,563218.6002264594,771847.0001108818
33,2024-12-31,Income protection insurance,2021,2,2132493.40690367,1080441.2858653597,1052052.1210383112
33,2024-12-31,Income protection insurance,2021,3,2070560.8343038564,1097828.9350356944,972731.899268162
33,2024-12-31,Income protection insurance,2022,0,851033.844236953,199236.90950037813,651796.9347365748
33,2024-12-31,Income protection insurance,2022,1,1061477.8082890406,369508.3421626717,691969.4661263688
33,2024-12-31,Income protection insurance,2022,2,1012969.5997622482,583095.335796731,429874.2639655173
33,2024-12-31,Income protection insurance,2023,0,2417304.375683689,449383.9801012275,1967920.3955824613
33,2024-12-31,Income protection insurance,2023,1,2888680.939559424,1482498.9823602352,1406181.9571991886
33,2024-12-31,Income protection insurance,2024,0,3693430.1380969575,1111212.9392153623,2582217.1988815954
33,2024-12-31,Workers compensation insurance,2015,0,4311360.994821892,416582.37261134025,3894778.622210552
33,2024-12-31,Workers compensation insurance,2015,1,6006125.8441254,1845105.218264806,4161020.625860594
33,2024-12-31,Workers compensation insurance,2015,2,6736509.221180571,3159115.6112525165,3577393.6099280547
33,2024-12-31,Workers compensation insurance,2015,3,7391880.494498784,3799038.648785404,3592841.8457133803
33,2024-12-31,Workers compensation insurance,2015,4,8347046.280078578,4993774.552693033,3353271.727385545
33,2024-12-31,Workers compensation insurance,2015,5,7244541.012819149,6037253.299289936,1207287.7135292124
33,2024-12-31,Workers compensation insurance,2015,6,9050636.42007426,5842467.093439828,3208169.326634432
33,2024-12-31,Workers compensation insurance,2015,7,10200007.374525618,8272839.075407278,1927168.29911834
33,2024-12-31,Workers compensation insurance,2015,8,8925855.349338964,11314345.017178494,-2388489.667839531
33,2024-12-31,Workers compensation insurance,2015,9,7743939.701111237,11346121.370880224,-3602181.6697689863
33,2024-12-31,Workers compensation insurance,2016,0,3833284.467950903,1386259.9018210438,2447024.566129859
33,2024-12-31,Workers compensation insurance,2016,1,5288097.572751889,2090849.9630511857,3197247.609700703
33,2024-12-31,Workers compensation insurance,2016,2,6084309.837847962,2920769.728281869,3163540.109566093
33,2024-12-31,Workers compensation insurance,2016,3,5759953.551326427,3363091.434089409,2396862.117237017
33,2024-12-31,Workers compensation insurance,2016,4,8007531.155821198,6045424.064045596,1962107.0917756015
33,2024-12-31,Workers compensation insurance,2016,5,8974179.920311615,8313052.47821388,661127.4420977347
33,2024-12-31,Workers compensation insurance,2016,6,7394151.962056692,7511280.787106006,-117128.82504931463
33,2024-12-31,Workers compensation insurance,2016,7,11429792.245544272,9337820.739548285,2091971.5059959907
33,2024-12-31,Workers compensation insurance,2016,8,11391780.680354666,9679463.923251104,1712316.7571035624
33,2024-12-31,Workers compensation insurance,2017,0,1816795.447260148,442501.0240551383,1374294.4232050097
33,2024-12-31,Workers compensation insurance,2017,1,1332032.8751700022,661291.0517324922,670741.8234375101
33,2024-12-31,Workers compensation insurance,2017,2,1818753.2400386084,848356.2132296885,970397.02680892
33,2024-12-31,Workers compensation insurance,2017,3,2557360.464130645,1413278.5690493905,1144081.895081255
33,2024-12-31,Workers compensation insurance,2017,4,1897588.9914224576,1294646.998662647,602941.9927598103
33,2024-12-31,Workers compensation insurance,2017,5,2099671.520983973,2435682.5371178994,-336011.01613392634
33,2024-12-31,Workers compensation insurance,2017,6,2684005.9261915404,2528625.33424327,155380.59194827033
33,2024-12-31,Workers compensation insurance,2017,7,3724009.264381451,3475303.356380118,248705.908001333
33,2024-12-31,Workers compensation insurance,2018,0,777071.3468230322,131255.3760264967,645815.9707965355
33,2024-12-31,Workers compensation insurance,2018,1,1194956.8053851798,360199.14029700554,834757.6650881743
33,2024-12-31,Workers compensation insurance,2018,2,945852.0482982944,694996.1779175366,250855.87038075773
33,2024-12-31,Workers compensation insurance,2018,3,1208464.4933911618,887148.2237479086,321316.2696432532
33,2024-12-31,Workers compensation insurance,2018,4,1805121.6263940376,969675.5475808674,835446.0788131704
33,2024-12-31,Workers compensation insurance,2018,5,1693855.929173069,1305195.758704279,388660.17046879
33,2024-12-31,Workers compensation insurance,2018,6,1327641.6722410363,1416612.142596607,-88970.47035557055
33,2024-12-31,Workers compensation insurance,2019,0,2957895.323158566,741949.3371597743,2215945.985998792
