Transaction_ID,Policy_ID,Syndicate_Number,Year_of_Account,LOB_Code,LOB_Name,Currency,Transaction_Type,Transaction_Date,Quarter,Gross_Amount,Ceding_Commission,Net_Amount,Earned_Premium,Unearned_Premium,Country
PRM00017519,POL000032,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-09-15,Q3,1095651.25,168529.61,962886.88,821738.44,273912.81,AU
PRM00017520,POL000032,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-12-15,Q4,1095651.25,121943.64,919897.89,1095651.25,0.0,AU
PRM00017521,POL000179,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-03-15,Q1,1091687.2,164444.39,887085.2,272921.8,818765.4,AU
PRM00017522,POL000179,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-06-15,Q2,1091687.2,146965.24,843800.42,545843.6,545843.6,AU
PRM00017523,POL000179,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-09-15,Q3,1091687.2,180125.43,838040.91,818765.4,272921.8,AU
PRM00017524,POL000179,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-12-15,Q4,1091687.2,199701.57,892081.88,1091687.2,0.0,AU
PRM00017525,POL000578,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-03-15,Q1,105072.66,16868.56,80030.78,26268.17,78804.5,GB
PRM00017526,POL000578,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-06-15,Q2,105072.66,11488.57,82522.5,52536.33,52536.33,GB
PRM00017527,POL000578,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-09-15,Q3,105072.66,18700.22,86461.65,78804.5,26268.17,GB
PRM00017528,POL000578,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-12-15,Q4,105072.66,13773.55,92192.8,105072.66,0.0,GB
PRM00017529,POL000784,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-03-15,Q1,832982.95,99284.11,657158.97,208245.74,624737.21,AU
PRM00017530,POL000784,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-06-15,Q2,832982.95,147998.7,628116.42,416491.47,416491.47,AU
PRM00017531,POL000784,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-09-15,Q3,832982.95,101650.04,689876.46,624737.21,208245.74,AU
PRM00017532,POL000784,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-12-15,Q4,832982.95,159519.18,657957.95,832982.95,0.0,AU
PRM00017533,POL001434,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-03-15,Q1,85787.38,10406.83,76885.86,21446.84,64340.53,GB
PRM00017534,POL001434,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-06-15,Q2,85787.38,13078.41,65144.9,42893.69,42893.69,GB
PRM00017535,POL001434,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-09-15,Q3,85787.38,10950.68,71207.76,64340.53,21446.84,GB
PRM00017536,POL001434,4242,2025,A1,Direct Accident & Health,AUD,Written_Premium,2025-12-15,Q4,85787.38,9196.26,73252.36,85787.38,0.0,GB
PRM00017537,POL001621,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-03-15,Q1,1026230.54,156242.49,878923.7,256557.64,769672.91,GB
PRM00017538,POL001621,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-06-15,Q2,1026230.54,137693.63,834320.33,513115.27,513115.27,GB
PRM00017539,POL001621,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-09-15,Q3,1026230.54,197871.0,802104.66,769672.91,256557.64,GB
PRM00017540,POL001621,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-12-15,Q4,1026230.54,106678.18,920869.39,1026230.54,0.0,GB
PRM00017541,POL001865,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-03-15,Q1,1028694.73,103632.48,908581.21,257173.68,771521.05,AU
PRM00017542,POL001865,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-06-15,Q2,1028694.73,187836.93,846764.33,514347.36,514347.36,AU
PRM00017543,POL001865,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-09-15,Q3,1028694.73,175427.62,787734.87,771521.05,257173.68,AU
PRM00017544,POL001865,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-12-15,Q4,1028694.73,181427.23,892458.42,1028694.73,0.0,AU
PRM00017545,POL001976,4242,2025,A1,Direct Accident & Health,USD,Written_Premium,2025-03-15,Q1,334722.65,35190.78,276007.69,83680.66,251041.99,GB
PRM00017546,POL001976,4242,2025,A1,Direct Accident & Health,USD,Written_Premium,2025-06-15,Q2,334722.65,65208.93,298797.32,167361.33,167361.33,GB
PRM00017547,POL001976,4242,2025,A1,Direct Accident & Health,USD,Written_Premium,2025-09-15,Q3,334722.65,66426.2,284012.09,251041.99,83680.66,GB
PRM00017548,POL001976,4242,2025,A1,Direct Accident & Health,USD,Written_Premium,2025-12-15,Q4,334722.65,38195.73,271772.52,334722.65,0.0,GB
PRM00017549,POL002408,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-03-15,Q1,529448.05,91432.33,419627.33,132362.01,397086.03,AU
PRM00017550,POL002408,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-06-15,Q2,529448.05,95837.71,465492.93,264724.02,264724.02,AU
PRM00017551,POL002408,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-09-15,Q3,529448.05,93370.76,424254.88,397086.03,132362.01,AU
PRM00017552,POL002408,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-12-15,Q4,529448.05,92201.93,402826.55,529448.05,0.0,AU
PRM00017553,POL002598,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-03-15,Q1,198236.26,26468.87,171442.68,49559.07,148677.2,AU
PRM00017554,POL002598,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-06-15,Q2,198236.26,35579.86,158156.24,99118.13,99118.13,AU
PRM00017555,POL002598,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-09-15,Q3,198236.26,38860.51,156803.25,148677.2,49559.07,AU
PRM00017556,POL002598,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-12-15,Q4,198236.26,32907.42,174813.57,198236.26,0.0,AU
PRM00017557,POL003295,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-03-15,Q1,102974.57,15975.47,83602.35,25743.64,77230.93,CA
PRM00017558,POL003295,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-06-15,Q2,102974.57,12474.4,80265.19,51487.29,51487.29,CA
PRM00017559,POL003295,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-09-15,Q3,102974.57,11933.94,84073.9,77230.93,25743.64,CA
PRM00017560,POL003295,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-12-15,Q4,102974.57,15939.65,90191.01,102974.57,0.0,CA
PRM00017561,POL003691,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-03-15,Q1,1132784.17,137899.14,977911.21,283196.04,849588.13,DE
PRM00017562,POL003691,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-06-15,Q2,1132784.17,191906.16,957404.08,566392.08,566392.08,DE
PRM00017563,POL003691,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-09-15,Q3,1132784.17,151719.07,903620.81,849588.13,283196.04,DE
PRM00017564,POL003691,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-12-15,Q4,1132784.17,199249.78,896236.34,1132784.17,0.0,DE
PRM00017565,POL003975,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-03-15,Q1,186823.22,24842.23,167165.45,46705.81,140117.42,JP
PRM00017566,POL003975,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-06-15,Q2,186823.22,37335.96,140165.41,93411.61,93411.61,JP
PRM00017567,POL003975,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-09-15,Q3,186823.22,31512.67,155124.01,140117.42,46705.81,JP
PRM00017568,POL003975,4242,2025,A1,Direct Accident & Health,GBP,Written_Premium,2025-12-15,Q4,186823.22,27279.37,147842.26,186823.22,0.0,JP
PRM00017569,POL004177,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-03-15,Q1,319443.57,48144.98,261460.18,79860.89,239582.68,US
PRM00017570,POL004177,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-06-15,Q2,319443.57,44763.98,280302.95,159721.79,159721.79,US
PRM00017571,POL004177,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-09-15,Q3,319443.57,40589.95,268211.66,239582.68,79860.89,US
PRM00017572,POL004177,4242,2025,A1,Direct Accident & Health,JPY,Written_Premium,2025-12-15,Q4,319443.57,59551.15,286493.04,319443.57,0.0,US
PRM00017573,POL004849,4242,2025,A1,Direct Accident & Health,USD,Written_Premium,2025-03-15,Q1,802933.05,128690.23,664832.94,200733.26,602199.78,DE
PRM00017574,POL004849,4242,2025,A1,Direct Accident & Health,USD,Written_Premium,2025-06-15,Q2,802933.05,147781.03,624896.29,401466.52,401466.52,DE
PRM00017575,POL004849,4242,2025,A1,Direct Accident & Health,USD,Written_Premium,2025-09-15,Q3,802933.05,130879.35,609929.38,602199.78,200733.26,DE
PRM00017576,POL004849,4242,2025,A1,Direct Accident & Health,USD,Written_Premium,2025-12-15,Q4,802933.05,133288.37,698047.01,802933.05,0.0,DE
PRM00017577,POL000408,4242,2025,A2,Accident & Health Reinsurance,CHF,Written_Premium,2025-03-15,Q1,435254.43,46268.03,381832.64,108813.61,326440.82,GB
PRM00017578,POL000408,4242,2025,A2,Accident & Health Reinsurance,CHF,Written_Premium,2025-06-15,Q2,435254.43,48894.7,337920.68,217627.21,217627.21,GB
PRM00017579,POL000408,4242,2025,A2,Accident & Health Reinsurance,CHF,Written_Premium,2025-09-15,Q3,435254.43,79930.28,334582.39,326440.82,108813.61,GB
PRM00017580,POL000408,4242,2025,A2,Accident & Health Reinsurance,CHF,Written_Premium,2025-12-15,Q4,435254.43,72855.29,345688.7,435254.43,0.0,GB
PRM00017581,POL000814,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-03-15,Q1,133838.68,16707.95,113431.38,33459.67,100379.01,US
PRM00017582,POL000814,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-06-15,Q2,133838.68,14812.75,111915.01,66919.34,66919.34,US
PRM00017583,POL000814,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-09-15,Q3,133838.68,25757.56,117471.71,100379.01,33459.67,US
PRM00017584,POL000814,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-12-15,Q4,133838.68,24775.08,106460.44,133838.68,0.0,US
PRM00017585,POL000817,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-03-15,Q1,291094.58,49523.42,252383.72,72773.64,218320.93,FR
PRM00017586,POL000817,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-06-15,Q2,291094.58,55348.85,229854.08,145547.29,145547.29,FR
PRM00017587,POL000817,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-09-15,Q3,291094.58,51257.69,228463.0,218320.93,72773.64,FR
PRM00017588,POL000817,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-12-15,Q4,291094.58,29918.45,239359.85,291094.58,0.0,FR
PRM00017589,POL000901,4242,2025,A2,Accident & Health Reinsurance,CAD,Written_Premium,2025-03-15,Q1,280334.75,49504.1,219265.35,70083.69,210251.06,FR
PRM00017590,POL000901,4242,2025,A2,Accident & Health Reinsurance,CAD,Written_Premium,2025-06-15,Q2,280334.75,29395.76,225969.03,140167.37,140167.37,FR
PRM00017591,POL000901,4242,2025,A2,Accident & Health Reinsurance,CAD,Written_Premium,2025-09-15,Q3,280334.75,33720.84,226317.88,210251.06,70083.69,FR
PRM00017592,POL000901,4242,2025,A2,Accident & Health Reinsurance,CAD,Written_Premium,2025-12-15,Q4,280334.75,53847.59,241532.27,280334.75,0.0,FR
PRM00017593,POL001633,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-03-15,Q1,292730.35,40190.24,233820.53,73182.59,219547.76,AU
PRM00017594,POL001633,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-06-15,Q2,292730.35,56239.2,258576.5,146365.17,146365.17,AU
PRM00017595,POL001633,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-09-15,Q3,292730.35,46956.51,235249.27,219547.76,73182.59,AU
PRM00017596,POL001633,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-12-15,Q4,292730.35,52467.07,248692.0,292730.35,0.0,AU
PRM00017597,POL001839,4242,2025,A2,Accident & Health Reinsurance,AUD,Written_Premium,2025-03-15,Q1,458695.08,71770.66,394837.01,114673.77,344021.31,GB
PRM00017598,POL001839,4242,2025,A2,Accident & Health Reinsurance,AUD,Written_Premium,2025-06-15,Q2,458695.08,52037.4,408019.49,229347.54,229347.54,GB
PRM00017599,POL001839,4242,2025,A2,Accident & Health Reinsurance,AUD,Written_Premium,2025-09-15,Q3,458695.08,90496.91,368408.93,344021.31,114673.77,GB
PRM00017600,POL001839,4242,2025,A2,Accident & Health Reinsurance,AUD,Written_Premium,2025-12-15,Q4,458695.08,89298.76,398777.89,458695.08,0.0,GB
PRM00017601,POL001858,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-03-15,Q1,428550.01,83182.84,380389.02,107137.5,321412.51,GB
PRM00017602,POL001858,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-06-15,Q2,428550.01,51464.65,338127.64,214275.0,214275.0,GB
PRM00017603,POL001858,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-09-15,Q3,428550.01,54022.76,327474.17,321412.51,107137.5,GB
PRM00017604,POL001858,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-12-15,Q4,428550.01,59897.92,344722.75,428550.01,0.0,GB
PRM00017605,POL002017,4242,2025,A2,Accident & Health Reinsurance,JPY,Written_Premium,2025-03-15,Q1,441710.49,59364.2,354402.78,110427.62,331282.87,DE
PRM00017606,POL002017,4242,2025,A2,Accident & Health Reinsurance,JPY,Written_Premium,2025-06-15,Q2,441710.49,46912.78,343604.95,220855.25,220855.25,DE
PRM00017607,POL002017,4242,2025,A2,Accident & Health Reinsurance,JPY,Written_Premium,2025-09-15,Q3,441710.49,57241.65,390183.49,331282.87,110427.62,DE
PRM00017608,POL002017,4242,2025,A2,Accident & Health Reinsurance,JPY,Written_Premium,2025-12-15,Q4,441710.49,85096.82,350179.87,441710.49,0.0,DE
PRM00017609,POL002730,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-03-15,Q1,97650.43,16543.53,85697.37,24412.61,73237.83,DE
PRM00017610,POL002730,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-06-15,Q2,97650.43,14707.87,84304.7,48825.22,48825.22,DE
PRM00017611,POL002730,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-09-15,Q3,97650.43,19294.43,75613.87,73237.83,24412.61,DE
PRM00017612,POL002730,4242,2025,A2,Accident & Health Reinsurance,USD,Written_Premium,2025-12-15,Q4,97650.43,10452.69,82612.61,97650.43,0.0,DE
PRM00017613,POL003188,4242,2025,A2,Accident & Health Reinsurance,CHF,Written_Premium,2025-03-15,Q1,483210.98,72891.49,383906.56,120802.74,362408.23,JP
PRM00017614,POL003188,4242,2025,A2,Accident & Health Reinsurance,CHF,Written_Premium,2025-06-15,Q2,483210.98,92611.58,423715.25,241605.49,241605.49,JP
PRM00017615,POL003188,4242,2025,A2,Accident & Health Reinsurance,CHF,Written_Premium,2025-09-15,Q3,483210.98,61097.26,418523.05,362408.23,120802.74,JP
PRM00017616,POL003188,4242,2025,A2,Accident & Health Reinsurance,CHF,Written_Premium,2025-12-15,Q4,483210.98,88350.51,385988.65,483210.98,0.0,JP
PRM00017617,POL003524,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-03-15,Q1,508629.34,55905.96,446354.17,127157.33,381472.0,FR
PRM00017618,POL003524,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-06-15,Q2,508629.34,55785.87,417987.11,254314.67,254314.67,FR
PRM00017619,POL003524,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-09-15,Q3,508629.34,60748.9,452232.14,381472.0,127157.33,FR
PRM00017620,POL003524,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-12-15,Q4,508629.34,56311.35,390390.87,508629.34,0.0,FR
PRM00017621,POL003642,4242,2025,A2,Accident & Health Reinsurance,JPY,Written_Premium,2025-03-15,Q1,318235.04,54155.0,248488.54,79558.76,238676.28,GB
PRM00017622,POL003642,4242,2025,A2,Accident & Health Reinsurance,JPY,Written_Premium,2025-06-15,Q2,318235.04,36035.7,246705.0,159117.52,159117.52,GB
PRM00017623,POL003642,4242,2025,A2,Accident & Health Reinsurance,JPY,Written_Premium,2025-09-15,Q3,318235.04,50787.01,249303.38,238676.28,79558.76,GB
PRM00017624,POL003642,4242,2025,A2,Accident & Health Reinsurance,JPY,Written_Premium,2025-12-15,Q4,318235.04,43828.55,279238.57,318235.04,0.0,GB
PRM00017625,POL004161,4242,2025,A2,Accident & Health Reinsurance,CAD,Written_Premium,2025-03-15,Q1,452928.49,53249.55,395833.06,113232.12,339696.37,JP
PRM00017626,POL004161,4242,2025,A2,Accident & Health Reinsurance,CAD,Written_Premium,2025-06-15,Q2,452928.49,80412.99,396165.87,226464.25,226464.25,JP
PRM00017627,POL004161,4242,2025,A2,Accident & Health Reinsurance,CAD,Written_Premium,2025-09-15,Q3,452928.49,61010.25,371788.32,339696.37,113232.12,JP
PRM00017628,POL004161,4242,2025,A2,Accident & Health Reinsurance,CAD,Written_Premium,2025-12-15,Q4,452928.49,77315.16,342239.15,452928.49,0.0,JP
PRM00017629,POL004165,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-03-15,Q1,599142.6,99683.09,460150.06,149785.65,449356.95,FR
PRM00017630,POL004165,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-06-15,Q2,599142.6,77174.01,522133.39,299571.3,299571.3,FR
PRM00017631,POL004165,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-09-15,Q3,599142.6,97982.82,505244.08,449356.95,149785.65,FR
PRM00017632,POL004165,4242,2025,A2,Accident & Health Reinsurance,EUR,Written_Premium,2025-12-15,Q4,599142.6,73509.59,509380.03,599142.6,0.0,FR
PRM00017633,POL000091,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-03-15,Q1,92185.75,10432.67,82480.36,23046.44,69139.31,GB
PRM00017634,POL000091,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-06-15,Q2,92185.75,11548.08,80571.47,46092.88,46092.88,GB
PRM00017635,POL000091,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-09-15,Q3,92185.75,17701.06,71514.83,69139.31,23046.44,GB
PRM00017636,POL000091,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-12-15,Q4,92185.75,9308.45,81228.94,92185.75,0.0,GB
PRM00017637,POL000131,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-03-15,Q1,1411714.9,249024.57,1091453.83,352928.72,1058786.17,JP
PRM00017638,POL000131,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-06-15,Q2,1411714.9,258397.13,1230409.0,705857.45,705857.45,JP
PRM00017639,POL000131,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-09-15,Q3,1411714.9,206290.25,1259282.88,1058786.17,352928.72,JP
PRM00017640,POL000131,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-12-15,Q4,1411714.9,223348.73,1152569.23,1411714.9,0.0,JP
PRM00017641,POL000567,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-03-15,Q1,117802.27,11936.14,105187.6,29450.57,88351.7,FR
PRM00017642,POL000567,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-06-15,Q2,117802.27,13292.44,93585.45,58901.13,58901.13,FR
PRM00017643,POL000567,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-09-15,Q3,117802.27,20373.16,88446.16,88351.7,29450.57,FR
PRM00017644,POL000567,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-12-15,Q4,117802.27,18172.05,91159.65,117802.27,0.0,FR
PRM00017645,POL000733,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-03-15,Q1,153498.74,15695.84,129898.29,38374.69,115124.06,US
PRM00017646,POL000733,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-06-15,Q2,153498.74,24605.51,132031.05,76749.37,76749.37,US
PRM00017647,POL000733,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-09-15,Q3,153498.74,24839.5,125300.72,115124.06,38374.69,US
PRM00017648,POL000733,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-12-15,Q4,153498.74,22696.64,120192.34,153498.74,0.0,US
PRM00017649,POL000761,4242,2025,D1,Direct Motor (Private Car),GBP,Written_Premium,2025-03-15,Q1,1261267.68,136686.42,1108815.3,315316.92,945950.76,CA
PRM00017650,POL000761,4242,2025,D1,Direct Motor (Private Car),GBP,Written_Premium,2025-06-15,Q2,1261267.68,213319.89,969205.61,630633.84,630633.84,CA
PRM00017651,POL000761,4242,2025,D1,Direct Motor (Private Car),GBP,Written_Premium,2025-09-15,Q3,1261267.68,159454.1,1109265.09,945950.76,315316.92,CA
PRM00017652,POL000761,4242,2025,D1,Direct Motor (Private Car),GBP,Written_Premium,2025-12-15,Q4,1261267.68,247187.21,1095627.2,1261267.68,0.0,CA
PRM00017653,POL001084,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-03-15,Q1,1105195.51,173510.83,972983.29,276298.88,828896.63,CA
PRM00017654,POL001084,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-06-15,Q2,1105195.51,179794.31,944844.85,552597.76,552597.76,CA
PRM00017655,POL001084,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-09-15,Q3,1105195.51,201913.63,887579.39,828896.63,276298.88,CA
PRM00017656,POL001084,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-12-15,Q4,1105195.51,197226.4,863204.73,1105195.51,0.0,CA
PRM00017657,POL001491,4242,2025,D1,Direct Motor (Private Car),USD,Written_Premium,2025-03-15,Q1,455501.83,54398.38,397061.31,113875.46,341626.37,AU
PRM00017658,POL001491,4242,2025,D1,Direct Motor (Private Car),USD,Written_Premium,2025-06-15,Q2,455501.83,71231.32,369905.96,227750.91,227750.91,AU
PRM00017659,POL001491,4242,2025,D1,Direct Motor (Private Car),USD,Written_Premium,2025-09-15,Q3,455501.83,69393.5,408443.03,341626.37,113875.46,AU
PRM00017660,POL001491,4242,2025,D1,Direct Motor (Private Car),USD,Written_Premium,2025-12-15,Q4,455501.83,86279.9,376306.68,455501.83,0.0,AU
PRM00017661,POL001871,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-03-15,Q1,562503.53,87029.97,473703.77,140625.88,421877.65,GB
PRM00017662,POL001871,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-06-15,Q2,562503.53,100734.58,495605.29,281251.76,281251.76,GB
PRM00017663,POL001871,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-09-15,Q3,562503.53,64492.66,474881.38,421877.65,140625.88,GB
PRM00017664,POL001871,4242,2025,D1,Direct Motor (Private Car),CAD,Written_Premium,2025-12-15,Q4,562503.53,69029.82,474340.65,562503.53,0.0,GB
PRM00017665,POL003195,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-03-15,Q1,837953.91,98150.2,730021.11,209488.48,628465.43,US
PRM00017666,POL003195,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-06-15,Q2,837953.91,139178.58,737315.12,418976.95,418976.95,US
PRM00017667,POL003195,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-09-15,Q3,837953.91,162934.93,745853.63,628465.43,209488.48,US
PRM00017668,POL003195,4242,2025,D1,Direct Motor (Private Car),CHF,Written_Premium,2025-12-15,Q4,837953.91,95959.42,675829.13,837953.91,0.0,US
PRM00017669,POL003523,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-03-15,Q1,265494.56,39375.37,230540.15,66373.64,199120.92,DE
PRM00017670,POL003523,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-06-15,Q2,265494.56,26942.78,235976.03,132747.28,132747.28,DE
PRM00017671,POL003523,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-09-15,Q3,265494.56,37361.21,224254.21,199120.92,66373.64,DE
PRM00017672,POL003523,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-12-15,Q4,265494.56,52584.22,234272.04,265494.56,0.0,DE
PRM00017673,POL004376,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-03-15,Q1,217377.92,29610.8,178831.76,54344.48,163033.44,DE
PRM00017674,POL004376,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-06-15,Q2,217377.92,38474.68,187278.33,108688.96,108688.96,DE
PRM00017675,POL004376,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-09-15,Q3,217377.92,37058.58,163382.09,163033.44,54344.48,DE
PRM00017676,POL004376,4242,2025,D1,Direct Motor (Private Car),JPY,Written_Premium,2025-12-15,Q4,217377.92,26063.96,170261.62,217377.92,0.0,DE
PRM00017677,POL004981,4242,2025,D1,Direct Motor (Private Car),AUD,Written_Premium,2025-03-15,Q1,953226.17,119212.0,728672.55,238306.54,714919.63,JP
PRM00017678,POL004981,4242,2025,D1,Direct Motor (Private Car),AUD,Written_Premium,2025-06-15,Q2,953226.17,172210.35,763719.55,476613.08,476613.08,JP
PRM00017679,POL004981,4242,2025,D1,Direct Motor (Private Car),AUD,Written_Premium,2025-09-15,Q3,953226.17,169253.69,848112.67,714919.63,238306.54,JP
PRM00017680,POL004981,4242,2025,D1,Direct Motor (Private Car),AUD,Written_Premium,2025-12-15,Q4,953226.17,125160.9,779801.69,953226.17,0.0,JP
PRM00017681,POL000985,4242,2025,D2,Direct Motor (Commercial),CHF,Written_Premium,2025-03-15,Q1,470637.63,51182.43,373792.7,117659.41,352978.22,US
PRM00017682,POL000985,4242,2025,D2,Direct Motor (Commercial),CHF,Written_Premium,2025-06-15,Q2,470637.63,72771.99,365698.71,235318.81,235318.81,US
PRM00017683,POL000985,4242,2025,D2,Direct Motor (Commercial),CHF,Written_Premium,2025-09-15,Q3,470637.63,72337.12,375066.28,352978.22,117659.41,US
PRM00017684,POL000985,4242,2025,D2,Direct Motor (Commercial),CHF,Written_Premium,2025-12-15,Q4,470637.63,93659.15,379501.86,470637.63,0.0,US
PRM00017685,POL001707,4242,2025,D2,Direct Motor (Commercial),AUD,Written_Premium,2025-03-15,Q1,365606.56,37988.58,300142.21,91401.64,274204.92,DE
PRM00017686,POL001707,4242,2025,D2,Direct Motor (Commercial),AUD,Written_Premium,2025-06-15,Q2,365606.56,48772.72,294497.65,182803.28,182803.28,DE
