reporting_period,Policy_ID,Syndicate_Number,Year_of_Account,LOB_Code,LOB_Name,Currency,Inception_Date,Expiry_Date,Gross_Written_Premium,Net_Written_Premium,Broker,Country,Risk_Code
2025-11-30,POL003749,623,2018,D1,Direct Motor (Private Car),USD,2018-07-15,2019-07-15,1589029.46,1409916.78,Broker_46,AU,5
2025-11-30,POL003750,2525,2022,E1,Energy Offshore,JPY,2022-02-10,2023-02-10,1344102.55,1055031.95,Broker_31,DE,3
2025-11-30,POL003751,2010,2023,E1,Energy Offshore,CAD,2023-04-23,2024-04-22,1936490.94,1519954.85,Broker_36,US,1
2025-11-30,POL003752,2987,2021,A1,Direct Accident & Health,GBP,2021-03-03,2022-03-03,3076526.3,2708830.74,Broker_49,DE,9
2025-11-30,POL003753,2791,2020,D1,Direct Motor (Private Car),AUD,2020-08-01,2021-08-01,4031829.78,3785289.38,Broker_17,JP,5
2025-11-30,POL003754,2525,2024,D1,Direct Motor (Private Car),EUR,2024-12-21,2025-12-21,494957.02,441186.86,Broker_18,CA,3
2025-11-30,POL003755,2010,2023,D1,Direct Motor (Private Car),GBP,2023-10-08,2024-10-07,4245007.09,3415325.7,Broker_35,AU,3
2025-11-30,POL003756,5000,2019,D1,Direct Motor (Private Car),AUD,2019-06-28,2020-06-27,4070570.0,3336345.7,Broker_4,AU,4
2025-11-30,POL003757,2791,2020,A1,Direct Accident & Health,CHF,2020-04-18,2021-04-18,4740451.23,3641318.99,Broker_25,JP,2
2025-11-30,POL003758,2791,2024,D1,Direct Motor (Private Car),JPY,2024-11-28,2025-11-28,3670501.94,3293668.49,Broker_19,CA,6
2025-11-30,POL003759,623,2024,A2,Accident & Health Reinsurance,AUD,2024-09-28,2025-09-28,3696500.75,3487791.67,Broker_37,GB,1
2025-11-30,POL003760,2987,2025,A1,Direct Accident & Health,USD,2025-09-23,2026-09-23,2723114.21,2558229.37,Broker_20,CA,3
2025-11-30,POL003761,623,2021,E1,Energy Offshore,AUD,2021-06-12,2022-06-12,2667324.89,2063416.32,Broker_15,GB,5
2025-11-30,POL003762,623,2025,A1,Direct Accident & Health,AUD,2025-05-14,2026-05-14,1635872.95,1314914.76,Broker_27,CA,4
2025-11-30,POL003763,5000,2023,A2,Accident & Health Reinsurance,JPY,2023-05-27,2024-05-26,3026660.72,2471595.51,Broker_46,JP,2
2025-11-30,POL003764,2010,2026,A2,Accident & Health Reinsurance,EUR,2026-04-26,2027-04-26,4664163.64,3994563.28,Broker_5,AU,9
2025-11-30,POL003765,2010,2020,A1,Direct Accident & Health,AUD,2020-04-08,2021-04-08,2718621.9,1987950.23,Broker_23,GB,5
2025-11-30,POL003766,33,2019,E1,Energy Offshore,AUD,2019-12-15,2020-12-14,2585636.64,2253743.2,Broker_23,CA,1
2025-11-30,POL003767,2010,2019,E1,Energy Offshore,GBP,2019-11-13,2020-11-12,507224.92,420874.64,Broker_48,DE,3
2025-11-30,POL003768,2987,2026,A2,Accident & Health Reinsurance,GBP,2026-12-01,2027-12-01,134526.13,110805.5,Broker_5,JP,5
2025-11-30,POL003769,623,2026,D2,Direct Motor (Commercial),AUD,2026-08-25,2027-08-25,1206360.96,1119381.36,Broker_32,GB,6
2025-11-30,POL003770,2525,2021,A2,Accident & Health Reinsurance,USD,2021-01-03,2022-01-03,2254887.81,1762342.07,Broker_44,GB,5
2025-11-30,POL003771,2525,2018,A1,Direct Accident & Health,CAD,2018-05-01,2019-05-01,393882.45,298397.74,Broker_5,US,4
2025-11-30,POL003772,4242,2019,E1,Energy Offshore,GBP,2019-10-08,2020-10-07,4842318.0,3607617.72,Broker_37,JP,2
2025-11-30,POL003773,2791,2019,A2,Accident & Health Reinsurance,CAD,2019-08-04,2020-08-03,2287691.96,1865130.15,Broker_36,GB,9
2025-11-30,POL003774,1183,2021,D1,Direct Motor (Private Car),JPY,2021-01-27,2022-01-27,4681614.2,3938962.66,Broker_9,FR,6
2025-11-30,POL003775,1910,2025,E1,Energy Offshore,CAD,2025-10-14,2026-10-14,1323032.29,1137906.17,Broker_48,AU,9
2025-11-30,POL003776,1910,2024,A2,Accident & Health Reinsurance,CHF,2024-12-03,2025-12-03,2020922.09,1430112.23,Broker_22,FR,3
2025-11-30,POL003777,33,2019,D2,Direct Motor (Commercial),CHF,2019-01-14,2020-01-14,3807431.57,3588183.13,Broker_14,GB,4
2025-11-30,POL003778,623,2024,A2,Accident & Health Reinsurance,CAD,2024-08-01,2025-08-01,451717.54,398821.2,Broker_49,CA,5
2025-11-30,POL003779,4242,2021,A2,Accident & Health Reinsurance,CHF,2021-09-25,2022-09-25,2021049.84,1445445.38,Broker_36,GB,7
2025-11-30,POL003780,4242,2024,A1,Direct Accident & Health,EUR,2024-08-11,2025-08-11,73938.35,66923.01,Broker_24,AU,4
2025-11-30,POL003781,1183,2021,E1,Energy Offshore,EUR,2021-11-23,2022-11-23,2224719.21,1831962.6,Broker_29,DE,1
2025-11-30,POL003782,5000,2018,E1,Energy Offshore,GBP,2018-06-04,2019-06-04,1681334.54,1272918.92,Broker_45,CA,8
2025-11-30,POL003783,623,2021,D1,Direct Motor (Private Car),EUR,2021-11-02,2022-11-02,3262704.65,2408686.63,Broker_4,GB,7
2025-11-30,POL003784,33,2023,D2,Direct Motor (Commercial),USD,2023-01-23,2024-01-23,3446361.89,2830435.42,Broker_7,JP,3
2025-11-30,POL003785,1910,2021,D1,Direct Motor (Private Car),EUR,2021-07-23,2022-07-23,890111.12,706235.21,Broker_38,DE,4
2025-11-30,POL003786,1910,2025,A1,Direct Accident & Health,JPY,2025-08-11,2026-08-11,1439160.33,1134799.73,Broker_43,GB,5
2025-11-30,POL003787,5000,2026,A2,Accident & Health Reinsurance,CAD,2026-04-08,2027-04-08,4524690.81,3610441.25,Broker_27,DE,3
2025-11-30,POL003788,1183,2024,A1,Direct Accident & Health,USD,2024-09-24,2025-09-24,104488.31,89931.88,Broker_34,JP,3
2025-11-30,POL003789,4242,2020,D2,Direct Motor (Commercial),EUR,2020-11-23,2021-11-23,3171258.44,2878898.25,Broker_8,DE,2
2025-11-30,POL003790,1183,2021,A2,Accident & Health Reinsurance,CAD,2021-10-14,2022-10-14,272316.61,207827.08,Broker_5,CA,8
2025-11-30,POL003791,4242,2021,D1,Direct Motor (Private Car),JPY,2021-01-14,2022-01-14,4015978.71,3107693.36,Broker_31,FR,8
2025-11-30,POL003792,1183,2021,A2,Accident & Health Reinsurance,AUD,2021-04-22,2022-04-22,3769106.97,2733669.22,Broker_7,CA,1
2025-11-30,POL003793,2010,2021,A2,Accident & Health Reinsurance,EUR,2021-03-11,2022-03-11,176369.25,128554.62,Broker_28,CA,7
2025-11-30,POL003794,1183,2023,A1,Direct Accident & Health,EUR,2023-12-27,2024-12-26,2111364.7,1538562.61,Broker_49,FR,7
2025-11-30,POL003795,2010,2020,D2,Direct Motor (Commercial),CAD,2020-11-28,2021-11-28,1368406.92,962412.65,Broker_16,AU,9
2025-11-30,POL003796,2010,2018,E1,Energy Offshore,EUR,2018-03-12,2019-03-12,2178846.08,1643114.28,Broker_8,JP,9
2025-11-30,POL003797,5000,2023,E1,Energy Offshore,CHF,2023-03-09,2024-03-08,4237161.41,3618422.05,Broker_16,JP,1
2025-11-30,POL003798,1910,2021,A1,Direct Accident & Health,CAD,2021-05-22,2022-05-22,1156316.88,1040194.68,Broker_50,AU,4
2025-11-30,POL003799,1183,2018,D2,Direct Motor (Commercial),USD,2018-04-10,2019-04-10,2632821.83,1866951.54,Broker_40,DE,9
2025-11-30,POL003800,1910,2021,A1,Direct Accident & Health,CAD,2021-05-12,2022-05-12,1955566.78,1565850.03,Broker_28,DE,6
2025-11-30,POL003801,4242,2019,A2,Accident & Health Reinsurance,GBP,2019-08-07,2020-08-06,1013872.0,833754.16,Broker_16,CA,9
2025-11-30,POL003802,2791,2021,A2,Accident & Health Reinsurance,JPY,2021-12-26,2022-12-26,3220148.85,2662553.54,Broker_50,AU,8
2025-11-30,POL003803,623,2023,D2,Direct Motor (Commercial),CHF,2023-07-12,2024-07-11,547811.47,459708.81,Broker_16,DE,7
2025-11-30,POL003804,1910,2020,A1,Direct Accident & Health,CHF,2020-01-24,2021-01-23,3048272.8,2538619.6,Broker_17,FR,6
2025-11-30,POL003805,2010,2024,D1,Direct Motor (Private Car),CAD,2024-01-07,2025-01-06,3504695.25,2556056.81,Broker_47,GB,5
2025-11-30,POL003806,5000,2024,E1,Energy Offshore,CHF,2024-12-19,2025-12-19,1098458.92,910051.75,Broker_36,US,4
2025-11-30,POL003807,33,2020,A1,Direct Accident & Health,GBP,2020-12-26,2021-12-26,3958591.18,3441052.81,Broker_47,GB,2
2025-11-30,POL003808,5000,2022,A1,Direct Accident & Health,CHF,2022-03-20,2023-03-20,2645612.29,2361900.86,Broker_15,DE,8
2025-11-30,POL003809,5000,2019,A1,Direct Accident & Health,CAD,2019-05-14,2020-05-13,3123843.79,2811142.83,Broker_11,FR,4
2025-11-30,POL003810,2010,2021,D2,Direct Motor (Commercial),CAD,2021-02-13,2022-02-13,1806220.59,1540687.71,Broker_21,AU,4
2025-11-30,POL003811,623,2023,E1,Energy Offshore,CHF,2023-03-10,2024-03-09,4103688.78,2903036.83,Broker_17,CA,8
2025-11-30,POL003812,2525,2022,D1,Direct Motor (Private Car),EUR,2022-10-17,2023-10-17,1114921.07,1016303.9,Broker_37,CA,4
2025-11-30,POL003813,2010,2018,E1,Energy Offshore,AUD,2018-01-22,2019-01-22,3809630.89,3152461.78,Broker_50,JP,4
2025-11-30,POL003814,1910,2024,D1,Direct Motor (Private Car),CAD,2024-07-14,2025-07-14,4190483.86,3664604.02,Broker_4,GB,8
2025-11-30,POL003815,2525,2026,A2,Accident & Health Reinsurance,GBP,2026-11-07,2027-11-07,1167332.82,1014121.4,Broker_10,US,6
2025-11-30,POL003816,2987,2021,D1,Direct Motor (Private Car),JPY,2021-04-24,2022-04-24,1010480.38,734726.52,Broker_11,CA,1
2025-11-30,POL003817,5000,2022,E1,Energy Offshore,GBP,2022-06-13,2023-06-13,15829.05,11517.42,Broker_17,FR,8
2025-11-30,POL003818,1910,2021,D2,Direct Motor (Commercial),AUD,2021-07-19,2022-07-19,4214071.76,3897073.79,Broker_48,JP,9
2025-11-30,POL003819,4242,2022,A2,Accident & Health Reinsurance,CAD,2022-04-26,2023-04-26,3196239.22,2633538.8,Broker_28,CA,4
2025-11-30,POL003820,2010,2024,A1,Direct Accident & Health,AUD,2024-09-07,2025-09-07,72696.66,57408.46,Broker_25,GB,5
2025-11-30,POL003821,33,2020,A1,Direct Accident & Health,CHF,2020-03-10,2021-03-10,439784.54,330368.88,Broker_11,AU,2
2025-11-30,POL003822,1910,2022,A2,Accident & Health Reinsurance,USD,2022-07-03,2023-07-03,61704.12,54220.47,Broker_48,GB,2
2025-11-30,POL003823,623,2018,D2,Direct Motor (Commercial),JPY,2018-07-09,2019-07-09,3517104.81,3253804.55,Broker_45,GB,6
2025-11-30,POL003824,5000,2022,A2,Accident & Health Reinsurance,AUD,2022-07-12,2023-07-12,4585550.02,3996416.89,Broker_37,FR,3
2025-11-30,POL003825,2010,2020,D1,Direct Motor (Private Car),CHF,2020-10-12,2021-10-12,1804049.73,1648129.68,Broker_8,CA,8
2025-11-30,POL003826,2791,2021,A1,Direct Accident & Health,JPY,2021-10-11,2022-10-11,1286961.17,1133634.71,Broker_28,CA,1
2025-11-30,POL003827,2525,2024,A1,Direct Accident & Health,CAD,2024-04-06,2025-04-06,664627.62,503239.78,Broker_36,CA,1
2025-11-30,POL003828,623,2021,D1,Direct Motor (Private Car),USD,2021-05-09,2022-05-09,3821116.89,3364762.82,Broker_39,US,7
2025-11-30,POL003829,33,2020,D2,Direct Motor (Commercial),EUR,2020-10-08,2021-10-08,3433531.77,2813622.47,Broker_6,FR,4
2025-11-30,POL003830,2791,2023,D1,Direct Motor (Private Car),EUR,2023-09-20,2024-09-19,500985.38,424729.43,Broker_39,JP,3
2025-11-30,POL003831,4242,2020,A1,Direct Accident & Health,CAD,2020-05-27,2021-05-27,3344167.1,2345445.22,Broker_40,DE,6
2025-11-30,POL003832,4242,2021,A1,Direct Accident & Health,CHF,2021-10-01,2022-10-01,2901137.18,2741766.66,Broker_28,AU,4
2025-11-30,POL003833,4242,2026,A2,Accident & Health Reinsurance,EUR,2026-03-23,2027-03-23,2587428.25,2140197.06,Broker_30,DE,5
2025-11-30,POL003834,5000,2026,D1,Direct Motor (Private Car),GBP,2026-08-01,2027-08-01,2390632.35,2257554.08,Broker_50,DE,2
2025-11-30,POL003835,2987,2022,D1,Direct Motor (Private Car),JPY,2022-07-26,2023-07-26,3950184.19,3555373.33,Broker_39,US,2
2025-11-30,POL003836,4242,2022,E1,Energy Offshore,USD,2022-01-04,2023-01-04,3713135.69,2802148.0,Broker_15,CA,8
2025-11-30,POL003837,2987,2018,D1,Direct Motor (Private Car),AUD,2018-06-10,2019-06-10,2810225.54,2516801.78,Broker_15,JP,5
2025-11-30,POL003838,33,2026,D1,Direct Motor (Private Car),AUD,2026-01-13,2027-01-13,1690758.58,1344774.57,Broker_14,FR,7
2025-11-30,POL003839,4242,2023,A1,Direct Accident & Health,USD,2023-03-09,2024-03-08,4961460.53,4262471.78,Broker_29,JP,3
2025-11-30,POL003840,2791,2022,A1,Direct Accident & Health,CHF,2022-02-27,2023-02-27,4166631.45,3157280.59,Broker_42,AU,3
2025-11-30,POL003841,33,2021,E1,Energy Offshore,CHF,2021-07-16,2022-07-16,4770797.08,3610526.77,Broker_47,AU,8
2025-11-30,POL003842,1910,2022,A2,Accident & Health Reinsurance,GBP,2022-12-27,2023-12-27,1112040.58,875760.75,Broker_11,DE,6
2025-11-30,POL003843,1183,2025,E1,Energy Offshore,GBP,2025-02-06,2026-02-06,54913.52,49161.09,Broker_30,CA,4
2025-11-30,POL003844,623,2023,A2,Accident & Health Reinsurance,EUR,2023-08-18,2024-08-17,2385973.57,2156990.88,Broker_11,JP,5
2025-11-30,POL003845,1910,2023,D2,Direct Motor (Commercial),CHF,2023-08-25,2024-08-24,3645704.8,2772012.98,Broker_42,DE,5
2025-11-30,POL003846,1183,2019,A2,Accident & Health Reinsurance,GBP,2019-08-22,2020-08-21,46320.53,43105.01,Broker_41,JP,1
2025-11-30,POL003847,1910,2026,D1,Direct Motor (Private Car),EUR,2026-01-03,2027-01-03,1300905.56,1189968.12,Broker_13,FR,4
2025-11-30,POL003848,623,2019,D1,Direct Motor (Private Car),JPY,2019-10-08,2020-10-07,1329797.91,974984.6,Broker_29,FR,2
2025-11-30,POL003849,2010,2022,D2,Direct Motor (Commercial),JPY,2022-10-06,2023-10-06,3801189.32,3159194.32,Broker_27,GB,7
2025-11-30,POL003850,2010,2023,D1,Direct Motor (Private Car),GBP,2023-11-04,2024-11-03,2479312.54,1931106.26,Broker_41,CA,7
2025-11-30,POL003851,2791,2025,D1,Direct Motor (Private Car),CHF,2025-06-06,2026-06-06,3400367.63,2395895.71,Broker_22,US,4
2025-11-30,POL003852,2791,2025,E1,Energy Offshore,AUD,2025-04-24,2026-04-24,1899883.95,1761479.91,Broker_27,GB,1
2025-11-30,POL003853,623,2018,E1,Energy Offshore,JPY,2018-04-24,2019-04-24,228387.76,214531.16,Broker_29,DE,3
2025-11-30,POL003854,2987,2020,E1,Energy Offshore,JPY,2020-05-26,2021-05-26,2667227.27,2135973.6,Broker_22,JP,5
2025-11-30,POL003855,2525,2023,A1,Direct Accident & Health,CAD,2023-11-04,2024-11-03,4838714.04,4511845.56,Broker_6,GB,9
2025-11-30,POL003856,33,2022,A2,Accident & Health Reinsurance,CAD,2022-12-11,2023-12-11,3679130.43,3468566.37,Broker_34,JP,6
2025-11-30,POL003857,2791,2018,A2,Accident & Health Reinsurance,AUD,2018-10-16,2019-10-16,1491675.97,1097853.65,Broker_2,JP,7
2025-11-30,POL003858,2791,2018,A2,Accident & Health Reinsurance,AUD,2018-12-14,2019-12-14,4210634.99,3632847.39,Broker_40,GB,2
2025-11-30,POL003859,623,2019,A2,Accident & Health Reinsurance,EUR,2019-01-06,2020-01-06,4575656.8,3360182.1,Broker_26,FR,5
2025-11-30,POL003860,1183,2023,A2,Accident & Health Reinsurance,CAD,2023-06-05,2024-06-04,4112360.01,3597979.24,Broker_37,DE,6
2025-11-30,POL003861,623,2025,A2,Accident & Health Reinsurance,JPY,2025-09-03,2026-09-03,577952.53,501798.95,Broker_4,DE,8
2025-11-30,POL003862,5000,2025,A1,Direct Accident & Health,JPY,2025-11-02,2026-11-02,661815.22,520455.91,Broker_20,FR,3
2025-11-30,POL003863,2010,2019,D1,Direct Motor (Private Car),AUD,2019-01-27,2020-01-27,1347488.23,1143894.17,Broker_5,FR,9
2025-11-30,POL003864,2791,2023,E1,Energy Offshore,AUD,2023-10-23,2024-10-22,3157733.26,2735019.32,Broker_30,US,9
2025-11-30,POL003865,5000,2022,A2,Accident & Health Reinsurance,USD,2022-01-03,2023-01-03,2302748.41,1616742.09,Broker_24,AU,5
2025-11-30,POL003866,4242,2022,D1,Direct Motor (Private Car),CHF,2022-09-18,2023-09-18,2287016.39,1881998.78,Broker_19,FR,5
2025-11-30,POL003867,33,2024,D1,Direct Motor (Private Car),CAD,2024-01-02,2025-01-01,2132685.03,1594891.19,Broker_12,AU,7
2025-11-30,POL003868,2791,2025,D2,Direct Motor (Commercial),CHF,2025-01-05,2026-01-05,2968686.21,2576600.85,Broker_29,CA,4
2025-11-30,POL003869,1910,2025,D2,Direct Motor (Commercial),GBP,2025-11-06,2026-11-06,1089024.12,868957.7,Broker_23,CA,9
2025-11-30,POL003870,2791,2019,E1,Energy Offshore,CHF,2019-06-23,2020-06-22,1026834.13,774802.12,Broker_16,CA,7
2025-11-30,POL003871,623,2019,D1,Direct Motor (Private Car),AUD,2019-07-20,2020-07-19,4630385.16,4394939.08,Broker_22,FR,9
2025-11-30,POL003872,623,2025,D2,Direct Motor (Commercial),EUR,2025-09-08,2026-09-08,1760981.4,1535447.78,Broker_42,JP,1
2025-11-30,POL003873,2525,2026,E1,Energy Offshore,USD,2026-01-22,2027-01-22,4861865.44,4200733.31,Broker_29,US,7
2025-11-30,POL003874,5000,2018,E1,Energy Offshore,USD,2018-05-03,2019-05-03,2065171.06,1954452.78,Broker_30,US,5
2025-11-30,POL003875,623,2023,A2,Accident & Health Reinsurance,CHF,2023-01-03,2024-01-03,3466040.62,2488489.68,Broker_21,JP,4
2025-11-30,POL003876,33,2018,D1,Direct Motor (Private Car),USD,2018-04-28,2019-04-28,1592807.82,1399310.86,Broker_26,GB,2
2025-11-30,POL003877,4242,2021,D1,Direct Motor (Private Car),GBP,2021-02-12,2022-02-12,2537659.43,1880252.82,Broker_22,AU,3
2025-11-30,POL003878,5000,2021,A1,Direct Accident & Health,EUR,2021-07-07,2022-07-07,1732772.21,1562633.72,Broker_3,DE,1
2025-11-30,POL003879,1910,2019,D2,Direct Motor (Commercial),AUD,2019-04-01,2020-03-31,2387395.46,1920888.91,Broker_41,GB,8
2025-11-30,POL003880,623,2026,A1,Direct Accident & Health,GBP,2026-07-15,2027-07-15,4527157.27,4024349.43,Broker_33,JP,7
2025-11-30,POL003881,2010,2022,A1,Direct Accident & Health,CAD,2022-06-02,2023-06-02,99601.87,80385.89,Broker_33,US,5
2025-11-30,POL003882,5000,2023,D2,Direct Motor (Commercial),JPY,2023-06-13,2024-06-12,3773168.72,2946073.51,Broker_34,US,6
2025-11-30,POL003883,2525,2021,E1,Energy Offshore,USD,2021-11-21,2022-11-21,44493.83,32635.43,Broker_31,DE,9
2025-11-30,POL003884,2525,2022,E1,Energy Offshore,CAD,2022-11-22,2023-11-22,3963791.13,2934139.17,Broker_37,FR,1
2025-11-30,POL003885,2987,2021,A2,Accident & Health Reinsurance,AUD,2021-10-19,2022-10-19,2790450.21,2339979.9,Broker_1,JP,5
2025-11-30,POL003886,33,2022,E1,Energy Offshore,USD,2022-07-12,2023-07-12,4328927.15,3916722.38,Broker_16,US,1
2025-11-30,POL003887,2525,2020,A2,Accident & Health Reinsurance,EUR,2020-11-16,2021-11-16,2434142.32,1830370.85,Broker_38,US,9
2025-11-30,POL003888,33,2020,D2,Direct Motor (Commercial),CAD,2020-02-27,2021-02-26,4196792.69,3608977.89,Broker_16,JP,8
2025-11-30,POL003889,4242,2024,A2,Accident & Health Reinsurance,USD,2024-09-23,2025-09-23,4921391.75,3538481.88,Broker_43,AU,8
2025-11-30,POL003890,4242,2022,E1,Energy Offshore,CHF,2022-11-19,2023-11-19,3538019.0,2762659.99,Broker_24,AU,1
2025-11-30,POL003891,33,2023,A1,Direct Accident & Health,CHF,2023-11-09,2024-11-08,3696870.41,2905719.99,Broker_30,CA,2
2025-11-30,POL003892,2791,2021,D1,Direct Motor (Private Car),CAD,2021-08-26,2022-08-26,680851.14,548162.7,Broker_28,DE,4
2025-11-30,POL003893,2010,2020,A1,Direct Accident & Health,CHF,2020-09-08,2021-09-08,4728514.13,3957822.48,Broker_24,US,3
2025-11-30,POL003894,1910,2025,A1,Direct Accident & Health,CAD,2025-06-27,2026-06-27,1356790.53,1061089.11,Broker_9,US,3
2025-11-30,POL003895,2987,2024,E1,Energy Offshore,USD,2024-08-11,2025-08-11,4311026.84,3720442.88,Broker_22,CA,2
2025-11-30,POL003896,4242,2024,E1,Energy Offshore,CHF,2024-09-09,2025-09-09,2061190.98,1885135.93,Broker_34,GB,3
2025-11-30,POL003897,2525,2018,A1,Direct Accident & Health,CHF,2018-03-27,2019-03-27,2245734.87,1579194.33,Broker_49,AU,7
2025-11-30,POL003898,5000,2023,E1,Energy Offshore,CHF,2023-03-21,2024-03-20,3714631.11,2671874.05,Broker_42,JP,2
2025-11-30,POL003899,4242,2019,D1,Direct Motor (Private Car),USD,2019-08-21,2020-08-20,1843277.23,1333391.4,Broker_2,CA,5
2025-11-30,POL003900,623,2025,E1,Energy Offshore,AUD,2025-09-08,2026-09-08,4427376.26,3307687.63,Broker_43,CA,5
2025-11-30,POL003901,5000,2021,D1,Direct Motor (Private Car),CHF,2021-02-18,2022-02-18,4249797.33,3877242.21,Broker_6,JP,5
2025-11-30,POL003902,2525,2018,E1,Energy Offshore,CAD,2018-08-06,2019-08-06,3051243.04,2731957.05,Broker_40,AU,1
2025-11-30,POL003903,2987,2022,A2,Accident & Health Reinsurance,CHF,2022-04-13,2023-04-13,216600.27,175556.61,Broker_34,US,5
2025-11-30,POL003904,2791,2022,A2,Accident & Health Reinsurance,USD,2022-09-24,2023-09-24,1778432.72,1415063.54,Broker_36,AU,2
2025-11-30,POL003905,2010,2026,E1,Energy Offshore,EUR,2026-03-06,2027-03-06,4285035.14,3236519.65,Broker_37,GB,3
2025-11-30,POL003906,1910,2025,D1,Direct Motor (Private Car),GBP,2025-06-23,2026-06-23,2640234.09,2065130.33,Broker_32,US,1
2025-11-30,POL003907,1183,2020,D1,Direct Motor (Private Car),CAD,2020-01-14,2021-01-13,3578646.7,2999525.44,Broker_37,DE,6
2025-11-30,POL003908,2010,2026,A2,Accident & Health Reinsurance,CHF,2026-09-20,2027-09-20,2926589.26,2433248.4,Broker_23,US,9
2025-11-30,POL003909,1910,2018,A1,Direct Accident & Health,JPY,2018-05-18,2019-05-18,3318424.91,2674102.91,Broker_27,FR,4
2025-11-30,POL003910,33,2023,E1,Energy Offshore,CHF,2023-07-07,2024-07-06,2543482.3,2304185.18,Broker_12,AU,2
2025-11-30,POL003911,2525,2018,A1,Direct Accident & Health,CAD,2018-02-27,2019-02-27,2081297.62,1776854.06,Broker_18,JP,7
2025-11-30,POL003912,2791,2023,E1,Energy Offshore,CAD,2023-03-04,2024-03-03,2837997.17,2131936.09,Broker_33,JP,4
2025-11-30,POL003913,2791,2023,A1,Direct Accident & Health,JPY,2023-07-23,2024-07-22,1908828.4,1581725.57,Broker_41,AU,4
2025-11-30,POL003914,2010,2023,A1,Direct Accident & Health,GBP,2023-04-19,2024-04-18,4568416.47,3281896.26,Broker_22,GB,9
2025-11-30,POL003915,1910,2024,A1,Direct Accident & Health,JPY,2024-01-25,2025-01-24,4515164.01,3345038.72,Broker_18,AU,7
2025-11-30,POL003916,623,2024,A2,Accident & Health Reinsurance,USD,2024-02-15,2025-02-14,3350370.44,2469647.7,Broker_14,CA,2
2025-11-30,POL003917,33,2018,A1,Direct Accident & Health,CAD,2018-12-19,2019-12-19,3060775.91,2358002.42,Broker_35,GB,5
2025-11-30,POL003918,5000,2024,D1,Direct Motor (Private Car),EUR,2024-09-02,2025-09-02,2254901.43,1816235.14,Broker_25,JP,4
2025-11-30,POL003919,1910,2020,A1,Direct Accident & Health,JPY,2020-04-17,2021-04-17,4396370.17,3875068.94,Broker_10,JP,8
2025-11-30,POL003920,2987,2020,A1,Direct Accident & Health,GBP,2020-09-17,2021-09-17,1811793.25,1709816.98,Broker_48,CA,7
2025-11-30,POL003921,623,2026,A2,Accident & Health Reinsurance,AUD,2026-02-22,2027-02-22,770299.97,600904.45,Broker_10,US,7
2025-11-30,POL003922,2525,2019,E1,Energy Offshore,CHF,2019-06-12,2020-06-11,897991.11,734684.76,Broker_28,AU,9
2025-11-30,POL003923,2525,2018,D1,Direct Motor (Private Car),AUD,2018-01-11,2019-01-11,4610760.51,3369557.18,Broker_2,GB,6
2025-11-30,POL003924,2525,2019,D1,Direct Motor (Private Car),JPY,2019-10-06,2020-10-05,465978.6,429789.41,Broker_5,DE,9
2025-11-30,POL003925,623,2018,A2,Accident & Health Reinsurance,GBP,2018-10-23,2019-10-23,749529.6,538632.0,Broker_4,AU,9
2025-11-30,POL003926,33,2021,D1,Direct Motor (Private Car),GBP,2021-07-20,2022-07-20,1804902.88,1641752.55,Broker_34,FR,4
2025-11-30,POL003927,33,2018,E1,Energy Offshore,USD,2018-01-22,2019-01-22,3061461.46,2812557.18,Broker_38,CA,6
2025-11-30,POL003928,33,2019,A1,Direct Accident & Health,JPY,2019-09-25,2020-09-24,4552976.08,3617166.53,Broker_30,CA,8
2025-11-30,POL003929,2525,2026,A1,Direct Accident & Health,JPY,2026-01-01,2027-01-01,4689494.99,4222377.9,Broker_6,JP,5
2025-11-30,POL003930,623,2023,A2,Accident & Health Reinsurance,JPY,2023-11-08,2024-11-07,998344.42,880535.09,Broker_15,AU,8
2025-11-30,POL003931,33,2026,D1,Direct Motor (Private Car),USD,2026-07-19,2027-07-19,2739958.6,2006417.35,Broker_8,CA,5
2025-11-30,POL003932,2791,2018,D1,Direct Motor (Private Car),AUD,2018-04-22,2019-04-22,3128312.96,2730753.83,Broker_45,JP,1
2025-11-30,POL003933,2791,2019,D2,Direct Motor (Commercial),EUR,2019-02-18,2020-02-18,2036534.04,1498210.79,Broker_29,JP,4
2025-11-30,POL003934,33,2018,A1,Direct Accident & Health,USD,2018-01-25,2019-01-25,4470596.46,3919774.97,Broker_5,AU,8
2025-11-30,POL003935,5000,2019,E1,Energy Offshore,JPY,2019-04-09,2020-04-08,224387.33,177402.97,Broker_40,JP,8
2025-11-30,POL003936,2525,2020,D1,Direct Motor (Private Car),GBP,2020-03-28,2021-03-28,2197637.63,1632687.97,Broker_26,GB,2
2025-11-30,POL003937,4242,2018,E1,Energy Offshore,CAD,2018-09-08,2019-09-08,1572740.84,1313241.17,Broker_12,DE,8
2025-11-30,POL003938,2987,2019,E1,Energy Offshore,GBP,2019-03-15,2020-03-14,2146229.56,2019617.26,Broker_9,US,1
2025-11-30,POL003939,33,2022,A1,Direct Accident & Health,GBP,2022-06-10,2023-06-10,2919745.49,2293074.04,Broker_41,US,9
2025-11-30,POL003940,2791,2023,E1,Energy Offshore,CAD,2023-05-28,2024-05-27,1430426.95,1316456.99,Broker_36,GB,3
2025-11-30,POL003941,2791,2020,A1,Direct Accident & Health,EUR,2020-03-04,2021-03-04,287369.64,250557.66,Broker_8,US,1
