reporting_period,Exposure_ID,Syndicate_Number,Exposure_Date,Quarter,LOB_Code,LOB_Name,Risk_Type,Risk_Category,Gross_Exposure,Net_Exposure,SCR_Contribution,Correlation_Factor,Diversification_Benefit,Calculation_Method
2025-11-30,EXP00002275,2010,2024-03-30,2024-Q1,E1,Energy Offshore,Operational_Risk,Non_Underwriting,521444.84,414133.02,471964.04,0.3389,75728.42,Standard_Formula
2025-11-30,EXP00002277,2010,2024-06-30,2024-Q2,A1,Direct Accident & Health,Premium_Risk,Underwriting,1318610.11,1136698.79,1253499.76,0.4133,166163.28,Standard_Formula
2025-11-30,EXP00002278,2010,2024-06-30,2024-Q2,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1813678.36,1472700.82,1826055.34,0.6899,279615.7,Standard_Formula
2025-11-30,EXP00002279,2010,2024-06-30,2024-Q2,A1,Direct Accident & Health,Cat_Risk,Underwriting,1113001.46,853438.24,1020539.72,0.6158,149756.82,Standard_Formula
2025-11-30,EXP00002280,2010,2024-06-30,2024-Q2,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1513063.49,977421.46,1425270.48,0.683,185280.99,Standard_Formula
2025-11-30,EXP00002281,2010,2024-06-30,2024-Q2,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,514744.56,420537.8,508948.1,0.4362,94200.46,Standard_Formula
2025-11-30,EXP00002282,2010,2024-06-30,2024-Q2,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,515365.42,396815.82,507216.39,0.3202,58086.11,Standard_Formula
2025-11-30,EXP00002284,2010,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1356595.85,1212169.77,1338248.87,0.3223,168535.13,Standard_Formula
2025-11-30,EXP00002285,2010,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1825021.23,1485432.87,1769160.03,0.6956,285306.43,Standard_Formula
2025-11-30,EXP00002286,2010,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,986992.27,853876.96,946824.24,0.5649,201905.88,Standard_Formula
2025-11-30,EXP00002287,2010,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1431579.07,1148155.51,1410267.32,0.5629,263460.09,Standard_Formula
2025-11-30,EXP00002288,2010,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,504693.89,393967.35,503901.11,0.6898,56582.81,Standard_Formula
2025-11-30,EXP00002289,2010,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,465694.38,431060.2,524996.86,0.3453,84883.87,Standard_Formula
2025-11-30,EXP00002291,2010,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1452547.32,1163217.61,1477027.92,0.6028,269788.62,Standard_Formula
2025-11-30,EXP00002292,2010,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1894661.59,1340404.76,1608536.4,0.6795,223331.87,Standard_Formula
2025-11-30,EXP00002293,2010,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,937792.46,752936.46,1057447.69,0.4107,157359.34,Standard_Formula
2025-11-30,EXP00002294,2010,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,1459948.28,1019797.88,1250003.1,0.6035,229823.48,Standard_Formula
2025-11-30,EXP00002295,2010,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,537751.93,407761.09,503269.13,0.406,110405.76,Standard_Formula
2025-11-30,EXP00002296,2010,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,470174.05,417833.96,510528.26,0.3389,60717.67,Standard_Formula
2025-11-30,EXP00002298,2010,2024-06-30,2024-Q2,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,1488112.38,1075857.54,1450071.3,0.4331,190028.02,Standard_Formula
2025-11-30,EXP00002299,2010,2024-06-30,2024-Q2,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1771268.03,1296631.13,1726005.62,0.5897,175992.77,Standard_Formula
2025-11-30,EXP00002300,2010,2024-06-30,2024-Q2,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,1123179.24,830250.02,1064467.52,0.596,118410.32,Standard_Formula
2025-11-30,EXP00002301,2010,2024-06-30,2024-Q2,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,1487508.13,1072532.39,1263750.95,0.6636,249320.25,Standard_Formula
2025-11-30,EXP00002302,2010,2024-06-30,2024-Q2,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,539536.32,483067.23,571350.99,0.6172,109211.76,Standard_Formula
2025-11-30,EXP00002303,2010,2024-06-30,2024-Q2,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,443527.16,416012.06,443767.56,0.5705,87893.1,Standard_Formula
2025-11-30,EXP00002305,2010,2024-06-30,2024-Q2,E1,Energy Offshore,Premium_Risk,Underwriting,1358969.73,1036207.29,1311904.91,0.4265,241245.81,Standard_Formula
2025-11-30,EXP00002306,2010,2024-06-30,2024-Q2,E1,Energy Offshore,Reserve_Risk,Underwriting,1905581.26,1556180.77,1637075.48,0.3562,201348.86,Standard_Formula
2025-11-30,EXP00002307,2010,2024-06-30,2024-Q2,E1,Energy Offshore,Cat_Risk,Underwriting,1057673.05,852241.32,1124690.96,0.4581,194286.9,Standard_Formula
2025-11-30,EXP00002308,2010,2024-06-30,2024-Q2,E1,Energy Offshore,Market_Risk,Non_Underwriting,1293806.33,1202839.3,1349254.29,0.6381,182567.44,Standard_Formula
2025-11-30,EXP00002309,2010,2024-06-30,2024-Q2,E1,Energy Offshore,Credit_Risk,Non_Underwriting,581949.42,483735.37,513310.47,0.345,96017.62,Standard_Formula
2025-11-30,EXP00002310,2010,2024-06-30,2024-Q2,E1,Energy Offshore,Operational_Risk,Non_Underwriting,504295.57,357228.68,534478.89,0.3562,72684.78,Standard_Formula
2025-11-30,EXP00002312,2010,2024-09-30,2024-Q3,A1,Direct Accident & Health,Premium_Risk,Underwriting,1313636.03,995120.25,1374643.23,0.6992,271935.99,Standard_Formula
2025-11-30,EXP00002313,2010,2024-09-30,2024-Q3,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1692101.72,1388795.24,1875619.91,0.665,308703.74,Standard_Formula
2025-11-30,EXP00002314,2010,2024-09-30,2024-Q3,A1,Direct Accident & Health,Cat_Risk,Underwriting,991007.05,806397.18,1056557.65,0.6421,150070.69,Standard_Formula
2025-11-30,EXP00002315,2010,2024-09-30,2024-Q3,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1422928.88,1085915.27,1413189.26,0.3057,190407.55,Standard_Formula
2025-11-30,EXP00002316,2010,2024-09-30,2024-Q3,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,584994.19,391516.23,590674.64,0.6941,82683.02,Standard_Formula
2025-11-30,EXP00002317,2010,2024-09-30,2024-Q3,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,454060.94,422919.82,514471.66,0.6917,60543.78,Standard_Formula
2025-11-30,EXP00002319,2010,2024-09-30,2024-Q3,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1301547.62,1009146.8,1372948.74,0.5909,158745.22,Standard_Formula
2025-11-30,EXP00002320,2010,2024-09-30,2024-Q3,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1710023.82,1301285.64,1699487.09,0.3206,240803.73,Standard_Formula
2025-11-30,EXP00002321,2010,2024-09-30,2024-Q3,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,952378.21,889434.02,946381.39,0.4355,117560.13,Standard_Formula
2025-11-30,EXP00002322,2010,2024-09-30,2024-Q3,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1447815.5,1011432.44,1430717.06,0.5464,220034.78,Standard_Formula
2025-11-30,EXP00002323,2010,2024-09-30,2024-Q3,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,529392.66,487389.77,520883.41,0.4467,95958.12,Standard_Formula
2025-11-30,EXP00002324,2010,2024-09-30,2024-Q3,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,459301.35,399173.21,506869.66,0.5203,64308.6,Standard_Formula
2025-11-30,EXP00002326,2010,2024-09-30,2024-Q3,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1468168.95,1001829.34,1313129.24,0.4485,203251.15,Standard_Formula
2025-11-30,EXP00002327,2010,2024-09-30,2024-Q3,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1570130.46,1455536.77,1624033.24,0.6567,226540.91,Standard_Formula
2025-11-30,EXP00002328,2010,2024-09-30,2024-Q3,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,993949.59,754419.13,1093979.57,0.6723,186110.68,Standard_Formula
2025-11-30,EXP00002329,2010,2024-09-30,2024-Q3,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,1489112.08,1149264.9,1345528.64,0.5996,166154.87,Standard_Formula
2025-11-30,EXP00002330,2010,2024-09-30,2024-Q3,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,500657.32,428889.68,565127.05,0.5641,79632.49,Standard_Formula
2025-11-30,EXP00002331,2010,2024-09-30,2024-Q3,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,520294.04,419532.2,438052.09,0.5796,83612.91,Standard_Formula
2025-11-30,EXP00002333,2010,2024-09-30,2024-Q3,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,1463694.61,1188876.09,1299609.54,0.3839,214448.51,Standard_Formula
2025-11-30,EXP00002334,2010,2024-09-30,2024-Q3,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1672686.4,1421437.44,1723444.81,0.4101,292153.56,Standard_Formula
2025-11-30,EXP00002335,2010,2024-09-30,2024-Q3,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,1032603.76,900929.26,946351.15,0.3927,104180.3,Standard_Formula
2025-11-30,EXP00002336,2010,2024-09-30,2024-Q3,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,1365895.32,1029331.94,1310925.0,0.5771,248410.62,Standard_Formula
2025-11-30,EXP00002337,2010,2024-09-30,2024-Q3,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,528348.67,457055.36,564285.74,0.3017,107652.85,Standard_Formula
2025-11-30,EXP00002338,2010,2024-09-30,2024-Q3,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,470430.73,370252.34,494494.28,0.4449,63036.84,Standard_Formula
2025-11-30,EXP00002340,2010,2024-09-30,2024-Q3,E1,Energy Offshore,Premium_Risk,Underwriting,1453997.54,1176996.14,1439969.41,0.6428,207851.01,Standard_Formula
2025-11-30,EXP00002341,2010,2024-09-30,2024-Q3,E1,Energy Offshore,Reserve_Risk,Underwriting,1788510.77,1560338.88,1645102.76,0.6383,209857.22,Standard_Formula
2025-11-30,EXP00002342,2010,2024-09-30,2024-Q3,E1,Energy Offshore,Cat_Risk,Underwriting,1030786.89,814563.44,1093267.58,0.5751,184244.97,Standard_Formula
2025-11-30,EXP00002343,2010,2024-09-30,2024-Q3,E1,Energy Offshore,Market_Risk,Non_Underwriting,1402088.33,993010.12,1414642.14,0.4028,199160.37,Standard_Formula
2025-11-30,EXP00002344,2010,2024-09-30,2024-Q3,E1,Energy Offshore,Credit_Risk,Non_Underwriting,512779.77,411574.96,549118.48,0.58,75175.45,Standard_Formula
2025-11-30,EXP00002345,2010,2024-09-30,2024-Q3,E1,Energy Offshore,Operational_Risk,Non_Underwriting,475645.65,402687.93,457237.91,0.3442,91542.15,Standard_Formula
2025-11-30,EXP00002347,2010,2024-12-30,2024-Q4,A1,Direct Accident & Health,Premium_Risk,Underwriting,1337368.31,1073024.9,1472489.08,0.3913,255886.02,Standard_Formula
2025-11-30,EXP00002348,2010,2024-12-30,2024-Q4,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1786497.83,1484703.5,1740783.82,0.3266,303674.91,Standard_Formula
2025-11-30,EXP00002349,2010,2024-12-30,2024-Q4,A1,Direct Accident & Health,Cat_Risk,Underwriting,1001822.26,862053.31,956995.11,0.5737,120193.65,Standard_Formula
2025-11-30,EXP00002350,2010,2024-12-30,2024-Q4,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1298421.45,1069914.31,1512412.81,0.4456,181887.24,Standard_Formula
2025-11-30,EXP00002351,2010,2024-12-30,2024-Q4,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,530674.88,465943.96,601848.95,0.4669,87482.27,Standard_Formula
2025-11-30,EXP00002352,2010,2024-12-30,2024-Q4,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,515994.59,392715.52,501499.57,0.5907,92236.62,Standard_Formula
2025-11-30,EXP00002354,2010,2024-12-30,2024-Q4,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1327168.84,985212.12,1519376.64,0.6995,263084.5,Standard_Formula
2025-11-30,EXP00002355,2010,2024-12-30,2024-Q4,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1669931.03,1381914.28,1828056.89,0.3729,331541.75,Standard_Formula
2025-11-30,EXP00002356,2010,2024-12-30,2024-Q4,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,1113024.89,875038.42,1116429.83,0.5218,116502.23,Standard_Formula
2025-11-30,EXP00002357,2010,2024-12-30,2024-Q4,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1316110.15,1135922.58,1519058.03,0.3065,230203.26,Standard_Formula
2025-11-30,EXP00002358,2010,2024-12-30,2024-Q4,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,584962.51,484121.0,605109.89,0.3424,65378.29,Standard_Formula
2025-11-30,EXP00002359,2010,2024-12-30,2024-Q4,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,449285.2,424536.02,450174.27,0.3128,49522.43,Standard_Formula
2025-11-30,EXP00002361,2010,2024-12-30,2024-Q4,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1363557.96,1142047.32,1312964.51,0.4158,155115.04,Standard_Formula
2025-11-30,EXP00002362,2010,2024-12-30,2024-Q4,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1721832.8,1388185.65,1794023.3,0.5186,220238.97,Standard_Formula
2025-11-30,EXP00002363,2010,2024-12-30,2024-Q4,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,1120231.67,799598.79,1083142.32,0.5851,115628.38,Standard_Formula
2025-11-30,EXP00002364,2010,2024-12-30,2024-Q4,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,1397632.91,1087464.2,1493882.7,0.4574,154547.52,Standard_Formula
2025-11-30,EXP00002365,2010,2024-12-30,2024-Q4,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,597466.54,487959.44,580497.08,0.5318,100886.21,Standard_Formula
2025-11-30,EXP00002366,2010,2024-12-30,2024-Q4,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,452541.89,406106.31,453355.57,0.605,55258.8,Standard_Formula
2025-11-30,EXP00002368,2010,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,1451915.99,1004733.06,1468745.68,0.3632,199333.27,Standard_Formula
2025-11-30,EXP00002369,2010,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1862681.98,1471442.67,1859909.63,0.5618,239886.3,Standard_Formula
2025-11-30,EXP00002370,2010,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,1009597.99,759129.26,1029050.67,0.6601,184177.27,Standard_Formula
2025-11-30,EXP00002371,2010,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,1259747.7,1025086.27,1434367.64,0.388,195500.01,Standard_Formula
2025-11-30,EXP00002372,2010,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,602335.89,491796.65,529082.17,0.5335,94501.11,Standard_Formula
2025-11-30,EXP00002373,2010,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,458502.38,348815.66,469211.04,0.6832,89440.81,Standard_Formula
2025-11-30,EXP00002375,2010,2024-12-30,2024-Q4,E1,Energy Offshore,Premium_Risk,Underwriting,1281021.79,1215186.32,1433404.73,0.4976,212953.62,Standard_Formula
2025-11-30,EXP00002376,2010,2024-12-30,2024-Q4,E1,Energy Offshore,Reserve_Risk,Underwriting,1818727.7,1389008.33,1744160.19,0.4319,304884.23,Standard_Formula
2025-11-30,EXP00002377,2010,2024-12-30,2024-Q4,E1,Energy Offshore,Cat_Risk,Underwriting,1006018.54,912038.07,1096405.95,0.4926,163995.75,Standard_Formula
2025-11-30,EXP00002378,2010,2024-12-30,2024-Q4,E1,Energy Offshore,Market_Risk,Non_Underwriting,1511659.42,1110034.36,1464669.58,0.3742,179823.83,Standard_Formula
2025-11-30,EXP00002379,2010,2024-12-30,2024-Q4,E1,Energy Offshore,Credit_Risk,Non_Underwriting,514248.78,431523.63,603237.77,0.3234,96474.91,Standard_Formula
2025-11-30,EXP00002380,2010,2024-12-30,2024-Q4,E1,Energy Offshore,Operational_Risk,Non_Underwriting,519594.82,391133.96,507220.0,0.6664,79200.75,Standard_Formula
2025-11-30,EXP00002382,2010,2025-03-30,2025-Q1,A1,Direct Accident & Health,Premium_Risk,Underwriting,1504823.72,1043826.69,1254634.71,0.3695,269077.33,Standard_Formula
2025-11-30,EXP00002383,2010,2025-03-30,2025-Q1,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1729877.23,1376891.55,1856419.76,0.626,252377.17,Standard_Formula
2025-11-30,EXP00002384,2010,2025-03-30,2025-Q1,A1,Direct Accident & Health,Cat_Risk,Underwriting,1091745.3,834963.8,1006068.66,0.4704,176143.31,Standard_Formula
2025-11-30,EXP00002385,2010,2025-03-30,2025-Q1,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1322608.1,1017193.85,1317638.87,0.6558,223880.61,Standard_Formula
2025-11-30,EXP00002386,2010,2025-03-30,2025-Q1,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,535013.83,456569.75,593806.83,0.461,65832.94,Standard_Formula
2025-11-30,EXP00002387,2010,2025-03-30,2025-Q1,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,461933.87,412219.9,460155.99,0.4214,93202.99,Standard_Formula
2025-11-30,EXP00002389,2010,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1418870.89,1002461.34,1469423.51,0.3907,205352.42,Standard_Formula
2025-11-30,EXP00002390,2010,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1566162.78,1547161.2,1849817.7,0.6938,284268.97,Standard_Formula
2025-11-30,EXP00002391,2010,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,1096660.95,753910.4,1011796.0,0.4361,115166.39,Standard_Formula
2025-11-30,EXP00002392,2010,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1343909.38,1151416.05,1304468.64,0.4131,184110.29,Standard_Formula
2025-11-30,EXP00002393,2010,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,604639.45,475680.29,514508.58,0.6653,99206.72,Standard_Formula
2025-11-30,EXP00002394,2010,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,477823.04,364338.4,469481.14,0.4961,81151.3,Standard_Formula
2025-11-30,EXP00002396,2010,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1493705.6,993839.49,1354951.25,0.534,229778.99,Standard_Formula
2025-11-30,EXP00002397,2010,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1689137.39,1324280.67,1723740.68,0.4414,284475.53,Standard_Formula
2025-11-30,EXP00002398,2010,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,967342.12,774969.31,951544.92,0.3976,178016.49,Standard_Formula
2025-11-30,EXP00002399,2010,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,1264253.55,1133289.19,1364528.52,0.6181,254673.0,Standard_Formula
2025-11-30,EXP00002400,2010,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,604651.29,437519.74,604457.76,0.3475,60954.32,Standard_Formula
2025-11-30,EXP00002401,2010,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,464324.97,421321.05,444159.22,0.4251,93331.14,Standard_Formula
2025-11-30,EXP00002403,2010,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,1405243.01,982409.34,1328533.31,0.5588,141523.63,Standard_Formula
2025-11-30,EXP00002404,2010,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1731504.67,1560062.37,1677834.57,0.3919,187895.6,Standard_Formula
2025-11-30,EXP00002405,2010,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,942664.1,897841.11,994603.44,0.3123,163973.38,Standard_Formula
2025-11-30,EXP00002406,2010,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,1308835.51,1000287.0,1361058.2,0.3418,152353.66,Standard_Formula
2025-11-30,EXP00002407,2010,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,550709.48,402815.23,559174.32,0.5811,68834.29,Standard_Formula
2025-11-30,EXP00002408,2010,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,510460.02,361562.35,521397.16,0.328,91554.1,Standard_Formula
2025-11-30,EXP00002410,2010,2025-03-30,2025-Q1,E1,Energy Offshore,Premium_Risk,Underwriting,1330513.96,1149098.21,1315996.04,0.4226,192921.91,Standard_Formula
2025-11-30,EXP00002411,2010,2025-03-30,2025-Q1,E1,Energy Offshore,Reserve_Risk,Underwriting,1715001.45,1242524.08,1575585.12,0.6336,267828.3,Standard_Formula
2025-11-30,EXP00002412,2010,2025-03-30,2025-Q1,E1,Energy Offshore,Cat_Risk,Underwriting,967264.04,793438.98,954535.0,0.3647,145225.76,Standard_Formula
2025-11-30,EXP00002413,2010,2025-03-30,2025-Q1,E1,Energy Offshore,Market_Risk,Non_Underwriting,1407346.81,1153015.35,1420144.08,0.3663,189120.23,Standard_Formula
2025-11-30,EXP00002414,2010,2025-03-30,2025-Q1,E1,Energy Offshore,Credit_Risk,Non_Underwriting,571655.41,438625.09,570154.82,0.5735,73290.43,Standard_Formula
2025-11-30,EXP00002415,2010,2025-03-30,2025-Q1,E1,Energy Offshore,Operational_Risk,Non_Underwriting,462961.68,384829.01,480973.19,0.6647,93249.94,Standard_Formula
2025-11-30,EXP00002417,2010,2025-06-30,2025-Q2,A1,Direct Accident & Health,Premium_Risk,Underwriting,1322063.35,988181.4,1437331.13,0.3114,204685.65,Standard_Formula
2025-11-30,EXP00002418,2010,2025-06-30,2025-Q2,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1776914.04,1277646.64,1663908.8,0.6947,209240.35,Standard_Formula
2025-11-30,EXP00002419,2010,2025-06-30,2025-Q2,A1,Direct Accident & Health,Cat_Risk,Underwriting,941956.2,764896.08,969870.23,0.4502,188205.37,Standard_Formula
2025-11-30,EXP00002420,2010,2025-06-30,2025-Q2,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1388931.15,1187256.37,1507918.19,0.3212,189062.39,Standard_Formula
2025-11-30,EXP00002421,2010,2025-06-30,2025-Q2,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,558087.96,444064.83,590868.41,0.4361,56691.55,Standard_Formula
2025-11-30,EXP00002422,2010,2025-06-30,2025-Q2,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,484407.15,391029.79,501494.07,0.5563,96051.0,Standard_Formula
2025-11-30,EXP00002424,2010,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1475325.33,1149406.15,1508836.84,0.3154,216298.46,Standard_Formula
2025-11-30,EXP00002425,2010,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1688121.79,1548177.18,1653364.29,0.3933,179016.77,Standard_Formula
2025-11-30,EXP00002426,2010,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,971349.74,798954.58,1012837.1,0.3188,192676.69,Standard_Formula
2025-11-30,EXP00002427,2010,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1326483.5,1151872.1,1490634.18,0.644,192920.67,Standard_Formula
2025-11-30,EXP00002428,2010,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,544303.96,448279.62,519645.99,0.5304,110752.95,Standard_Formula
2025-11-30,EXP00002429,2010,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,491194.54,400086.3,441148.51,0.4473,63259.75,Standard_Formula
2025-11-30,EXP00002431,2010,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1378933.76,1136126.12,1288514.2,0.3496,190511.61,Standard_Formula
2025-11-30,EXP00002432,2010,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1855118.98,1248285.67,1694697.85,0.5297,201577.09,Standard_Formula
2025-11-30,EXP00002433,2010,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,973399.17,851044.89,1053459.8,0.6013,131569.09,Standard_Formula
2025-11-30,EXP00002434,2010,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,1406076.77,1218850.69,1368858.74,0.4484,253512.77,Standard_Formula
2025-11-30,EXP00002435,2010,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,586574.34,424460.69,529412.84,0.554,70235.24,Standard_Formula
2025-11-30,EXP00002436,2010,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,479022.9,387953.61,517397.74,0.6765,74599.22,Standard_Formula
2025-11-30,EXP00002438,2010,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,1415133.2,1076821.01,1360738.35,0.5803,273886.08,Standard_Formula
2025-11-30,EXP00002439,2010,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1582033.92,1482334.85,1692891.05,0.4649,229774.96,Standard_Formula
2025-11-30,EXP00002440,2010,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,1049863.99,850929.81,1075715.05,0.5442,184794.86,Standard_Formula
2025-11-30,EXP00002441,2010,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,1422617.09,1244193.51,1338582.91,0.5527,154419.52,Standard_Formula
2025-11-30,EXP00002442,2010,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,542889.64,402474.65,563455.3,0.6571,93562.02,Standard_Formula
2025-11-30,EXP00002443,2010,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,533802.85,420398.4,523107.8,0.5904,59763.3,Standard_Formula
