reporting_period,Asset_ID,Syndicate_Number,Reporting_Date,Quarter,Asset_Type,Asset_Category,Currency,ISIN,Issuer,Market_Value,Book_Value,Accrued_Interest,Credit_Rating,Duration,Yield
2025-11-30,AST00002552,1910,2025-06-30,2025-Q2,Illiquid_Assets,Illiquid,GBP,XS8392447887,Issuer_48,31276589.59,30562947.86,378450.62,AAA,7.73,0.0323
2025-11-30,AST00002554,1910,2025-06-30,2025-Q2,Restricted_Assets,Illiquid,CAD,XS3680015082,Issuer_20,38015280.54,36427712.1,403072.68,AA,5.77,0.0629
2025-11-30,AST00002555,1910,2025-06-30,2025-Q2,Restricted_Assets,Illiquid,CAD,XS2117811869,Issuer_85,114045841.63,119487659.96,2307269.77,BB,9.58,0.0254
2025-11-30,AST00002556,1910,2025-06-30,2025-Q2,Restricted_Assets,Illiquid,CHF,XS5574457894,Issuer_8,114045841.63,112228650.73,1072604.73,AAA,8.32,0.0615
2025-11-30,AST00002558,1910,2025-06-30,2025-Q2,Bonds_Government,Liquid,AUD,XS4012584835,Issuer_87,28628950.93,28419571.86,560175.27,A,4.05,0.0109
2025-11-30,AST00002559,1910,2025-06-30,2025-Q2,Bonds_Government,Liquid,CAD,XS7204831601,Issuer_84,14314475.47,13600153.67,304080.41,AA,4.8,0.0566
2025-11-30,AST00002561,1910,2025-06-30,2025-Q2,Bonds_Corporate,Illiquid,JPY,XS6804706402,Issuer_49,15029457.67,15176901.8,96756.74,A,5.53,0.0525
2025-11-30,AST00002562,1910,2025-06-30,2025-Q2,Bonds_Corporate,Illiquid,EUR,XS5628297245,Issuer_95,15029457.67,15409915.04,243876.13,AAA,0.99,0.0775
2025-11-30,AST00002564,1910,2025-06-30,2025-Q2,Bonds_Structured_Notes,Illiquid,CHF,XS9846082888,Issuer_10,15628397.43,16284482.22,204309.54,BB,3.45,0.0629
2025-11-30,AST00002566,1910,2025-06-30,2025-Q2,Equities_Listed,Illiquid,GBP,XS2429939623,Issuer_59,12983815.84,12457518.51,271187.18,A,1.54,0.0164
2025-11-30,AST00002567,1910,2025-06-30,2025-Q2,Equities_Listed,Illiquid,CAD,XS4487227534,Issuer_11,38951447.51,37627150.42,496255.77,BBB,4.02,0.0203
2025-11-30,AST00002569,1910,2025-06-30,2025-Q2,Equities_Unlisted,Illiquid,GBP,XS5729181615,Issuer_15,11053715.33,11406691.51,45885.8,A,2.92,0.0784
2025-11-30,AST00002570,1910,2025-06-30,2025-Q2,Equities_Unlisted,Illiquid,EUR,XS7819053666,Issuer_23,7369143.55,7216049.69,70310.7,A,0.75,0.0175
2025-11-30,AST00002572,1910,2025-06-30,2025-Q2,Property,Illiquid,CHF,XS9499053948,Issuer_99,27050172.43,25988630.87,716915.24,A,4.44,0.0258
2025-11-30,AST00002574,1910,2025-06-30,2025-Q2,Cash_And_Cash_Equivalents,Liquid,USD,XS3360320382,Issuer_60,11675385.23,11197850.14,299830.05,A,7.22,0.0724
2025-11-30,AST00002575,1910,2025-06-30,2025-Q2,Cash_And_Cash_Equivalents,Liquid,CHF,XS3873018312,Issuer_78,11675385.23,11610518.44,337315.76,AA,1.9,0.0453
2025-11-30,AST00002576,1910,2025-06-30,2025-Q2,Cash_And_Cash_Equivalents,Liquid,JPY,XS2797832902,Issuer_79,7783590.15,8017313.64,80256.4,BBB,1.0,0.0628
2025-11-30,AST00002578,1910,2025-06-30,2025-Q2,Collective_Investment_Undertakings,Illiquid,CAD,XS7487444133,Issuer_73,8258819.24,8327850.77,172201.07,BB,4.25,0.0509
2025-11-30,AST00002579,1910,2025-06-30,2025-Q2,Collective_Investment_Undertakings,Illiquid,USD,XS4722827301,Issuer_27,24776457.73,25826565.35,214249.74,AA,8.23,0.0609
2025-11-30,AST00002580,1910,2025-06-30,2025-Q2,Collective_Investment_Undertakings,Illiquid,EUR,XS3191779885,Issuer_3,8258819.24,8492629.33,238319.51,BB,6.06,0.0419
2025-11-30,AST00002582,1910,2025-06-30,2025-Q2,Loans_And_Mortgages,Illiquid,CAD,XS6341588414,Issuer_27,6922724.28,7229628.15,79275.01,AA,6.34,0.0408
2025-11-30,AST00002583,1910,2025-06-30,2025-Q2,Loans_And_Mortgages,Illiquid,USD,XS6690636510,Issuer_15,6922724.28,6619457.52,66456.58,BBB,2.43,0.0279
2025-11-30,AST00002584,1910,2025-06-30,2025-Q2,Loans_And_Mortgages,Illiquid,EUR,XS4797048090,Issuer_45,6922724.28,6868169.18,145631.36,BB,2.04,0.075
2025-11-30,AST00002586,1910,2025-06-30,2025-Q2,Derivatives,Illiquid,CHF,XS7755652063,Issuer_26,23433693.85,23310819.23,47245.89,BBB,0.97,0.017
2025-11-30,AST00002588,1910,2025-06-30,2025-Q2,Other_Investments,Illiquid,USD,XS1308892736,Issuer_40,35706045.4,34825256.32,967265.77,AA,8.07,0.0171
2025-11-30,AST00002590,1910,2025-09-30,2025-Q3,Liquid_Assets,Liquid,JPY,XS4752028439,Issuer_44,37733960.44,36365958.44,600132.56,BB,7.38,0.0295
2025-11-30,AST00002592,1910,2025-09-30,2025-Q3,Illiquid_Assets,Illiquid,CAD,XS1540004148,Issuer_41,18693112.96,19352891.42,469426.14,BBB,2.95,0.036
2025-11-30,AST00002593,1910,2025-09-30,2025-Q3,Illiquid_Assets,Illiquid,GBP,XS1346487759,Issuer_5,37386225.91,36405628.3,126349.95,AA,2.07,0.0582
2025-11-30,AST00002595,1910,2025-09-30,2025-Q3,Restricted_Assets,Illiquid,EUR,XS4267456236,Issuer_58,47169504.52,49358776.9,57781.74,BB,7.38,0.0649
2025-11-30,AST00002597,1910,2025-09-30,2025-Q3,Bonds_Government,Liquid,USD,XS6603779493,Issuer_32,20093944.22,20636446.7,504256.8,BBB,5.76,0.0759
2025-11-30,AST00002598,1910,2025-09-30,2025-Q3,Bonds_Government,Liquid,EUR,XS1649964840,Issuer_4,10046972.11,10533047.94,205918.84,BBB,5.94,0.011
2025-11-30,AST00002599,1910,2025-09-30,2025-Q3,Bonds_Government,Liquid,CAD,XS3655229546,Issuer_96,10046972.11,10202165.02,295909.54,AAA,1.38,0.0432
2025-11-30,AST00002601,1910,2025-09-30,2025-Q3,Bonds_Corporate,Illiquid,AUD,XS4176675659,Issuer_34,48559957.56,46925401.63,899935.08,BBB,5.97,0.076
2025-11-30,AST00002603,1910,2025-09-30,2025-Q3,Bonds_Structured_Notes,Illiquid,AUD,XS4311819461,Issuer_15,8725246.43,8753337.88,159124.57,A,6.92,0.0257
2025-11-30,AST00002604,1910,2025-09-30,2025-Q3,Bonds_Structured_Notes,Illiquid,CHF,XS4621145316,Issuer_79,8725246.43,9113621.65,79768.92,BBB,6.46,0.052
2025-11-30,AST00002605,1910,2025-09-30,2025-Q3,Bonds_Structured_Notes,Illiquid,EUR,XS8155214766,Issuer_49,4362623.21,4428513.2,73987.78,BBB,3.95,0.0661
2025-11-30,AST00002607,1910,2025-09-30,2025-Q3,Equities_Listed,Illiquid,GBP,XS8155028021,Issuer_14,31058230.22,31223899.27,650099.47,BBB,9.78,0.0328
2025-11-30,AST00002608,1910,2025-09-30,2025-Q3,Equities_Listed,Illiquid,GBP,XS2516259826,Issuer_89,31058230.22,31556051.14,239649.33,A,1.37,0.0641
2025-11-30,AST00002609,1910,2025-09-30,2025-Q3,Equities_Listed,Illiquid,CHF,XS3358281128,Issuer_8,10352743.41,10786966.6,244733.13,BBB,5.25,0.0413
2025-11-30,AST00002611,1910,2025-09-30,2025-Q3,Equities_Unlisted,Illiquid,EUR,XS1035062900,Issuer_19,18604791.19,18441639.25,12407.84,AAA,8.96,0.0488
2025-11-30,AST00002613,1910,2025-09-30,2025-Q3,Property,Illiquid,JPY,XS1240616869,Issuer_11,7121033.27,6788175.56,188977.05,BBB,1.53,0.0603
2025-11-30,AST00002614,1910,2025-09-30,2025-Q3,Property,Illiquid,GBP,XS4564739410,Issuer_31,10681549.91,10948731.72,281468.38,AA,8.7,0.07
2025-11-30,AST00002616,1910,2025-09-30,2025-Q3,Cash_And_Cash_Equivalents,Liquid,CAD,XS2080710627,Issuer_68,14298935.91,14826365.43,218301.41,A,8.83,0.0716
2025-11-30,AST00002617,1910,2025-09-30,2025-Q3,Cash_And_Cash_Equivalents,Liquid,USD,XS1881682408,Issuer_65,21448403.87,20431917.25,421804.16,AAA,1.89,0.0402
2025-11-30,AST00002619,1910,2025-09-30,2025-Q3,Collective_Investment_Undertakings,Illiquid,CAD,XS8253719789,Issuer_57,7072357.01,7025186.92,27488.47,AAA,2.33,0.0466
2025-11-30,AST00002620,1910,2025-09-30,2025-Q3,Collective_Investment_Undertakings,Illiquid,GBP,XS7634200458,Issuer_98,7072357.01,6934208.6,182002.62,BBB,6.48,0.0594
2025-11-30,AST00002621,1910,2025-09-30,2025-Q3,Collective_Investment_Undertakings,Illiquid,GBP,XS9749308878,Issuer_77,4714904.68,4571252.86,116020.21,A,5.5,0.0583
2025-11-30,AST00002623,1910,2025-09-30,2025-Q3,Loans_And_Mortgages,Illiquid,AUD,XS2821865545,Issuer_28,6340362.87,6325435.97,81808.19,BB,6.68,0.0564
2025-11-30,AST00002625,1910,2025-09-30,2025-Q3,Derivatives,Illiquid,EUR,XS4385192007,Issuer_59,42302015.7,43711832.36,456098.88,BB,5.35,0.0325
2025-11-30,AST00002626,1910,2025-09-30,2025-Q3,Derivatives,Illiquid,CAD,XS8816219261,Issuer_81,21151007.85,21401486.43,101309.47,A,5.06,0.0584
2025-11-30,AST00002628,1910,2025-09-30,2025-Q3,Other_Investments,Illiquid,GBP,XS1694617996,Issuer_6,37604817.02,36548533.43,316915.36,BBB,9.6,0.0734
2025-11-30,AST00002629,1910,2025-09-30,2025-Q3,Other_Investments,Illiquid,USD,XS6548970757,Issuer_15,18802408.51,18971386.75,307553.64,AA,4.69,0.018
2025-11-30,AST00002630,1910,2025-09-30,2025-Q3,Other_Investments,Illiquid,JPY,XS2754329259,Issuer_98,37604817.02,38356503.4,994291.78,BBB,2.96,0.0748
2025-11-30,AST00002632,1910,2025-12-30,2025-Q4,Liquid_Assets,Liquid,EUR,XS5187520710,Issuer_24,69082150.65,68995522.76,1681546.5,BB,3.37,0.0642
2025-11-30,AST00002634,1910,2025-12-30,2025-Q4,Illiquid_Assets,Illiquid,JPY,XS7996253958,Issuer_58,72903847.0,69671079.06,1680564.91,AA,4.86,0.0598
2025-11-30,AST00002636,1910,2025-12-30,2025-Q4,Restricted_Assets,Illiquid,CAD,XS3050062074,Issuer_62,98446326.87,99981933.16,132136.77,A,8.47,0.0353
2025-11-30,AST00002637,1910,2025-12-30,2025-Q4,Restricted_Assets,Illiquid,AUD,XS8325285481,Issuer_97,49223163.44,50266112.46,993473.33,BBB,8.29,0.0661
2025-11-30,AST00002638,1910,2025-12-30,2025-Q4,Restricted_Assets,Illiquid,CAD,XS1735897028,Issuer_90,32815442.29,33302656.74,852381.94,AA,7.32,0.0447
2025-11-30,AST00002640,1910,2025-12-30,2025-Q4,Bonds_Government,Liquid,CAD,XS7689798436,Issuer_86,51344338.77,52787221.43,975093.02,A,8.16,0.0248
2025-11-30,AST00002641,1910,2025-12-30,2025-Q4,Bonds_Government,Liquid,JPY,XS1676308589,Issuer_28,51344338.77,53462816.87,1309856.74,A,7.39,0.0448
2025-11-30,AST00002643,1910,2025-12-30,2025-Q4,Bonds_Corporate,Illiquid,USD,XS9679282143,Issuer_81,4439891.66,4405737.63,69085.44,BB,0.61,0.0406
2025-11-30,AST00002644,1910,2025-12-30,2025-Q4,Bonds_Corporate,Illiquid,EUR,XS7310557309,Issuer_11,13319674.98,13428025.83,350307.77,BB,3.0,0.0353
2025-11-30,AST00002645,1910,2025-12-30,2025-Q4,Bonds_Corporate,Illiquid,CHF,XS5918957846,Issuer_55,4439891.66,4380610.09,55396.31,AA,5.21,0.0617
2025-11-30,AST00002647,1910,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,AUD,XS3485040877,Issuer_50,3364079.48,3433389.02,23719.58,AAA,5.89,0.0412
2025-11-30,AST00002648,1910,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,CAD,XS1315007294,Issuer_30,10092238.44,9754400.91,174160.38,BBB,3.99,0.0775
2025-11-30,AST00002649,1910,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,AUD,XS8347692555,Issuer_68,5046119.22,5234403.71,51305.44,AA,4.66,0.0518
2025-11-30,AST00002651,1910,2025-12-30,2025-Q4,Equities_Listed,Illiquid,AUD,XS4829296849,Issuer_40,28409310.87,29012679.1,604194.22,A,9.97,0.0186
2025-11-30,AST00002652,1910,2025-12-30,2025-Q4,Equities_Listed,Illiquid,USD,XS6477372825,Issuer_40,9469770.29,9120528.64,110670.61,AA,9.33,0.02
2025-11-30,AST00002654,1910,2025-12-30,2025-Q4,Equities_Unlisted,Illiquid,EUR,XS5116313068,Issuer_69,7928786.42,7732746.02,214984.36,A,0.73,0.0411
2025-11-30,AST00002655,1910,2025-12-30,2025-Q4,Equities_Unlisted,Illiquid,JPY,XS5438526604,Issuer_78,7928786.42,7945291.47,223491.38,BBB,2.32,0.0443
2025-11-30,AST00002657,1910,2025-12-30,2025-Q4,Property,Illiquid,CHF,XS5741824920,Issuer_69,3482369.36,3498341.05,96186.21,AAA,6.36,0.0279
2025-11-30,AST00002659,1910,2025-12-30,2025-Q4,Cash_And_Cash_Equivalents,Liquid,EUR,XS3070217080,Issuer_85,3967921.51,3910916.5,1722.21,AAA,2.11,0.029
2025-11-30,AST00002660,1910,2025-12-30,2025-Q4,Cash_And_Cash_Equivalents,Liquid,GBP,XS5238444146,Issuer_37,7935843.03,8076633.17,210023.23,BBB,6.03,0.0117
2025-11-30,AST00002662,1910,2025-12-30,2025-Q4,Collective_Investment_Undertakings,Illiquid,EUR,XS3676867224,Issuer_67,13107404.44,12669503.4,321471.95,BB,1.66,0.0424
2025-11-30,AST00002664,1910,2025-12-30,2025-Q4,Loans_And_Mortgages,Illiquid,EUR,XS8498045091,Issuer_48,5544451.78,5648281.19,157629.62,BBB,0.59,0.0632
2025-11-30,AST00002666,1910,2025-12-30,2025-Q4,Derivatives,Illiquid,CAD,XS8581836679,Issuer_55,43809744.97,44888864.16,385621.67,AAA,1.47,0.0595
2025-11-30,AST00002668,1910,2025-12-30,2025-Q4,Other_Investments,Illiquid,USD,XS2389412184,Issuer_63,11448192.23,11471466.7,91973.64,BBB,6.77,0.0793
2025-11-30,AST00002670,2010,2024-03-30,2024-Q1,Liquid_Assets,Liquid,AUD,XS6746743591,Issuer_59,15991064.15,15858778.01,209324.09,BB,7.9,0.0457
2025-11-30,AST00002671,2010,2024-03-30,2024-Q1,Liquid_Assets,Liquid,AUD,XS8844057431,Issuer_10,15991064.15,15372670.08,78543.37,BB,6.3,0.0359
2025-11-30,AST00002672,2010,2024-03-30,2024-Q1,Liquid_Assets,Liquid,AUD,XS1451391390,Issuer_57,31982128.3,32571312.9,759873.85,AA,7.44,0.0381
2025-11-30,AST00002674,2010,2024-03-30,2024-Q1,Illiquid_Assets,Illiquid,AUD,XS5293199658,Issuer_84,80951063.45,78265405.41,282459.58,BBB,3.29,0.0424
2025-11-30,AST00002675,2010,2024-03-30,2024-Q1,Illiquid_Assets,Illiquid,AUD,XS3066174730,Issuer_41,80951063.45,78367148.39,710620.83,AA,0.66,0.0597
2025-11-30,AST00002677,2010,2024-03-30,2024-Q1,Restricted_Assets,Illiquid,AUD,XS5549596797,Issuer_17,100812880.16,100381482.47,193772.97,A,1.31,0.0679
2025-11-30,AST00002678,2010,2024-03-30,2024-Q1,Restricted_Assets,Illiquid,AUD,XS3739083383,Issuer_82,100812880.16,97513377.86,1651414.09,BBB,4.21,0.0511
2025-11-30,AST00002679,2010,2024-03-30,2024-Q1,Restricted_Assets,Illiquid,CHF,XS1288589168,Issuer_28,50406440.08,48605599.95,142805.61,BBB,0.99,0.0111
2025-11-30,AST00002681,2010,2024-03-30,2024-Q1,Bonds_Government,Liquid,AUD,XS9945676300,Issuer_6,72192626.25,73641899.64,584377.37,BB,5.05,0.0485
2025-11-30,AST00002683,2010,2024-03-30,2024-Q1,Bonds_Corporate,Illiquid,GBP,XS8482636962,Issuer_53,21525177.39,22480438.72,606927.54,BBB,3.56,0.0624
2025-11-30,AST00002684,2010,2024-03-30,2024-Q1,Bonds_Corporate,Illiquid,USD,XS1664866781,Issuer_55,21525177.39,20865990.86,350720.55,A,0.59,0.0522
2025-11-30,AST00002685,2010,2024-03-30,2024-Q1,Bonds_Corporate,Illiquid,CHF,XS8329093110,Issuer_56,21525177.39,21348362.44,496610.69,AAA,7.68,0.0551
2025-11-30,AST00002687,2010,2024-03-30,2024-Q1,Bonds_Structured_Notes,Illiquid,CHF,XS5168156967,Issuer_70,32541183.38,31261012.6,478179.69,AAA,2.66,0.0643
2025-11-30,AST00002688,2010,2024-03-30,2024-Q1,Bonds_Structured_Notes,Illiquid,JPY,XS7003065523,Issuer_92,65082366.76,66411121.79,1036247.4,AA,4.77,0.0124
2025-11-30,AST00002689,2010,2024-03-30,2024-Q1,Bonds_Structured_Notes,Illiquid,AUD,XS9264374776,Issuer_84,32541183.38,32340814.21,882009.68,BB,6.51,0.042
2025-11-30,AST00002691,2010,2024-03-30,2024-Q1,Equities_Listed,Illiquid,USD,XS7125707445,Issuer_54,13929611.0,13867120.62,233502.45,BB,6.51,0.0794
2025-11-30,AST00002693,2010,2024-03-30,2024-Q1,Equities_Unlisted,Illiquid,JPY,XS9393419427,Issuer_49,51887671.81,52223773.97,1050514.85,BBB,8.36,0.0346
2025-11-30,AST00002694,2010,2024-03-30,2024-Q1,Equities_Unlisted,Illiquid,GBP,XS9591981457,Issuer_77,103775343.62,105071233.41,2444591.19,BB,2.0,0.0205
2025-11-30,AST00002695,2010,2024-03-30,2024-Q1,Equities_Unlisted,Illiquid,AUD,XS2749955678,Issuer_35,103775343.62,98613854.48,1371841.11,A,1.93,0.048
2025-11-30,AST00002697,2010,2024-03-30,2024-Q1,Property,Illiquid,GBP,XS5566904060,Issuer_28,3808496.66,3972733.65,40017.81,BBB,7.37,0.0209
2025-11-30,AST00002698,2010,2024-03-30,2024-Q1,Property,Illiquid,CAD,XS6108830111,Issuer_14,11425489.99,10997801.92,228580.68,AA,9.18,0.0184
2025-11-30,AST00002700,2010,2024-03-30,2024-Q1,Cash_And_Cash_Equivalents,Liquid,JPY,XS6581295081,Issuer_91,35144401.6,34210237.86,407582.19,AA,5.17,0.0197
2025-11-30,AST00002702,2010,2024-03-30,2024-Q1,Collective_Investment_Undertakings,Illiquid,EUR,XS8742049300,Issuer_90,30248869.73,31506500.31,779282.52,AA,3.42,0.0738
2025-11-30,AST00002704,2010,2024-03-30,2024-Q1,Loans_And_Mortgages,Illiquid,JPY,XS8571334811,Issuer_5,24697973.38,23626453.68,173071.35,AA,5.79,0.067
2025-11-30,AST00002706,2010,2024-03-30,2024-Q1,Derivatives,Illiquid,EUR,XS6230770268,Issuer_41,19409436.55,18860714.4,198911.85,A,6.81,0.0208
2025-11-30,AST00002707,2010,2024-03-30,2024-Q1,Derivatives,Illiquid,GBP,XS5435461857,Issuer_19,38818873.1,38019590.15,7074.91,BB,2.25,0.0235
2025-11-30,AST00002708,2010,2024-03-30,2024-Q1,Derivatives,Illiquid,CHF,XS6287170987,Issuer_54,38818873.1,39029818.12,248313.05,AA,9.21,0.0791
2025-11-30,AST00002710,2010,2024-03-30,2024-Q1,Other_Investments,Illiquid,GBP,XS7178557912,Issuer_42,39949575.06,38127482.97,693330.79,A,7.25,0.0338
2025-11-30,AST00002712,2010,2024-06-30,2024-Q2,Liquid_Assets,Liquid,CAD,XS4020249966,Issuer_72,77236727.97,74633331.1,1494719.06,BBB,2.89,0.0555
2025-11-30,AST00002713,2010,2024-06-30,2024-Q2,Liquid_Assets,Liquid,JPY,XS4883758101,Issuer_33,38618363.98,38306568.56,630084.12,A,2.62,0.0746
2025-11-30,AST00002714,2010,2024-06-30,2024-Q2,Liquid_Assets,Liquid,CAD,XS7605212477,Issuer_63,38618363.98,40078130.04,975770.0,BBB,9.14,0.0153
2025-11-30,AST00002716,2010,2024-06-30,2024-Q2,Illiquid_Assets,Illiquid,GBP,XS8695950658,Issuer_32,14712708.07,14362374.81,4064.77,AAA,1.04,0.0132
2025-11-30,AST00002718,2010,2024-06-30,2024-Q2,Restricted_Assets,Illiquid,AUD,XS4253461387,Issuer_32,24521254.52,23896409.55,215271.93,AA,2.59,0.0272
2025-11-30,AST00002719,2010,2024-06-30,2024-Q2,Restricted_Assets,Illiquid,CHF,XS3814217917,Issuer_73,36781881.78,35720542.46,935384.76,AA,5.15,0.0204
2025-11-30,AST00002720,2010,2024-06-30,2024-Q2,Restricted_Assets,Illiquid,AUD,XS2650962667,Issuer_12,36781881.78,37102560.43,851419.12,BBB,0.55,0.0641
2025-11-30,AST00002722,2010,2024-06-30,2024-Q2,Bonds_Government,Liquid,USD,XS3921200940,Issuer_77,9438239.79,9558339.23,208248.26,BBB,6.6,0.0341
2025-11-30,AST00002723,2010,2024-06-30,2024-Q2,Bonds_Government,Liquid,CHF,XS1075200649,Issuer_55,18876479.58,19601394.44,124088.67,BB,5.42,0.0258
2025-11-30,AST00002725,2010,2024-06-30,2024-Q2,Bonds_Corporate,Illiquid,AUD,XS8393983603,Issuer_13,60984696.99,62954623.64,1288254.75,AA,7.45,0.0577
2025-11-30,AST00002726,2010,2024-06-30,2024-Q2,Bonds_Corporate,Illiquid,GBP,XS8818170554,Issuer_44,60984696.99,59407109.21,1246352.28,AA,8.43,0.0515
2025-11-30,AST00002728,2010,2024-06-30,2024-Q2,Bonds_Structured_Notes,Illiquid,CHF,XS6746039768,Issuer_44,16055509.59,16047043.12,243164.88,A,6.34,0.0297
2025-11-30,AST00002729,2010,2024-06-30,2024-Q2,Bonds_Structured_Notes,Illiquid,EUR,XS1662023106,Issuer_65,16055509.59,16330748.2,372777.86,BBB,7.43,0.0522
2025-11-30,AST00002730,2010,2024-06-30,2024-Q2,Bonds_Structured_Notes,Illiquid,CAD,XS8814473353,Issuer_31,16055509.59,16489289.32,113537.63,AAA,8.37,0.0535
2025-11-30,AST00002732,2010,2024-06-30,2024-Q2,Equities_Listed,Illiquid,GBP,XS6750576308,Issuer_94,18789535.77,18797249.66,486659.8,AA,6.95,0.0138
2025-11-30,AST00002733,2010,2024-06-30,2024-Q2,Equities_Listed,Illiquid,EUR,XS6603680510,Issuer_57,9394767.89,9412901.33,99531.51,AAA,6.61,0.0437
2025-11-30,AST00002735,2010,2024-06-30,2024-Q2,Equities_Unlisted,Illiquid,AUD,XS8943660083,Issuer_41,6408652.32,6606147.53,65185.46,A,1.31,0.0415
2025-11-30,AST00002737,2010,2024-06-30,2024-Q2,Property,Illiquid,CAD,XS9145812735,Issuer_92,27596046.85,28619924.74,220374.59,AAA,4.36,0.0195
2025-11-30,AST00002738,2010,2024-06-30,2024-Q2,Property,Illiquid,CAD,XS6233858641,Issuer_62,27596046.85,27872714.86,44344.9,BB,8.37,0.0118
2025-11-30,AST00002739,2010,2024-06-30,2024-Q2,Property,Illiquid,AUD,XS6944452647,Issuer_78,27596046.85,26589105.2,677450.49,AA,6.47,0.0711
2025-11-30,AST00002741,2010,2024-06-30,2024-Q2,Cash_And_Cash_Equivalents,Liquid,CAD,XS9068429141,Issuer_40,87191734.73,89470162.23,2075586.3,BB,2.7,0.0475
2025-11-30,AST00002743,2010,2024-06-30,2024-Q2,Collective_Investment_Undertakings,Illiquid,USD,XS9316416383,Issuer_92,17478975.15,17081159.81,220939.2,A,8.54,0.0326
2025-11-30,AST00002745,2010,2024-06-30,2024-Q2,Loans_And_Mortgages,Illiquid,JPY,XS3732733372,Issuer_44,11103189.43,10807899.49,34903.97,BB,0.8,0.0252
2025-11-30,AST00002747,2010,2024-06-30,2024-Q2,Derivatives,Illiquid,JPY,XS4191005540,Issuer_83,20548627.68,19764729.42,180235.86,BBB,7.63,0.0445
2025-11-30,AST00002748,2010,2024-06-30,2024-Q2,Derivatives,Illiquid,JPY,XS8309671428,Issuer_18,20548627.68,20600909.9,263167.89,AA,5.63,0.0134
2025-11-30,AST00002749,2010,2024-06-30,2024-Q2,Derivatives,Illiquid,CAD,XS2127640309,Issuer_65,20548627.68,19800338.59,554551.37,BBB,9.6,0.0435
2025-11-30,AST00002751,2010,2024-06-30,2024-Q2,Other_Investments,Illiquid,CAD,XS3642437166,Issuer_17,21340171.89,21263427.3,584886.24,AA,2.62,0.0283
2025-11-30,AST00002752,2010,2024-06-30,2024-Q2,Other_Investments,Illiquid,JPY,XS8964046851,Issuer_59,64020515.68,65954808.76,540811.32,AA,3.15,0.0252
2025-11-30,AST00002754,2010,2024-09-30,2024-Q3,Liquid_Assets,Liquid,CHF,XS5052485619,Issuer_35,28196652.52,29404879.12,203387.77,AA,4.89,0.0682
2025-11-30,AST00002756,2010,2024-09-30,2024-Q3,Illiquid_Assets,Illiquid,CAD,XS2892683214,Issuer_39,69385055.23,67121259.48,1713790.59,BB,5.65,0.0675
2025-11-30,AST00002758,2010,2024-09-30,2024-Q3,Restricted_Assets,Illiquid,AUD,XS7993972574,Issuer_2,77482468.42,81257810.17,2026011.83,AAA,8.86,0.0147
2025-11-30,AST00002759,2010,2024-09-30,2024-Q3,Restricted_Assets,Illiquid,EUR,XS4629687513,Issuer_94,25827489.47,25512914.26,21775.61,A,7.29,0.0677
2025-11-30,AST00002760,2010,2024-09-30,2024-Q3,Restricted_Assets,Illiquid,CAD,XS1335351075,Issuer_27,25827489.47,26619566.3,752743.28,A,9.56,0.0235
2025-11-30,AST00002762,2010,2024-09-30,2024-Q3,Bonds_Government,Liquid,CAD,XS3072491261,Issuer_68,12085124.4,12293326.0,161578.45,AA,5.0,0.0389
2025-11-30,AST00002763,2010,2024-09-30,2024-Q3,Bonds_Government,Liquid,JPY,XS8092416040,Issuer_60,12085124.4,12399425.04,116650.32,AA,2.08,0.0541
2025-11-30,AST00002765,2010,2024-09-30,2024-Q3,Bonds_Corporate,Illiquid,USD,XS7878977376,Issuer_60,10302853.69,9810533.39,129753.29,AA,8.66,0.0202
2025-11-30,AST00002767,2010,2024-09-30,2024-Q3,Bonds_Structured_Notes,Illiquid,USD,XS1527857915,Issuer_59,18204981.23,17941124.03,149101.49,AAA,0.99,0.0656
2025-11-30,AST00002769,2010,2024-09-30,2024-Q3,Equities_Listed,Illiquid,GBP,XS3667498206,Issuer_37,25454270.37,25512268.05,95789.14,BBB,9.44,0.0571
2025-11-30,AST00002770,2010,2024-09-30,2024-Q3,Equities_Listed,Illiquid,CHF,XS7252529692,Issuer_2,25454270.37,24233334.71,604970.62,BB,9.45,0.0315
2025-11-30,AST00002772,2010,2024-09-30,2024-Q3,Equities_Unlisted,Illiquid,EUR,XS8119861318,Issuer_81,74094651.66,73642601.13,334419.56,BB,3.07,0.0111
2025-11-30,AST00002773,2010,2024-09-30,2024-Q3,Equities_Unlisted,Illiquid,USD,XS1256270522,Issuer_44,37047325.83,36935133.05,300256.24,A,1.51,0.0136
2025-11-30,AST00002775,2010,2024-09-30,2024-Q3,Property,Illiquid,CAD,XS7535845961,Issuer_3,9437493.95,8971966.04,141622.29,BB,3.41,0.0518
2025-11-30,AST00002777,2010,2024-09-30,2024-Q3,Cash_And_Cash_Equivalents,Liquid,CAD,XS7190970575,Issuer_72,15932947.96,15651465.25,402285.4,BB,5.87,0.0316
2025-11-30,AST00002779,2010,2024-09-30,2024-Q3,Collective_Investment_Undertakings,Illiquid,AUD,XS6482672901,Issuer_79,5053310.87,5305435.16,104707.59,AA,0.83,0.022
2025-11-30,AST00002781,2010,2024-09-30,2024-Q3,Loans_And_Mortgages,Illiquid,CAD,XS2176774610,Issuer_61,26292523.6,27227428.71,317110.18,BB,6.48,0.0543
