LEI,Undertaking_Name,Reporting_Date,Country,Line_Of_Business,Gross_Written_Premium,Gross_Earned_Premium,Reinsurance_Premium_Ceded,Net_Written_Premium,Net_Earned_Premium,Gross_Claims_Incurred,Reinsurance_Recoveries,Net_Claims_Incurred,Gross_Claims_Paid,Reinsurance_Recoveries_Paid,Net_Claims_Paid,Acquisition_Costs,Administrative_Expenses,Other_Expenses,Total_Expenses,Combined_Ratio,Loss_Ratio,Expense_Ratio
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,"Marine, aviation and transport insurance",12848417.02,11966227.343978638,3341954.6760043493,9398271.489931475,9048824.091308024,8545190.780551998,2814058.9182079877,5889848.459835482,6020197.157864837,1958982.7023536235,5505489.283206051,3071617.6788162845,981053.9723315727,881525.5926307995,3388298.4363498427,92.88,66.51,26.37
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Medical expense insurance,24335301.35,22494968.16258655,4530187.426208125,17126200.070284232,15567995.938068325,18554474.26436661,3699231.6127556046,13197483.785675924,15048175.096975112,3491928.759919112,11255606.7781728,5147940.215899203,1998564.1888481707,614887.2192277337,9416696.223771604,114.94,76.25,38.7
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Income protection insurance,12732325.72,11291369.870566243,2929231.542010312,10343400.504386814,7674694.877923489,8674878.868638316,2427888.3513781386,6799155.841585494,7458063.638513148,2081215.7009710209,4381112.784396663,2105651.280902283,1195795.4909338197,604926.9753458694,3591778.922730051,96.34,68.13,28.21
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Workers' compensation insurance,30406578.75,29528626.870740023,10623751.00655891,24143781.097139336,19990630.113273326,22259425.48419006,7255470.431310137,14687752.420620296,16610343.244009629,5222236.124688006,12555381.723431187,5231911.194565964,2361439.1483888845,2175490.533836513,10698858.515413756,108.39,73.21,35.19
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Motor vehicle liability insurance,27502621.66,26087481.268267617,8305822.241518944,19596157.121143248,18760542.811602887,20247777.17857639,3886318.9795705727,17115693.166379597,16787847.450242154,4863143.156907114,11659609.310939185,6275798.244954544,2475545.0635709586,1691393.0559371696,7861898.261925968,102.21,73.62,28.59
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Other motor insurance,48453753.89,45416776.854200765,14335622.599877508,37067708.72814313,31076472.99278678,30901108.634227075,7752815.866075274,22015122.40509028,24272613.9688339,6080806.259172294,21207544.7470428,8393278.8855115,3406945.2363813417,1751588.38884845,13063500.22645664,90.74,63.77,26.96
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,"Marine, aviation and transport insurance",13938422.62,12518518.07430773,4185092.0236841156,11560514.58926207,10721780.939076845,10790925.061593117,2013183.874435506,9077956.096119639,8366584.991343576,1628200.5890451372,5563885.474334138,2768412.7787623554,1165193.7597623537,486623.636119135,5385637.903515479,116.06,77.42,38.64
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CA,Medical expense insurance,19262417.98,17130465.525135845,6197483.123010741,15823039.811200825,14503256.031023536,15084191.74071323,2705184.2065531416,11887317.068592723,13409919.056443553,3052754.8919496234,8792638.904455049,3853599.501449577,2180489.533729349,975337.5968688725,7345208.743100778,116.44,78.31,38.13
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CA,Income protection insurance,10397882.38,10002600.08103038,1845208.2751893303,8739184.633342424,6922541.208854706,6334623.020961573,1789295.0244367856,5070010.73908802,5462910.776617142,1532107.477464347,3662868.3536438546,2452347.270689788,846258.7272269542,647813.5926411952,3850953.527181334,97.96,60.92,37.04
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CA,Workers' compensation insurance,38388997.83,36987630.84741419,7054811.111280645,25364645.768561136,28541951.091540333,28300489.527536318,6936312.529038811,23201296.117237072,21980408.02435675,3544403.9175193,20068175.640863925,7865558.740289682,2523629.922290592,2427069.142110107,11050165.93619541,102.51,73.72,28.78
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CA,Motor vehicle liability insurance,28000113.73,26816609.623976998,8845587.136558611,22172667.462474704,17390318.34887992,19922348.145935547,6330739.957973411,15623157.136581805,16722915.322408488,3076955.3922225283,14340502.431808665,6231065.78980881,1938074.904082529,1245072.1549981046,8935809.315662844,103.06,71.15,31.91
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CA,Other motor insurance,44887116.29,42117183.24041679,12401196.829738136,31605550.550362483,29165778.96462651,23185041.488158144,7846088.003844416,16453368.812541371,19825553.53745398,3685685.929015384,12399673.59621364,6781165.324873354,4983612.502267139,3525736.163891485,17695062.013851706,91.07,51.65,39.42
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CA,"Marine, aviation and transport insurance",21611128.72,19831899.595411744,5146322.41161324,17850423.32016165,15151652.212114532,13507329.687702322,3397789.95754095,9153570.446867248,12109968.176635187,1857202.9062632294,7001403.005453083,4674803.202678841,1885751.4426178143,970528.5443591486,6518213.416722601,92.66,62.5,30.16
