reporting_period,LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Development_Period,Mean_Claims,Std_Dev_Claims,CV,P10,P25,P50,P75,P90,P95,P99,IQR,Skewness,Kurtosis,Number_Of_Simulations,Simulation_Method,Distribution_Type,Distribution_Param1,Distribution_Param2
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,9,68390295.22,3989433.89,0.0583,62007201.0,64400861.33,68390295.22,72379729.11,74773389.44,75571276.22,76209585.64,7978867.780000001,-0.4255,3.7005,10000,Bootstrap,Gamma,1.7258,0.5777
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,10,72949648.23,3419514.76,0.0469,67478424.61,69530133.47,72949648.23,76369162.99,78420871.85,79104774.8,79651897.16,6839029.519999996,-0.3643,4.4377,10000,Bootstrap,LogNormal,1.912,0.8667
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,11,77509001.25,2849595.63,0.0368,72949648.23,74659405.61,77509001.25,80358596.88,82068354.26,82638273.39,83094208.69,5699191.269999996,0.2251,3.8371,10000,Bootstrap,Weibull,1.387,0.7442
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,12,82068354.26,2279676.51,0.0278,78420871.85,79788677.75,82068354.26,84348030.77,85715836.67,86171771.97,86536520.22,4559353.019999996,0.8321,2.9977,10000,Bootstrap,Weibull,1.7646,0.8643
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,13,86627707.28,1709757.38,0.0197,83892095.47,84917949.9,86627707.28,88337464.66,89363319.08,89705270.56,89978831.74,3419514.7599999905,0.3087,2.8273,10000,Bootstrap,Weibull,1.4129,0.4215
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,14,91187060.29,1139838.25,0.0125,89363319.08,90047222.04,91187060.29,92326898.54,93010801.5,93238769.15,93421143.27,2279676.5,0.9828,3.2891,10000,Bootstrap,LogNormal,0.8945,0.8809
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,15,91187060.29,569919.13,0.0063,90275189.69,90617141.16,91187060.29,91756979.42,92098930.89,92212914.72,92304101.78,1139838.2600000054,0.7316,2.715,10000,Bootstrap,Weibull,1.534,0.7775
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",0,32640271.01,10880090.34,0.3333,15232126.47,21760180.67,32640271.01,43520361.34,50048415.55,52224433.61,53965248.07,21760180.67,1.4353,3.4321,10000,Bootstrap,Weibull,1.9109,0.3643
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",1,38080316.18,10200084.69,0.2679,21760180.67,27880231.49,38080316.18,48280400.87,54400451.68,56440468.62,58072482.17,20400169.38,0.7184,3.7939,10000,Bootstrap,Gamma,1.9882,0.4675
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",2,43520361.34,9520079.04,0.2188,28288234.87,34000282.3,43520361.34,53040440.39,58752487.81,60656503.62,62179716.27,19040158.090000004,-0.1414,4.583,10000,Bootstrap,Weibull,0.5631,0.8965
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",3,48960406.51,8840073.4,0.1806,34816289.08,40120333.11,48960406.51,57800479.91,63104523.95,64872538.63,66286950.37,17680146.799999997,-0.2788,3.93,10000,Bootstrap,Weibull,1.5701,0.4027
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",4,54400451.68,8160067.75,0.15,41344343.28,46240383.93,54400451.68,62560519.43,67456560.08,69088573.63,70394184.47,16320135.5,1.1895,3.9843,10000,Bootstrap,Weibull,1.0927,0.3928
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",5,59840496.85,7480062.11,0.125,47872397.48,52360434.74,59840496.85,67320558.95,71808596.22,73304608.64,74501418.58,14960124.21,-0.276,4.1009,10000,Bootstrap,Weibull,1.0461,0.3885
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",6,65280542.02,6800056.46,0.1042,54400451.68,58480485.56,65280542.02,72080598.48,76160632.35,77520643.64,78608652.68,13600112.920000002,1.3999,3.182,10000,Bootstrap,Gamma,1.8148,0.9774
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",7,70720587.18,6120050.81,0.0865,60928505.88,64600536.37,70720587.18,76840638.0,80512668.49,81736678.65,82715886.78,12240101.630000003,1.1455,2.5488,10000,Bootstrap,Weibull,1.8029,0.2921
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",8,76160632.35,5440045.17,0.0714,67456560.08,70720587.18,76160632.35,81600677.52,84864704.62,85952713.65,86823120.88,10880090.339999989,0.2066,4.979,10000,Bootstrap,Gamma,1.1075,0.6894
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",9,81600677.52,4760039.52,0.0583,73984614.28,76840638.0,81600677.52,86360717.04,89216740.76,90168748.66,90930354.98,9520079.040000007,0.1214,3.4236,10000,Bootstrap,Weibull,1.3964,0.9535
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",10,87040722.69,4080033.88,0.0469,80512668.49,82960688.81,87040722.69,91120756.56,93568776.89,94384783.66,95037589.08,8160067.75,0.0649,3.1184,10000,Bootstrap,LogNormal,0.5394,0.2819
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",11,92480767.86,3400028.23,0.0368,87040722.69,89080739.63,92480767.86,95880796.09,97920813.02,98600818.67,99144823.19,6800056.460000008,0.0248,2.6572,10000,Bootstrap,Gamma,1.3454,0.2141
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",12,97920813.02,2720022.58,0.0278,93568776.89,95200790.44,97920813.02,100640835.61,102272849.16,102816853.68,103252057.29,5440045.170000002,0.5222,2.9725,10000,Bootstrap,Weibull,1.9036,0.3764
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",13,103360858.19,2040016.94,0.0197,100096831.09,101320841.25,103360858.19,105400875.13,106624885.29,107032888.68,107359291.39,4080033.879999995,-0.3141,4.5904,10000,Bootstrap,Gamma,1.1031,0.8381
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",14,108800903.36,1360011.29,0.0125,106624885.29,107440892.07,108800903.36,110160914.65,110976921.43,111248923.69,111466525.49,2720022.580000013,0.125,3.7501,10000,Bootstrap,Weibull,1.168,0.6021
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",15,108800903.36,680005.65,0.0063,107712894.33,108120897.71,108800903.36,109480909.01,109888912.39,110024913.52,110133714.43,1360011.300000012,0.3033,3.742,10000,Bootstrap,Weibull,1.519,0.4732
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,0,66330355.98,22110118.66,0.3333,30954166.13,44220237.32,66330355.98,88440474.64,101706545.84,106128569.57,109666188.56,44220237.32,0.9286,4.3723,10000,Bootstrap,Weibull,1.2064,0.1034
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,1,77385415.31,20728236.24,0.2679,44220237.32,56657179.07,77385415.31,98113651.56,110550593.31,114696240.55,118012758.35,41456472.49,1.007,4.7727,10000,Bootstrap,Weibull,1.4789,0.5721
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,2,88440474.64,19346353.83,0.2188,57486308.52,69094120.82,88440474.64,107786828.47,119394640.77,123263911.54,126359328.15,38692707.650000006,0.6192,4.102,10000,Bootstrap,Weibull,1.9978,0.1559
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,3,99495533.97,17964471.41,0.1806,70752379.72,81531062.56,99495533.97,117460005.39,128238688.23,131831582.52,134705897.94,35928942.83,-0.4576,4.9104,10000,Bootstrap,LogNormal,1.1607,0.6511
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,4,110550593.31,16582589.0,0.15,84018450.91,93968004.31,110550593.31,127133182.3,137082735.7,140399253.5,143052467.74,33165177.989999995,1.0069,4.3552,10000,Bootstrap,Weibull,1.4708,0.5247
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,5,121605652.64,15200706.58,0.125,97284522.11,106404946.06,121605652.64,136806359.21,145926783.16,148966924.48,151399037.53,30401413.150000006,0.6522,4.3241,10000,Bootstrap,LogNormal,1.7762,0.2146
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,6,132660711.97,13818824.16,0.1042,110550593.31,118841887.8,132660711.97,146479536.13,154770830.63,157534595.46,159745607.33,27637648.33,0.0559,3.494,10000,Bootstrap,Gamma,1.4982,0.4561
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,7,143715771.3,12436941.75,0.0865,123816664.5,131278829.55,143715771.3,156152713.04,163614878.09,166102266.44,168092177.12,24873883.489999995,-0.0222,2.5829,10000,Bootstrap,Gamma,1.7638,0.477
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,8,154770830.63,11055059.33,0.0714,137082735.7,143715771.3,154770830.63,165825889.96,172458925.56,174669937.42,176438746.91,22110118.659999996,0.1585,3.8271,10000,Bootstrap,Gamma,0.6844,0.4576
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,9,165825889.96,9673176.91,0.0583,150348806.89,156152713.04,165825889.96,175499066.87,181302973.02,183237608.4,184785316.71,19346353.830000013,1.0036,4.3403,10000,Bootstrap,Weibull,1.6578,0.5207
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,10,176880949.29,8291294.5,0.0469,163614878.09,168589654.79,176880949.29,185172243.79,190147020.48,191805279.38,193131886.5,16582589.0,0.2378,4.5786,10000,Bootstrap,Weibull,0.7599,0.7526
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,11,187936008.62,6909412.08,0.0368,176880949.29,181026596.54,187936008.62,194845420.7,198991067.95,200372950.37,201478456.3,13818824.159999996,1.2759,3.2154,10000,Bootstrap,Weibull,0.7967,0.5613
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,12,198991067.95,5527529.67,0.0278,190147020.48,193463538.28,198991067.95,204518597.61,207835115.41,208940621.35,209825026.09,11055059.330000013,-0.0672,4.6769,10000,Bootstrap,Gamma,0.8666,0.3826
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,13,210046127.28,4145647.25,0.0197,203413091.68,205900480.03,210046127.28,214191774.53,216679162.88,217508292.33,218171595.89,8291294.5,1.2768,3.0141,10000,Bootstrap,LogNormal,1.8272,0.2888
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,14,221101186.61,2763764.83,0.0125,216679162.88,218337421.78,221101186.61,223864951.44,225523210.34,226075963.31,226518165.68,5527529.659999996,1.3236,3.2941,10000,Bootstrap,Weibull,0.8694,0.5295
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,15,221101186.61,1381882.42,0.0063,218890174.74,219719304.19,221101186.61,222483069.03,223312198.48,223588574.96,223809676.15,2763764.8400000036,0.2384,3.0044,10000,Bootstrap,Weibull,1.0075,0.7419
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,0,77392547.86,25797515.95,0.3333,36116522.33,51595031.9,77392547.86,103190063.81,118668573.38,123828076.57,127955679.12,51595031.910000004,1.1415,4.392,10000,Bootstrap,Gamma,0.5082,0.4839
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,1,90291305.83,24185171.21,0.2679,51595031.9,66106134.63,90291305.83,114476477.04,128987579.76,133824614.0,137694241.39,48370342.410000004,-0.1621,2.6837,10000,Bootstrap,LogNormal,1.6038,0.8141
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,2,103190063.81,22572826.46,0.2188,67073541.48,80617237.35,103190063.81,125762890.27,139306586.14,143821151.43,147432803.67,45145652.92,1.1292,4.7258,10000,Bootstrap,Gamma,1.3851,0.9983
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,3,116088821.78,20960481.71,0.1806,82552051.05,95128340.07,116088821.78,137049303.5,149625592.52,153817688.86,157171365.94,41920963.43000001,0.4674,4.7087,10000,Bootstrap,LogNormal,0.6694,0.234
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,4,128987579.76,19348136.96,0.15,98030560.62,109639442.8,128987579.76,148335716.72,159944598.9,163814226.3,166909928.21,38696273.92,0.6807,2.8103,10000,Bootstrap,LogNormal,0.613,0.2765
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,5,141886337.74,17735792.22,0.125,113509070.19,124150545.52,141886337.74,159622129.95,170263605.28,173810763.73,176648490.48,35471584.42999999,1.0751,4.8186,10000,Bootstrap,Weibull,1.0002,0.9773
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,6,154785095.71,16123447.47,0.1042,128987579.76,138661648.24,154785095.71,170908543.18,180582611.66,183807301.16,186387052.75,32246894.939999998,1.1191,3.0653,10000,Bootstrap,Gamma,1.3792,0.9836
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,7,167683853.69,14511102.72,0.0865,144466089.33,153172750.97,167683853.69,182194956.41,190901618.04,193803838.59,196125615.03,29022205.439999998,1.1976,3.4084,10000,Bootstrap,Gamma,0.9595,0.8373
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,8,180582611.66,12898757.98,0.0714,159944598.9,167683853.69,180582611.66,193481369.64,201220624.43,203800376.02,205864177.3,25797515.949999988,0.5983,2.9086,10000,Bootstrap,Gamma,0.9917,0.6956
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,9,193481369.64,11286413.23,0.0583,175423108.47,182194956.41,193481369.64,204767782.87,211539630.81,213796913.45,215602739.57,22572826.46000001,-0.1937,4.2468,10000,Bootstrap,Gamma,1.5649,0.3437
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,10,206380127.62,9674068.48,0.0469,190901618.04,196706059.13,206380127.62,216054196.1,221858637.19,223793450.88,225341301.84,19348136.97,0.2961,4.8386,10000,Bootstrap,LogNormal,1.6238,0.809
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,11,219278885.59,8061723.74,0.0368,206380127.62,211217161.86,219278885.59,227340609.33,232177643.57,233789988.32,235079864.11,16123447.469999999,0.5325,3.0328,10000,Bootstrap,Weibull,1.3869,0.7949
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,12,232177643.57,6449378.99,0.0278,221858637.19,225728264.58,232177643.57,238627022.56,242496649.95,243786525.75,244818426.38,12898757.97999999,-0.4922,2.7844,10000,Bootstrap,Weibull,1.2114,0.4935
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,13,245076401.54,4837034.24,0.0197,237337146.76,240239367.3,245076401.54,249913435.78,252815656.33,253783063.18,254556988.66,9674068.47999999,1.4646,2.7304,10000,Bootstrap,LogNormal,0.9855,0.8336
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,14,257975159.52,3224689.49,0.0125,252815656.33,254750470.03,257975159.52,261199849.01,263134662.71,263779600.61,264295550.93,6449378.979999989,0.7249,3.904,10000,Bootstrap,LogNormal,1.6118,0.136
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,15,257975159.52,1612344.75,0.0063,255395407.92,256362814.77,257975159.52,259587504.27,260554911.12,260877380.06,261135355.22,3224689.5,1.395,2.9782,10000,Bootstrap,Weibull,0.6228,0.4051
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,0,67676717.45,22558905.82,0.3333,31582468.14,45117811.63,67676717.45,90235623.26,103770966.75,108282747.92,111892172.85,45117811.63,-0.037,2.6247,10000,Bootstrap,Gamma,0.5861,0.3309
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,1,78956170.36,21148974.2,0.2679,45117811.63,57807196.15,78956170.36,100105144.56,112794529.08,117024323.92,120408159.79,42297948.410000004,-0.2295,3.4311,10000,Bootstrap,Gamma,0.7596,0.4099
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,2,90235623.26,19739042.59,0.2188,58653155.12,70496580.67,90235623.26,109974665.85,121818091.41,125765899.92,128924146.74,39478085.17999999,0.389,4.3563,10000,Bootstrap,Gamma,0.8411,0.5276
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,3,101515076.17,18329110.98,0.1806,72188498.61,83185965.2,101515076.17,119844187.15,130841653.73,134507475.93,137440133.68,36658221.95,1.1307,4.9659,10000,Bootstrap,LogNormal,1.336,0.4891
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,4,112794529.08,16919179.36,0.15,85723842.1,95875349.72,112794529.08,129713708.44,139865216.06,143249051.93,145956120.63,33838358.72,0.7631,3.7157,10000,Bootstrap,Weibull,0.7471,0.5135
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,5,124073981.99,15509247.75,0.125,99259185.59,108564734.24,124073981.99,139583229.74,148888778.39,151990627.94,154472107.58,31018495.500000015,1.4582,4.1011,10000,Bootstrap,LogNormal,0.9251,0.9524
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,6,135353434.9,14099316.13,0.1042,112794529.08,121254118.76,135353434.9,149452751.03,157912340.71,160732203.94,162988094.52,28198632.269999996,0.2772,3.4753,10000,Bootstrap,Weibull,1.4249,0.6121
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,7,146632887.8,12689384.52,0.0865,126329872.57,133943503.28,146632887.8,159322272.33,166935903.04,169473779.94,171504081.47,25378769.050000012,0.0809,3.6677,10000,Bootstrap,Weibull,0.9988,0.764
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,8,157912340.71,11279452.91,0.0714,139865216.06,146632887.8,157912340.71,169191793.62,175959465.36,178215355.95,180020068.41,22558905.819999993,-0.255,4.3756,10000,Bootstrap,Weibull,0.7418,0.3754
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,9,169191793.62,9869521.29,0.0583,153400559.55,159322272.33,169191793.62,179061314.91,184983027.69,186956931.95,188536055.36,19739042.579999983,0.1667,4.976,10000,Bootstrap,Gamma,1.3847,0.7998
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,10,180471246.53,8459589.68,0.0469,166935903.04,172011656.85,180471246.53,188930836.21,194006590.02,195698507.95,197052042.3,16919179.360000014,0.6108,4.9579,10000,Bootstrap,Gamma,0.7661,0.6444
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,11,191750699.44,7049658.07,0.0368,180471246.53,184701041.37,191750699.44,198800357.5,203030152.34,204440083.96,205568029.25,14099316.129999995,1.0948,4.0714,10000,Bootstrap,Weibull,1.8454,0.6406
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,12,203030152.34,5639726.45,0.0278,194006590.02,197390425.89,203030152.34,208669878.8,212053714.67,213181659.96,214084016.19,11279452.910000026,1.1529,2.9395,10000,Bootstrap,Weibull,0.8931,0.4997
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,13,214309605.25,4229794.84,0.0197,207541933.51,210079810.41,214309605.25,218539400.09,221077277.0,221923235.96,222600003.14,8459589.680000007,1.2032,3.5664,10000,Bootstrap,Gamma,1.4412,0.4562
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,14,225589058.16,2819863.23,0.0125,221077277.0,222769194.93,225589058.16,228408921.39,230100839.32,230664811.97,231115990.08,5639726.459999979,1.1114,3.0007,10000,Bootstrap,Gamma,1.3907,0.6201
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,15,225589058.16,1409931.61,0.0063,223333167.58,224179126.55,225589058.16,226998989.77,227844948.74,228126935.06,228352524.12,2819863.219999999,0.3065,4.2628,10000,Bootstrap,Weibull,0.5427,0.8573
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,0,41097392.22,13699130.74,0.3333,19178783.03,27398261.48,41097392.22,54796522.96,63016001.4,65755827.55,67947688.47,27398261.48,1.086,3.2626,10000,Bootstrap,LogNormal,0.7819,0.4505
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,1,47946957.59,12842935.07,0.2679,27398261.48,35104022.52,47946957.59,60789892.65,68495653.69,71064240.71,73119110.32,25685870.129999995,1.0947,4.2588,10000,Bootstrap,Weibull,1.1015,0.9441
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,2,54796522.96,11986739.4,0.2188,35617739.92,42809783.56,54796522.96,66783262.35,73975305.99,76372653.87,78290532.17,23973478.79,0.3176,3.3769,10000,Bootstrap,Weibull,0.7171,0.1633
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,3,61646088.33,11130543.73,0.1806,43837218.36,50515544.6,61646088.33,72776632.05,79454958.29,81681067.03,83461954.03,22261087.449999996,0.1998,2.73,10000,Bootstrap,Gamma,1.194,0.874
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,4,68495653.69,10274348.05,0.15,52056696.81,58221305.64,68495653.69,78770001.75,84934610.58,86989480.19,88633375.88,20548696.11,0.4522,3.7015,10000,Bootstrap,Weibull,0.8802,0.2497
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,5,75345219.06,9418152.38,0.125,60276175.25,65927066.68,75345219.06,84763371.45,90414262.88,92297893.35,93804797.74,18836304.770000003,-0.0553,3.92,10000,Bootstrap,Gamma,1.3877,0.2982
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,6,82194784.43,8561956.71,0.1042,68495653.7,73632827.72,82194784.43,90756741.15,95893915.17,97606306.52,98976219.59,17123913.430000007,0.2978,3.9217,10000,Bootstrap,Weibull,1.6407,0.3878
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,7,89044349.8,7705761.04,0.0865,76715132.14,81338588.76,89044349.8,96750110.84,101373567.47,102914719.68,104147641.44,15411522.079999998,0.0427,4.3262,10000,Bootstrap,LogNormal,1.2707,0.8711
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,8,95893915.17,6849565.37,0.0714,84934610.58,89044349.8,95893915.17,102743480.54,106853219.76,108223132.84,109319063.3,13699130.74000001,-0.078,4.4274,10000,Bootstrap,LogNormal,0.7431,0.6263
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,9,102743480.54,5993369.7,0.0583,93154089.03,96750110.84,102743480.54,108736850.24,112332872.06,113531546.0,114490485.15,11986739.399999991,0.0673,2.7527,10000,Bootstrap,Gamma,1.4251,0.5561
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,10,109593045.91,5137174.03,0.0469,101373567.47,104455871.88,109593045.91,114730219.94,117812524.36,118839959.16,119661907.01,10274348.060000002,0.472,3.9813,10000,Bootstrap,Weibull,1.0587,0.7032
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,11,116442611.28,4280978.36,0.0368,109593045.91,112161632.93,116442611.28,120723589.64,123292176.65,124148372.32,124833328.86,8561956.709999993,-0.2383,4.2874,10000,Bootstrap,Weibull,1.3697,0.5378
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,12,123292176.65,3424782.68,0.0278,117812524.36,119867393.97,123292176.65,126716959.34,128771828.95,129456785.48,130004750.71,6849565.370000005,-0.2447,3.1957,10000,Bootstrap,LogNormal,0.9429,0.3104
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,13,130141742.02,2568587.01,0.0197,126032002.8,127573155.01,130141742.02,132710329.03,134251481.24,134765198.64,135176172.57,5137174.019999996,1.4084,4.7891,10000,Bootstrap,Gamma,1.3192,0.2851
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,14,136991307.39,1712391.34,0.0125,134251481.24,135278916.05,136991307.39,138703698.73,139731133.54,140073611.81,140347594.42,3424782.6799999774,1.3223,4.3735,10000,Bootstrap,Weibull,0.5582,0.5416
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,15,136991307.39,856195.67,0.0063,135621394.32,136135111.72,136991307.39,137847503.06,138361220.46,138532459.6,138669450.91,1712391.3400000036,0.7099,2.6662,10000,Bootstrap,LogNormal,0.5747,0.5172
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,0,15146378.5,5048792.83,0.3333,7068309.97,10097585.67,15146378.5,20195171.33,23224447.03,24234205.6,25042012.45,10097585.659999998,-0.4063,2.9128,10000,Bootstrap,Weibull,1.865,0.7897
