reporting_period,LEI,Undertaking_Name,Reporting_Date,Country,Line_Of_Business,Gross_Written_Premium,Gross_Earned_Premium,Reinsurance_Premium_Ceded,Net_Written_Premium,Net_Earned_Premium,Gross_Claims_Incurred,Reinsurance_Recoveries,Net_Claims_Incurred,Gross_Claims_Paid,Net_Claims_Paid,Acquisition_Costs,Administrative_Expenses,Other_Expenses,Policy_Count,Claim_Count,Average_Premium,Average_Claim
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Motor vehicle liability insurance,10133670.4,9910141.769758882,2461271.7570911003,8243737.336841151,7212260.108676821,7292001.0026435945,1816933.351188814,6096730.460746896,5997608.603391001,4792012.0573275,1910331.1205680796,1197299.1275120813,293429.43863166857,5204,646,695.75,137584.92
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Other motor insurance,19424917.83,18709381.634842712,6394793.1484574415,14236988.71804421,11730610.32397014,13004488.57010871,4192058.8954281774,8906198.587087581,9824507.36490757,6567191.042910552,3922587.13358362,2894647.2760562846,466736.95369792683,12061,542,1011.77,14401.43
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,"Marine, aviation and transport insurance",18676646.62,18125850.129648156,6048768.590595667,13027703.452650305,11539577.405892158,11346109.187666917,3125032.517109142,8138266.198452985,8714051.232385892,5745941.445718789,3125385.541722472,2391470.9444892528,532187.7996617032,6637,1410,5651.03,10112.4
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Fire and other damage to property insurance,34730744.0,31311439.67807382,12145759.67174226,25583194.650291927,26209640.91029901,18077588.79262771,3372059.8158631083,13955423.956917731,14128115.00653012,10175790.257930595,8952079.34178856,4245459.421011454,1235196.145257966,12316,188,1958.1,15530.57
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,General liability insurance,23632768.55,21188042.049909063,5448451.459431801,16984542.677431017,16264038.205831017,16587043.740654271,5012971.485634157,12382355.565664347,13851492.535348423,9267766.573122105,4822064.721131889,3192479.255262818,988818.2844622865,17124,1660,1379.37,14009.33
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Medical expense insurance,23240041.42,21377583.7167575,4744378.844054452,19750944.85241118,15520585.466983622,12053890.369156506,3940408.4078342863,9465278.201172357,8259676.476855893,7337285.946336117,6025437.739452004,3296269.422074731,613903.2403462848,1166,849,1461.18,86718.64
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Income protection insurance,15564206.22,13761940.861260386,4196850.10558515,12777653.16015235,10645082.273285056,9608222.05729889,2863319.246553033,7451561.329111131,6667262.350919405,5075177.8040254535,3769839.0867781104,2176180.4938481427,738275.3546660098,13177,814,1766.45,6081.15
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Workers' compensation insurance,3661503.91,3247563.564431779,966919.7732616008,2933946.7372803786,2285977.293679634,2107860.110899131,669598.7869322513,1604296.1154456683,1628305.6061519836,1463445.8971167337,589057.361036009,523908.78267433745,91699.09877677762,1032,781,1349.61,2788.17
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Motor vehicle liability insurance,17539475.85,17024261.1779224,4407220.125353832,13484716.093580961,13256202.786155317,13996563.883219274,4430636.562943497,9437914.293484256,11232485.035547972,8345524.418830776,3658402.2061767722,1923606.630408064,708041.6890785273,8401,1551,4501.92,8586.85
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Other motor insurance,37966870.48,37029762.83636818,7064040.979581261,30177101.19564932,29564524.82744051,26268188.813386437,7508125.19603169,20262872.539109543,19470065.482478295,17657111.301008634,9750426.063534051,3362354.0410760054,2048066.11621672,19567,1555,3331.89,81325.66
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,"Marine, aviation and transport insurance",18320538.92,17715537.13976918,4331066.269219033,14870285.651587624,12053976.49939124,10787021.386736607,1626530.342853856,8080469.683398659,6742503.919032494,7021004.6065457165,3405600.723776511,2034591.0270701319,430190.85106424696,1952,771,996.17,14518.2
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Fire and other damage to property insurance,13606392.19,12179881.585260611,3802060.1881403313,11340726.11520065,10198862.941257317,10524838.05485212,3285900.0959824743,7070526.485853297,6974630.798878518,7145394.3381471615,3305859.7952005826,1697652.7883813402,633386.6651739235,6237,1750,865.33,7140.32
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,General liability insurance,18325420.51,17563892.161195897,5236354.168369864,13644391.456274178,14622716.43409862,9448491.90881593,2052514.1612587853,6697699.064521839,7730747.399178906,6230312.2358912565,3975651.8824578426,1633737.4761081275,524159.4163720621,16180,1343,2831.49,5522.2
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Medical expense insurance,27280435.65,26288718.67981936,9275102.647996468,22127908.43194525,18634174.18573611,17316650.274025593,5328978.95527796,12472981.188358659,11113393.609564472,8773976.827050986,5459992.94250885,3907899.252833075,806395.0421392723,4918,179,1760.37,138533.2
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Income protection insurance,10640987.1,9390675.492229009,3268447.610150039,7600580.325673235,6472352.210400188,8932441.212771622,2979509.628986657,6055556.169383864,6591648.731239226,4955815.225781242,1686331.1147178195,888464.6848160765,262005.23566544263,10115,462,5499.22,5348.77
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Workers' compensation insurance,5640579.51,5237597.445934842,1232908.9474208206,4138345.301922326,4537103.248961512,4321785.737898061,1435482.699696015,3427760.810582307,3548923.3630665364,2437182.9263041187,1125544.99569579,693564.8258603046,253516.05980917154,7036,1864,3011.52,6209.46
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Motor vehicle liability insurance,20822894.01,20377659.539137665,6543068.148651248,15346390.41791432,15825489.92292257,13331446.574304352,2718446.448560489,8932520.677521234,9173471.791653523,7740165.358300746,3168199.704454412,2853474.4451182005,715635.7260816483,10660,1105,1536.86,7755.35
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Other motor insurance,24475472.13,21966728.47489233,8026455.615198113,18888639.80941482,19802186.450816873,12871335.440043688,4501749.6586877145,9323635.292273516,8684299.881108386,8645305.462610917,6848714.0191501165,3036791.4240248716,1267967.2263303532,18294,1019,2781.3,103801.09
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,"Marine, aviation and transport insurance",31924596.78,29926980.19964048,10107690.905928034,25144539.514671404,19303400.23809477,19932725.306691162,4332201.117471723,13532230.324091882,13120577.960875636,13576137.257932363,4941803.9554073615,3045161.179493894,1033807.0054260531,6762,635,2617.41,10982.22
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Fire and other damage to property insurance,25824710.66,23289420.004859652,4722002.206905514,18009110.07466029,18349916.481682576,17739912.893319562,3623120.9934219397,14893020.547860255,12701179.891588774,9078563.689054988,6322008.809222596,2660440.262193103,1191540.7167966655,2066,1823,2270.1,29129.58
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,General liability insurance,13344991.71,12774029.582351137,4478602.54965779,9371192.527043078,8990100.937725801,9338295.530687938,2267835.737124126,7801538.623626418,7707331.532506714,4837009.753617911,2230627.072528226,1530478.94725944,323813.1666685842,4578,1687,1062.58,9892.26
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Medical expense insurance,15786492.31,14896197.850313919,5365814.312806081,13408206.001473911,10775118.461562812,8713115.77625133,2350820.6581611475,7155677.094686239,5483734.6256491365,5558208.797861331,3207020.798335954,1490722.1189799188,570052.5224072465,13607,1572,1058.86,4629.71
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Income protection insurance,5810530.62,5260123.847174341,1233466.0001548228,3917554.2211882747,4591626.588566242,4319504.895585768,1074212.7303499812,3301956.430049243,3206619.752935152,2514377.851365999,1017010.7189595116,767915.6151780299,145741.1852129445,13169,744,877.59,4052.07
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Workers' compensation insurance,6843330.24,6165044.680929056,1446368.9852281676,5098592.3551623225,4782511.223915006,5122580.073699531,1494337.6723944123,3968392.90438544,3898790.7793381023,3292850.1340006655,1286817.4544041643,701874.7502002472,256761.13412902164,16802,802,390.71,8594.93
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Motor vehicle liability insurance,14376100.4,13821257.574504789,2629833.525939876,9360549.689322202,8760972.683147827,12143898.192230513,2414361.069216521,8171122.172842215,8905539.857661191,8155830.4229594935,3533322.428924196,1367061.2596613653,517136.65577088017,3207,1539,997.65,57554.02
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Other motor insurance,21792085.75,21005656.4529567,7233744.754787899,16384358.970847776,16403784.307845762,17075669.246634897,2943163.6191635756,13029722.47210237,11307046.318699999,10012205.570697833,5065059.6585906455,2135385.0315977638,481330.565175029,14610,1283,3398.11,14632.11
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,"Marine, aviation and transport insurance",3378652.69,2976035.453511169,581368.1852388736,2357954.0864414023,2191626.3600751376,1715530.6260318267,595905.5497006765,1220087.475968419,1083966.9396805998,1044951.1636030393,883634.1378959651,430657.35132112645,107587.39567673235,10126,707,875.07,8054.13
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Fire and other damage to property insurance,23779797.91,22657639.929386802,6736999.639744522,19598407.82531709,18819883.77715836,17839594.665434662,4741537.911179653,13129429.21039243,13565095.30482692,11839111.423685957,3584442.4549156353,3553648.020918832,649563.0359994363,11245,1403,2334.33,26350.95
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,General liability insurance,20399212.47,18410371.66504362,5005131.285905028,13800402.51815034,14012561.580761328,16425658.179426087,3045762.013291321,11871242.837800806,11388993.799476735,11475525.870459625,5698024.176349958,1795845.475692692,1000351.9044442199,15111,1284,1410.54,42009.36
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Medical expense insurance,4914582.75,4376600.033964663,1686179.2435607216,4119269.140017416,3158426.000465237,2509224.780217359,457518.1631620016,1751707.4270607913,1828940.691355395,1540515.786130252,878762.5150976343,653460.5911822625,159144.6416621638,15045,769,324.37,18450.18
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Income protection insurance,37118859.04,34284281.80252914,11431955.30504243,30199269.918196093,24643431.493908476,27091308.669267137,5904358.613690599,22680600.62907423,17370547.781759027,13774036.325929802,7758850.873119726,5051308.5376017,1888114.767352492,12052,1309,2516.19,44266.84
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Workers' compensation insurance,37022633.27,32950383.04146908,9912358.191886952,29828362.699335065,22973735.571516216,25420489.064689368,4690880.475011198,16585804.815549199,19025028.16482669,17218488.91509365,8781258.849978423,5506850.362952373,833799.5374066917,2379,203,2680.86,32015.73
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Motor vehicle liability insurance,36411040.15,33185901.393970452,12551078.895707445,25763998.679374,28970336.29107666,28579895.658907358,9321324.835738394,22907687.303827662,21173919.232456014,14975881.04202021,7979709.766344228,3822275.8073015036,1882038.6510693356,17312,1690,6341.18,252919.43
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Other motor insurance,31050780.64,27370735.775252257,9682274.396138154,26011003.286107622,24022315.30694834,25421720.5450635,4475211.516827513,16937369.29217487,15385512.79230965,15907617.35754056,7199354.6564281,4629173.338755815,1115397.664174224,5178,1788,2089.84,210096.86
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,"Marine, aviation and transport insurance",15280532.54,14708442.65375585,5154960.844662108,12386779.141991831,10602676.765849648,10979807.166519882,3041218.249178961,9017274.955070678,7934584.242834261,5965739.095949063,2629230.271702853,1222611.3326810603,744613.0129510347,4636,187,1856.01,6678.71
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Fire and other damage to property insurance,7110596.73,6469132.969287037,1863516.5497092726,5187830.6174238,5321771.667929106,4162142.8917304343,670636.6438456393,2808563.4069076893,3016733.137763523,2361570.565165244,1340032.748383116,602210.4131735674,396975.8479984575,12503,791,545.08,2087.33
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,General liability insurance,28597287.69,25351626.96384806,9865335.21342248,22484174.47678991,19784757.113861058,15515926.141614668,4504990.321171231,12432389.61956586,12335014.666347653,9240904.866660666,5887745.671418706,2309859.146095512,1631826.569117104,19087,116,5174.11,10774.95
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Medical expense insurance,25322391.5,24612360.30113283,8432011.487493398,21469256.210135724,20062739.44668893,14461715.986301774,5055192.284389217,10107831.822778068,11722123.164464016,9611338.323249012,4558593.809613947,2200278.5107872467,1498498.617619011,15243,1993,2000.98,17831.96
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Income protection insurance,13952908.41,12284317.981916865,2151607.703394603,10369442.406717453,9104513.152634969,11229469.890596371,3233730.867916359,8569352.941919798,6955213.041712607,5979980.856665452,2796810.3315800135,1297512.828142576,721210.4022579901,15047,1612,4621.7,9166.91
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Workers' compensation insurance,18394598.72,17078176.20661759,3093376.185815883,12430839.166647123,12006415.108095596,9798823.954379886,3154295.7266834383,8181258.6564157605,7903382.880295584,5554124.745319259,3410690.3923955793,2178672.797282359,899019.9433108136,5011,1134,1468.75,11328.12
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Motor vehicle liability insurance,39754793.16,35180177.30336342,11484013.923286982,32457608.331123337,31255088.446657762,21708094.83283123,6201844.437721935,18252234.75090811,15798091.866462335,14821483.076801023,10964991.246098625,5537883.316197709,1287671.3676754094,10801,1380,4127.37,38695.36
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Other motor insurance,10259979.09,9493573.785836231,3340153.3108941005,6874250.979197351,6737757.13473653,7098284.686933014,2132039.2901458624,4748733.496007578,4828190.094200627,4098770.1844818876,2369410.7769585988,934368.9618968942,558390.944829925,4217,103,1555.49,6621.53
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,"Marine, aviation and transport insurance",19559062.71,18127084.882888835,4009765.3409792883,13268198.552377617,11751552.745308839,16057161.164186176,4117561.8748538243,10781281.227196507,11206805.65678972,9920986.910030635,3634839.913451727,1804630.6213892957,997294.4061763627,17465,842,1034.65,55179.25
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Fire and other damage to property insurance,38031273.37,34059250.38164132,13006791.76682765,25007724.10426285,30998496.60427462,20352593.63118691,3071794.5000491757,16785470.483626876,13775272.309030803,13996840.339041902,7271689.284506355,4784389.050338656,882375.0889708772,9077,1637,4212.12,13650.3
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,General liability insurance,11966203.02,11162894.883492276,4015783.6909245397,8804137.242464712,9469559.110899901,9223402.956323072,2211689.8253072794,7801612.2153608315,7747276.591537575,5218853.570773614,3173078.978056035,1667284.5266147957,340165.83667023527,15123,489,1213.98,6270.16
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Medical expense insurance,26098744.83,25150605.409703318,4825897.419436932,17333819.103835944,17957194.42912338,13713293.437881235,3639294.5311675644,11258386.15817302,11567994.470764259,8062024.676665067,4119898.2709376593,3456467.9305621726,1111987.40055715,16595,459,5776.61,41936.68
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Income protection insurance,19571979.76,18206635.57064075,4261523.036711563,15685031.034726229,14085104.668256024,11904541.362641523,3873375.3236277835,9032080.088588266,7851826.00627691,7978642.38440896,4353561.347003456,1849138.583645822,879570.8846666042,2926,975,3178.82,6298.7
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Workers' compensation insurance,16235520.3,15023213.574878065,4794158.728262506,10863304.20269263,11155837.669010915,12916037.710930618,4477322.351125011,10483845.229440248,8266072.985280308,7175541.043023113,3131443.1087932885,2037973.2521891284,816318.5573875167,15085,229,1479.72,9115.06
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Motor vehicle liability insurance,30732484.53,29536439.34997173,7296371.762849233,20737546.455802705,22255764.754676316,20850636.056689706,7098813.325823328,16859797.840938453,15526950.781714212,13122579.913014028,8327675.482509905,3380081.4436456575,1022032.300535491,11884,1503,11698.7,17730.13
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Other motor insurance,39157937.91,35723957.4236719,9505829.053564344,28703380.36219727,24779184.198174365,31412697.368784714,10729442.31590169,22958362.09857884,25721730.314020965,16895986.65939784,8662644.540632369,3198314.5229653628,1980170.6884338907,18265,644,3791.43,17519.63
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,"Marine, aviation and transport insurance",24493814.24,21681240.70016225,4707898.86752992,16285108.571945148,16253143.532166556,17609983.38679548,4851335.608321345,13440594.356950147,13260977.079287693,10739452.846225942,4543449.294449204,2378729.624616915,624160.8619335282,5661,1507,3948.07,10513.42
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Fire and other damage to property insurance,34415622.37,30927636.943018604,6382097.574769935,28379367.25603786,26272913.306560908,24633593.465859357,6943712.793109029,18016340.757003143,16393505.96662214,17142275.11659908,8729217.855312517,3480264.1743799034,1855091.245913066,12345,1091,4385.83,82663.07
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,General liability insurance,31080482.1,28676571.08309612,5817976.861181826,20892626.066931017,23590323.593331438,18771933.39945945,3820132.963881414,15280576.66912697,15935535.145793283,9673627.108562993,6573353.0809185775,4231432.939241772,1602448.6107091503,7085,1672,6154.55,35153.43
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Medical expense insurance,31119894.86,28797894.03667875,8371054.7740986915,26289717.37113736,20914448.975322884,19361187.422643792,6478810.479027391,13627785.78001412,16404126.47883318,12276013.883974139,6543159.938570938,3825796.782862884,961643.5502641648,16688,103,2524.94,16352.35
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Income protection insurance,13144432.73,11717013.44900251,2885654.4730720115,10549341.776884172,9644775.583140193,7094629.886957824,1209754.380576651,5820769.970692821,5323398.117047852,4910697.881900391,3116861.9225913296,1212734.8132362568,511993.1959779355,19252,805,831.14,4185.62
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Workers' compensation insurance,26994411.11,23795331.15683536,4747793.225905064,18905073.865776666,18747640.3050966,13764251.691015523,3406488.426695843,9326732.949106146,10575733.809999486,8523204.71026481,5082516.708863014,2185364.7244416866,623730.6121552484,18576,315,8118.62,74805.72
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Motor vehicle liability insurance,17492706.69,16052741.371738778,4821628.813191983,13284792.11163647,11385280.235855315,9689053.20195353,2119620.8622598806,7487760.771155448,7898649.462642661,6304111.617050235,3882366.369212558,1843040.496077367,605283.5307939434,10634,865,1080.86,8604.84
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Other motor insurance,35538440.48,34784963.86280024,10052939.270984756,27941300.627433658,21620148.741473123,18257349.661968756,4949674.389744984,13637429.790584128,11437220.419687707,10143498.696859106,9444016.422382213,4211276.379135915,1298456.023610536,13960,1625,2553.78,10516.91
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,"Marine, aviation and transport insurance",5689239.77,5406399.683284194,1552074.2273605112,4278607.158504791,3956482.625981649,4266602.89300862,1146240.8662874834,2972453.0223674974,3563956.397377906,2635731.9348219126,1083544.261470776,634222.7359996454,297134.15311849874,19338,201,1235.18,6103.87
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Fire and other damage to property insurance,8979794.25,8512403.163539859,1913574.7699612272,7260166.671678984,5645594.554290497,5410258.398567336,1636804.6116197412,3590628.0469341194,3263187.3612514557,3677053.46659415,2025608.9899760606,939536.8603218844,263141.9643435528,2930,971,569.64,3751.91
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,General liability insurance,25824773.98,25286579.945613265,8951982.222771136,20065976.265470926,18011011.14697042,17513090.21080696,4347242.751356742,13773972.127823215,10952575.165563134,9906637.003314009,4126421.6164152003,2198598.6707467907,718795.6459333253,17452,755,5488.79,9476.78
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Medical expense insurance,20954370.42,19457172.043687772,4549095.79598771,13965471.785942223,15109463.423314339,16232743.347612197,3315598.1706720195,12547696.913108718,13705255.45150981,8477759.036097832,3720999.6064402647,2370287.507250917,1230955.1156275235,18565,1360,1060.44,38466.22
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Income protection insurance,31556961.72,28823228.983474616,10994688.286359664,21161043.366019282,19301943.10502467,25699365.35254907,8252593.704734811,21470611.21476356,16001615.761321578,13432685.25246271,4869638.089430985,2755412.818363686,895485.3600870351,4728,936,1858.81,13420.03
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Workers' compensation insurance,38892834.9,37253708.14023881,11871177.572431764,29442449.686897382,30159354.51184767,28537659.52594582,7681239.42935965,20344760.579588693,21125788.02571725,17313847.040028006,9997360.31180907,5784177.612772289,1417321.1233515479,2315,1752,8514.19,25686.46
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Motor vehicle liability insurance,31245455.1,29923245.455436803,7007836.354413037,20555698.528190278,21244227.33575244,16713726.71216012,4548282.218357224,11262545.305505538,13889251.022068288,8616502.453783296,8464421.081941912,4046274.7576329457,1036989.380913113,5514,672,5300.33,43868.05
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Other motor insurance,17457762.87,16412865.310834197,4963741.001714895,12706334.583997365,12348206.781840947,13255387.412482856,4612523.509460822,9183127.923086688,9337943.8562531,7401339.587689146,4355092.021887636,2330277.616999076,553372.9978200148,11072,1964,2213.21,17487.32
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,"Marine, aviation and transport insurance",6011441.72,5547028.110477012,1395060.3647748975,5095766.748416281,4228186.3475581575,3029775.2643314954,609844.2963416885,2509398.904871697,2189821.540340496,1877961.1358759715,976480.1520316782,642046.9142406302,347274.65798973676,17503,1882,612.97,1700.21
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Fire and other damage to property insurance,24811699.21,23386681.893939983,8239524.103912116,17487238.95955864,17644236.42462006,15397536.347478611,5261925.2900406495,10539293.80238171,12008784.671573292,9591066.90546745,5914061.220369237,2594940.845093972,807749.208324097,3084,563,3579.3,11405.58
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,General liability insurance,28315757.81,26106151.08472449,5313025.212223379,18452274.15047975,23032394.725102108,16294023.915507229,3850939.3190507637,13750036.705048567,10348023.046055615,10061125.628084563,4987158.836520046,3831268.9589727493,1453960.9171891566,18549,612,6154.26,12251.15
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Medical expense insurance,7166464.51,6445969.414727573,1953545.7492868595,6070903.603144271,5691084.6650330275,5870929.391329924,2003823.2652746453,4218378.743440045,3677514.420026649,3156618.9344969867,1541250.9338903546,971242.8244337136,186372.12068363637,10422,1308,398.56,24360.7
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Income protection insurance,27410066.69,25056095.843103517,7740151.828884436,20376640.39521937,21342775.091595415,16809282.6421397,3045568.0559336846,13581726.46522748,10355506.695330106,9057022.62524031,6449573.969810311,3833155.183397235,825239.9517015973,16968,1362,4549.39,13319.56
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Workers' compensation insurance,15106089.42,13612962.462966776,4716593.217226755,12156282.990609163,9546507.362446796,10392872.628534881,2523035.5590997823,8365904.466126398,7112179.289771224,6512396.028019801,2364521.5203634035,1852130.6327853391,394361.3710447456,19526,365,2472.76,7428.79
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Motor vehicle liability insurance,33731583.03,30633518.816203337,10732640.721891038,22263816.425041,23182163.199938513,21062247.097806856,4717958.264401971,14890167.78477284,17438247.01696185,13694371.424305096,5340047.292162492,4386054.375277986,1386097.0402312374,11563,1775,1778.34,157180.95
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Other motor insurance,36332112.09,34058310.451963395,9088516.16780965,27173229.202488672,25444947.204024993,22145547.381651185,4232587.565940522,17741727.777141117,15786099.303509308,15318147.207656393,6681660.544901993,4642955.766906065,2093771.7770970217,1429,216,18266.52,11117.24
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,"Marine, aviation and transport insurance",27547957.95,26521744.064381164,6116295.229168228,21212610.479948316,17475804.550033454,22174605.272706375,5701205.803324471,15435396.681487463,17427780.738211412,13429200.049630411,5604895.32467663,2722173.4131603003,1651443.310299704,19399,592,3719.18,13688.03
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,Fire and other damage to property insurance,5653289.27,5097716.450704006,1945944.092650634,4781821.351447564,4206522.667834798,2912836.0298258853,949646.6865396418,2017990.507106221,2455551.4265018,1539599.7861129052,922313.0828656328,496668.64195577544,242668.1029589669,19247,903,3789.07,2724.82
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,AU,General liability insurance,31896052.83,31187628.69926713,7555665.459667626,21692177.32423189,22407381.70177703,20041358.901780706,5727969.343242897,16362670.397038024,14323400.329012493,12400016.940370006,5892949.262669191,3993837.3619000255,1895865.585125518,18377,643,3067.22,19289.08
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CA,Medical expense insurance,4814982.19,4507922.3508574255,965017.4396830696,4049293.812921768,3401004.6333514615,3901511.381616948,844045.365657563,2677605.41053805,2579340.0991146155,2600629.6937960302,1106835.8512885855,693006.8727052233,140976.60243126424,8524,1698,348.76,5920.35
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CA,Income protection insurance,7482127.23,6964260.800472992,2616210.978041758,5903346.411846442,4996914.804307975,3757005.3034465755,1222423.2648773817,3029440.387068082,2268681.897243712,2492292.4832369955,1414634.4108781077,676961.4917478582,217379.99015942126,15361,199,3037.81,10072.4
