reporting_period,LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Projection_Year,Calendar_Year,Claims_Payments,Expenses_Claims_Handling,Expenses_Administration,Total_Outflows,Premium_Receivables,RI_Recoveries,Salvage_Subrogation,Total_Inflows,Net_Cash_Flow,Discount_Factor,Present_Value
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",19,2043,421744.42,33739.55,12652.33,468136.31,0.0,106301.87,18407.3,168231.24,277240.93,0.621885,262276.55
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",20,2044,328454.89,26276.39,9853.65,364584.92,0.0,82178.56,19375.34,142954.69,260357.49,0.606531,199217.96
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,1,2025,51199245.67,4095939.65,1535977.37,56831162.69,7679886.85,14627043.5,3097713.85,13953760.94,42185862.17,0.97531,49935131.79
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,2,2026,39874012.62,3189921.01,1196220.38,44260154.0,5981101.89,10452442.8,1812922.07,15057714.82,32837755.65,0.951229,37929334.07
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,3,2027,31053912.25,2484312.98,931617.37,34469842.6,0.0,9202759.19,2395532.65,8736457.9,22804090.88,0.927743,28810064.82
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,4,2028,24184811.18,1934784.89,725544.34,26845140.41,0.0,4025089.99,842904.93,10172259.81,17465544.73,0.904837,21883322.1
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,5,2029,18835149.88,1506811.99,565054.5,20907016.37,0.0,4578502.83,1129316.73,7448497.87,12931460.62,0.882497,16621961.43
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,6,2030,14668829.48,1173506.36,440064.88,16282400.72,0.0,2871012.21,687970.75,4271713.72,12418353.01,0.860708,12625578.54
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,7,2031,11424095.88,913927.67,342722.88,12680746.43,0.0,3144380.95,557281.17,4796031.45,8219986.45,0.839457,9590037.5
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,8,2032,8897094.82,711767.59,266912.84,9875775.25,0.0,2383302.59,297345.68,3497274.58,6595333.48,0.818731,7284325.14
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,9,2033,6929064.41,554325.15,207871.93,7691261.5,0.0,1151090.12,252188.48,2082659.58,5542271.64,0.798516,5532970.32
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,10,2034,5396360.79,431708.86,161890.82,5989960.48,0.0,868530.28,321476.43,2045239.14,4213393.64,0.778801,4202690.01
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,11,2035,4202690.01,336215.2,126080.7,4664985.91,0.0,1109932.3,128981.05,1457391.35,3522816.6,0.759572,3192246.17
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,12,2036,3273058.27,261844.66,98191.75,3633094.68,0.0,790828.62,185517.53,1257214.12,2345607.25,0.740818,2424741.2
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,13,2037,2549060.34,203924.83,76471.81,2829456.98,0.0,650192.35,191113.33,516755.37,2100483.35,0.722527,1841765.82
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,14,2038,1985210.19,158816.82,59556.31,2203583.31,0.0,362882.03,94010.42,820064.42,1617514.38,0.704688,1398953.98
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,15,2039,1546083.25,123686.66,46382.5,1716152.41,0.0,438761.61,118159.42,482052.12,1207912.73,0.687289,1062606.44
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,16,2040,1204090.85,96327.27,36122.73,1336540.84,0.0,251139.35,49419.5,370738.19,961605.29,0.67032,807126.23
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,17,2041,937746.89,75019.75,28132.41,1040899.05,0.0,211195.71,64557.85,362255.96,613376.2,0.65377,613070.59
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,18,2042,730318.02,58425.44,21909.54,810653.0,0.0,178588.84,33736.51,229434.7,594241.23,0.637628,465671.33
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,19,2043,568772.24,45501.78,17063.17,631337.19,0.0,132035.47,41598.47,215110.46,432589.97,0.621885,353710.96
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Medical expense insurance,20,2044,442960.27,35436.82,13288.81,491685.9,0.0,116578.59,9878.43,91591.3,295308.26,0.606531,268668.98
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,1,2025,31642343.08,2531387.45,949270.29,35123000.82,4746351.46,5863880.61,2501506.88,10618301.27,24759600.26,0.97531,30861090.85
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,2,2026,24643081.57,1971446.53,739292.45,27353820.54,3696462.24,4727110.34,968665.68,6995320.14,19461803.22,0.951229,23441224.3
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,3,2027,19192051.22,1535364.1,575761.54,21303176.86,0.0,4242516.75,979965.7,6678848.13,15425847.83,0.927743,17805300.51
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,4,2028,14946784.52,1195742.76,448403.54,16590930.82,0.0,2444628.25,995641.71,5093995.21,11715575.03,0.904837,13524409.91
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,5,2029,11640567.49,931245.4,349217.02,12921029.91,0.0,2318018.39,518741.06,3000838.83,9846290.41,0.882497,10272764.75
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,6,2030,9065683.08,725254.65,271970.49,10062908.22,0.0,2035703.18,723120.72,2923197.73,6291133.06,0.860708,7802905.74
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,7,2031,7060361.08,564828.89,211810.83,7837000.8,0.0,1596473.73,157980.76,3009072.59,5745086.77,0.839457,5926869.68
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,8,2032,5498614.74,439889.18,164958.44,6103462.36,0.0,1423443.32,311164.42,1896794.21,4670224.47,0.818731,4501884.98
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,9,2033,4282325.46,342586.04,128469.76,4753381.26,0.0,820920.14,285978.24,1478906.21,3619319.17,0.798516,3419506.34
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,10,2034,3335078.42,266806.27,100052.35,3701937.05,0.0,914380.04,266511.14,1157543.18,2304235.0,0.778801,2597361.69
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,11,2035,2597361.69,207788.94,77920.85,2883071.47,0.0,585842.86,162768.0,1022295.84,1688550.02,0.759572,1972883.53
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,12,2036,2022827.32,161826.19,60684.82,2245338.32,0.0,456661.49,69006.88,847014.35,1376698.02,0.740818,1498547.33
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,13,2037,1575379.5,126030.36,47261.38,1748671.24,0.0,393795.15,56656.53,455498.2,1320344.23,0.722527,1138254.78
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,14,2038,1226906.79,98152.54,36807.2,1361866.53,0.0,228287.13,31531.71,266632.89,921312.55,0.704688,864586.6
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,15,2039,955515.97,76441.28,28665.48,1060622.72,0.0,235302.23,37874.38,355991.74,632749.12,0.687289,656715.88
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,16,2040,744156.58,59532.53,22324.7,826013.81,0.0,207322.17,51342.36,332172.2,623083.05,0.67032,498823.07
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,17,2041,579549.73,46363.98,17386.49,643300.2,0.0,117897.55,25474.99,223990.88,392248.85,0.65377,378892.1
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,18,2042,451353.78,36108.3,13540.61,501002.7,0.0,88962.83,12237.31,141599.44,343209.8,0.637628,287795.88
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,19,2043,351514.68,28121.17,10545.44,390181.29,0.0,63861.1,7591.98,133518.97,229890.96,0.621885,218601.73
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Income protection insurance,20,2044,273759.91,21900.79,8212.8,303873.5,0.0,81035.78,9115.23,100189.29,201747.46,0.606531,166043.78
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,1,2025,11041191.27,883295.3,331235.74,12255722.31,1656178.69,2438199.12,563163.01,4567418.45,8793975.56,0.97531,10768583.29
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,2,2026,8598888.41,687911.07,257966.65,9544766.13,1289833.26,1392120.23,279891.76,2390249.53,5789472.81,0.951229,8179515.67
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,3,2027,6696821.02,535745.68,200904.63,7433471.34,0.0,1463488.85,529440.97,2200931.64,5346584.09,0.927743,6212932.08
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,4,2028,5215489.46,417239.16,156464.68,5789193.3,0.0,1316601.65,370272.04,1324373.79,4176382.73,0.904837,4719170.01
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,5,2029,4061827.27,324946.18,121854.82,4508628.27,0.0,1146261.0,123035.14,1164528.13,3428264.89,0.882497,3584549.99
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,6,2030,3163354.26,253068.34,94900.63,3511323.23,0.0,844989.42,116903.18,1078657.75,2311985.62,0.860708,2722724.25
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,7,2031,2463622.78,197089.82,73908.68,2734621.28,0.0,550606.82,101772.19,664766.12,1933827.12,0.839457,2068105.44
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,8,2032,1918671.35,153493.71,57560.14,2129725.2,0.0,511865.58,138983.62,458241.06,1562894.24,0.818731,1570875.24
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,9,2033,1494262.75,119541.02,44827.88,1658631.65,0.0,281250.32,68198.43,635600.98,1107100.35,0.798516,1193193.04
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,10,2034,1163733.0,93098.64,34911.99,1291743.63,0.0,208959.35,34437.33,370353.3,933935.86,0.778801,906316.17
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,11,2035,906316.17,72505.29,27189.49,1006010.95,0.0,271514.9,60944.79,379975.76,724660.02,0.759572,688412.5
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,12,2036,705839.74,56467.18,21175.19,783482.11,0.0,200681.01,17347.86,305263.62,514755.68,0.740818,522898.94
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,13,2037,549708.54,43976.68,16491.26,610176.48,0.0,158449.16,13492.03,208235.5,438193.43,0.722527,397179.46
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,14,2038,428113.44,34249.08,12843.4,475205.92,0.0,128235.66,28311.71,126568.93,325986.86,0.704688,301686.45
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,15,2039,333415.09,26673.21,10002.45,370090.75,0.0,68344.3,10589.64,87396.62,231524.14,0.687289,229152.61
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,16,2040,259663.93,20773.11,7789.92,288226.96,0.0,60325.72,19311.11,111183.33,171625.59,0.67032,174057.94
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,17,2041,202226.47,16178.12,6066.79,224471.38,0.0,32757.64,7018.7,53340.24,135285.03,0.65377,132209.56
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,18,2042,157494.13,12599.53,4724.82,174818.49,0.0,32801.22,8703.68,54263.12,119488.59,0.637628,100422.69
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,19,2043,122656.56,9812.52,3679.7,136148.78,0.0,24629.53,7652.22,49874.73,88221.32,0.621885,76278.28
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Workers' compensation insurance,20,2044,95525.02,7642.0,2865.75,106032.77,0.0,15554.37,3608.92,22385.54,71020.15,0.606531,57938.85
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,1,2025,16288977.09,1303118.17,488669.31,18080764.57,2443346.56,3574236.71,541774.2,6266088.93,10677646.79,0.97531,15886800.81
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,2,2026,12685868.11,1014869.45,380576.04,14081313.6,1902880.22,2958495.98,382723.72,2540319.29,10451125.81,0.951229,12067171.02
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,3,2027,9879764.02,790381.12,296392.92,10966538.06,0.0,2477145.01,256247.18,3616172.37,7630432.87,0.927743,9165886.71
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,4,2028,7694367.95,615549.44,230831.04,8540748.43,0.0,1700482.27,347442.92,3245233.88,5378590.98,0.904837,6962152.03
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,5,2029,5992379.79,479390.38,179771.39,6651541.56,0.0,1256880.74,238178.67,2353808.32,4993408.5,0.882497,5288256.6
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,6,2030,4666870.07,373349.61,140006.1,5180225.78,0.0,1294903.63,316704.24,2084679.13,3684162.15,0.860708,4016812.3
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,7,2031,3634562.07,290764.97,109036.86,4034363.89,0.0,954647.05,287014.65,733264.52,2823362.98,0.839457,3051058.64
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,8,2032,2830599.78,226447.98,84917.99,3141965.76,0.0,738349.87,212492.06,1191572.33,2316540.6,0.818731,2317499.09
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,9,2033,2204473.33,176357.87,66134.2,2446965.39,0.0,643416.74,115167.75,444708.46,1437781.49,0.798516,1760307.71
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,10,2034,1716845.55,137347.64,51505.37,1905698.56,0.0,397786.0,79174.62,537048.63,1253436.23,0.778801,1337080.66
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,11,2035,1337080.66,106966.45,40112.42,1484159.53,0.0,384623.11,55556.0,553627.25,1110543.04,0.759572,1015609.2
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,12,2036,1041319.47,83305.56,31239.58,1155864.61,0.0,234219.06,48750.71,406380.29,824302.56,0.740818,771428.43
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,13,2037,810980.42,64878.43,24329.41,900188.26,0.0,161612.39,21209.48,215893.61,548389.58,0.722527,585955.53
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,14,2038,631592.18,50527.37,18947.77,701067.32,0.0,122661.42,22553.71,227011.82,531105.36,0.704688,445075.49
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,15,2039,491884.49,39350.76,14756.53,545991.78,0.0,124378.68,37185.96,194802.52,391331.26,0.687289,338066.93
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,16,2040,383080.02,30646.4,11492.4,425218.83,0.0,81254.83,15126.94,157663.99,318369.63,0.67032,256786.22
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,17,2041,298343.02,23867.44,8950.29,331160.75,0.0,64973.85,6129.1,118780.13,210932.62,0.65377,195047.65
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,18,2042,232349.78,18587.98,6970.49,257908.26,0.0,35197.08,15869.33,76525.22,182869.07,0.637628,148152.76
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,19,2043,180954.19,14476.34,5428.63,200859.15,0.0,51970.67,9494.74,58954.61,128139.53,0.621885,112532.71
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Motor vehicle liability insurance,20,2044,140927.26,11274.18,4227.82,156429.26,0.0,27590.61,9553.81,44005.57,96211.78,0.606531,85476.71
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,1,2025,12941343.11,1035307.45,388240.29,14364890.85,1941201.47,2859234.69,619855.41,4702425.57,9631122.19,0.97531,12621820.21
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,2,2026,10078728.15,806298.25,302361.84,11187388.24,1511809.22,1728717.11,508655.0,4300566.6,6872566.63,0.951229,9587182.78
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,3,2027,7849321.37,627945.71,235479.64,8712746.73,0.0,1989514.08,436669.96,3038836.76,5338480.88,0.927743,7282156.78
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,4,2028,6113057.63,489044.61,183391.73,6785493.97,0.0,1780371.8,350021.37,2517160.2,4274991.73,0.904837,5531323.28
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,5,2029,4760854.07,380868.33,142825.62,5284548.02,0.0,1242163.64,318319.47,1425203.65,3460144.42,0.882497,4201438.97
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,6,2030,3707756.88,296620.55,111232.71,4115610.14,0.0,922005.83,94935.12,1423430.25,2441844.71,0.860708,3191295.92
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,7,2031,2887603.96,231008.32,86628.12,3205240.4,0.0,515692.99,172819.13,648500.74,2438201.59,0.839457,2424019.42
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,8,2032,2248868.23,179909.46,67466.05,2496243.73,0.0,630266.53,129485.65,910261.72,1860974.46,0.818731,1841217.58
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,9,2033,1751420.34,140113.63,52542.61,1944076.57,0.0,330880.69,124289.01,435575.52,1283210.43,0.798516,1398537.54
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,10,2034,1364007.53,109120.6,40920.23,1514048.36,0.0,318821.68,85705.31,283079.75,965856.3,0.778801,1062290.13
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,11,2035,1062290.13,84983.21,31868.7,1179142.05,0.0,256307.09,44023.56,418283.39,828937.32,0.759572,806885.97
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,12,2036,827312.39,66184.99,24819.37,918316.75,0.0,153185.34,23789.98,295567.07,612288.49,0.740818,612888.09
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,13,2037,644311.53,51544.92,19329.35,715185.8,0.0,112975.88,25503.43,177676.44,432736.63,0.722527,465532.71
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,14,2038,501790.33,40143.23,15053.71,556987.26,0.0,116433.6,33027.3,172549.0,409088.72,0.704688,353605.67
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,15,2039,390794.7,31263.58,11723.84,433782.12,0.0,66097.17,18029.98,137697.99,306852.12,0.687289,268589.01
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,16,2040,304351.22,24348.1,9130.54,337829.85,0.0,77417.19,19398.72,110436.11,203563.98,0.67032,204012.72
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,17,2041,237028.97,18962.32,7110.87,263102.15,0.0,60275.48,15048.25,106276.67,186938.23,0.65377,154962.38
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,18,2042,184598.35,14767.87,5537.95,204904.16,0.0,46707.91,9393.99,76973.95,156791.73,0.637628,117705.1
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,19,2043,143765.34,11501.23,4312.96,159579.52,0.0,38364.75,8158.69,31590.81,114343.45,0.621885,89405.51
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,20,2044,111964.56,8957.16,3358.94,124280.66,0.0,28694.75,7449.46,25879.36,87415.94,0.606531,67909.94
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",1,2025,23909708.45,1912776.68,717291.25,26539776.37,3586456.27,6313135.83,823030.44,8870374.38,16951949.56,0.97531,23319375.64
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",2,2026,18620899.66,1489671.97,558626.99,20669198.62,2793134.95,2818257.22,1080039.64,4251472.99,14558904.85,0.951229,17712747.67
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",3,2027,14501971.24,1160157.7,435059.14,16097188.07,0.0,4188769.93,1133398.02,3755731.7,11773434.71,0.927743,13454109.35
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",4,2028,11294146.56,903531.72,338824.4,12536502.68,0.0,2293084.36,836076.58,4482334.96,7508171.8,0.904837,10219366.41
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",5,2029,8795890.18,703671.21,263876.71,9763438.1,0.0,1856553.37,353938.44,3485769.54,6439094.23,0.882497,7762345.84
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",6,2030,6850246.16,548019.69,205507.38,7603773.24,0.0,1730976.78,384614.71,3040890.58,5737471.56,0.860708,5896061.51
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",7,2031,5334977.07,426798.17,160049.31,5921824.55,0.0,1142511.63,338315.93,2173283.06,4426842.08,0.839457,4478483.96
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",8,2032,4154884.32,332390.75,124646.53,4611921.6,0.0,665696.15,158403.83,1163606.56,3061689.34,0.818731,3401731.57
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",9,2033,3235827.16,258866.17,97074.81,3591768.15,0.0,567530.8,161054.73,1183677.17,2425164.39,0.798516,2583860.47
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",10,2034,2520064.73,201605.18,75601.94,2797271.85,0.0,629685.96,60447.53,1055899.14,2111345.1,0.778801,1962628.38
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",11,2035,1962628.38,157010.27,58878.85,2178517.51,0.0,476302.66,143043.15,457020.6,1588727.63,0.759572,1490757.81
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",12,2036,1528496.52,122279.72,45854.9,1696631.14,0.0,256592.12,67988.46,429438.18,1172537.75,0.740818,1132338.07
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",13,2037,1190394.29,95231.54,35711.83,1321337.66,0.0,232397.32,69327.16,347412.79,978692.28,0.722527,860092.44
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",14,2038,927080.0,74166.4,27812.4,1029058.8,0.0,227211.16,30517.52,263320.72,759727.39,0.704688,653302.24
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",15,2039,722010.63,57760.85,21660.32,801431.8,0.0,150157.97,37651.37,261537.87,519531.36,0.687289,496230.17
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",16,2040,562302.45,44984.2,16869.07,624155.72,0.0,109141.1,27280.27,142667.51,397459.05,0.67032,376922.6
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",17,2041,437921.59,35033.73,13137.65,486092.96,0.0,69766.06,16745.34,122695.13,368890.53,0.65377,286299.9
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",18,2042,341053.67,27284.29,10231.61,378569.58,0.0,81327.43,22933.45,72079.75,228951.83,0.637628,217465.42
