reporting_period,LEI,Undertaking_Name,Reporting_Date,GL_Subclass,Accident_Year,Development_Year,Calendar_Year,Gross_Paid_Cumulative,Gross_Paid_Incremental,Gross_Case_Reserves,Gross_IBNR,Gross_Incurred,Gross_Ultimate,RI_Paid,RI_Outstanding,Net_Paid_Cumulative,Net_Incurred,Net_Ultimate,Large_Claims_Count,Large_Claims_Amount,Large_Claims_Threshold,Total_Claim_Count,Open_Claims,Closed_Claims
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2016,2,2018,9943484.48,1491522.67,6206959.95,6206959.95,18012532.41,22357404.38,2673334.8,2837372.52,6719076.78,10860290.91,15691827.24,18,10153907.23,1000000,617,58,1020
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2016,3,2019,11988759.02,1798313.85,5184322.68,5184322.68,18728378.5,22357404.38,2624675.41,4093046.24,7502511.71,13217356.47,17032700.95,15,6164016.03,1000000,555,71,2344
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2016,4,2020,15227081.44,2284062.22,3565161.47,3565161.47,19861791.35,22357404.38,4741789.73,1899426.31,11772632.91,14387882.26,16166122.32,10,7851985.59,1000000,617,457,1513
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2016,5,2021,15806196.86,2370929.53,3275603.76,3275603.76,20064481.75,22357404.38,4124976.22,1425646.36,10254187.09,13153572.32,13676925.23,10,5211386.23,1000000,1953,233,2356
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2016,6,2022,17310630.26,2596594.54,2523387.06,2523387.06,20591033.44,22357404.38,5806859.66,1195313.3,12193087.25,14446270.69,17143827.95,3,8557277.34,1000000,2167,103,1718
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2016,7,2023,20113232.75,3016984.91,1122085.82,1122085.82,21571944.31,22357404.38,6549276.36,460286.62,13602547.42,15959131.39,15538941.09,17,7284475.21,1000000,898,82,998
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2016,8,2024,20375970.15,3056395.52,990717.11,990717.11,21663902.4,22357404.38,5239610.96,756502.88,13909222.43,15733269.65,17806927.04,1,9739870.62,1000000,913,385,1539
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2017,0,2017,2740859.92,411128.99,7725499.9,7725499.9,12784009.8,18191859.73,1019264.19,4822064.58,1886617.99,9903652.08,11013917.13,17,5862141.99,1000000,2561,409,711
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2017,1,2018,5337595.04,800639.26,6427132.35,6427132.35,13692867.09,18191859.73,1829819.71,2603210.25,3908029.61,9164255.93,11271288.36,19,8988583.97,1000000,2273,278,282
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2017,2,2019,7856525.93,1178478.89,5167666.9,5167666.9,14574492.9,18191859.73,2119894.85,2495045.88,5754105.76,11025651.43,14046447.31,18,5335662.73,1000000,1585,286,1033
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2017,3,2020,10039916.58,1505987.49,4075971.57,4075971.57,15338679.63,18191859.73,3339793.56,2656752.47,7461720.61,11564527.88,11269760.16,17,4556939.11,1000000,783,201,740
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2017,4,2021,12212617.77,1831892.67,2989620.98,2989620.98,16099125.04,18191859.73,3606814.77,1706516.06,8439993.89,10857333.69,13065639.29,4,5402939.82,1000000,2886,94,1016
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2017,5,2022,13534425.9,2030163.88,2328716.92,2328716.92,16561757.89,18191859.73,3255400.58,1637263.96,10236356.93,11853319.07,12258851.96,5,3716942.08,1000000,2315,492,1826
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2017,6,2023,13782364.63,2067354.69,2204747.55,2204747.55,16648536.44,18191859.73,2976128.02,890898.82,10260198.02,13172544.33,10955750.14,7,4253387.43,1000000,1240,35,1731
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2017,7,2024,16243883.16,2436582.47,973988.28,973988.28,17510067.93,18191859.73,5485566.65,547268.59,12971704.02,12514870.49,13351366.1,10,7203119.8,1000000,1696,471,2227
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2018,0,2018,1761167.61,264175.14,5227085.43,5227085.43,8556378.67,12215338.47,524167.3,2543314.31,1236151.05,5186502.35,8262355.21,14,3807069.3,1000000,2051,249,1408
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2018,1,2019,3557698.84,533654.83,4328819.82,4328819.82,9185164.6,12215338.47,767914.31,3066478.92,2433789.66,7006394.28,9370941.3,5,3225817.02,1000000,1328,10,396
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2018,2,2020,5436360.62,815454.09,3389488.93,3389488.93,9842696.22,12215338.47,1871167.06,2033010.24,4191508.22,7030773.76,8867312.01,9,5327195.09,1000000,2376,352,1366
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2018,3,2021,6363105.43,954465.81,2926116.52,2926116.52,10167056.91,12215338.47,2016147.71,1270437.71,4149446.11,6532479.87,8714608.36,7,5535633.65,1000000,2611,314,363
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2018,4,2022,7531802.71,1129770.41,2341767.88,2341767.88,10576100.95,12215338.47,2663842.75,1070718.22,4804795.61,8285190.99,7352972.07,2,3165522.05,1000000,1780,81,678
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2018,5,2023,8562095.15,1284314.27,1826621.66,1826621.66,10936703.31,12215338.47,2195116.67,996174.94,5313941.08,7586691.08,8304843.06,16,4733201.1,1000000,756,401,1083
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2018,6,2024,10275078.23,1541261.73,970130.12,970130.12,11536247.39,12215338.47,2666835.44,600117.75,6928233.25,7014615.87,9335145.78,13,4767218.24,1000000,753,340,1806
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2019,0,2019,5458690.07,818803.51,16829456.45,16829456.45,27336983.45,39117602.96,1364205.19,8811832.07,4161193.87,20561310.96,26569801.36,13,9669975.7,1000000,2522,109,1108
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2019,1,2020,11548038.63,1732205.79,13784782.17,13784782.17,29468255.44,39117602.96,4180727.93,8008359.41,7196437.86,17908138.62,26078417.14,12,9564599.85,1000000,388,125,1221
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2019,2,2021,18206803.01,2731020.45,10455399.97,10455399.97,31798822.98,39117602.96,4656414.68,7851808.95,13172073.19,21582902.63,28243359.61,5,11287470.08,1000000,1744,73,2489
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2019,3,2022,20434329.27,3065149.39,9341636.84,9341636.84,32578457.17,39117602.96,8027330.34,5840994.62,12290546.61,21568985.92,24718683.18,5,10853374.29,1000000,943,237,673
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2019,4,2023,23844921.63,3576738.24,7636340.67,7636340.67,33772164.49,39117602.96,5937793.84,5140833.72,18220427.05,22609734.77,27558083.32,9,8313944.99,1000000,1441,15,570
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2019,5,2024,26919945.82,4037991.87,6098828.57,6098828.57,34848422.96,39117602.96,8355542.76,4490145.22,16625693.74,23826192.04,31062699.15,17,16493458.63,1000000,1374,278,510
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2020,0,2020,4272393.15,640858.97,12734680.69,12734680.69,20827478.05,29741754.54,1098153.95,9922436.49,2752265.15,14333084.6,19960346.11,20,10320735.3,1000000,2029,128,1885
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2020,1,2021,8593474.53,1289021.18,10574140.0,10574140.0,22339856.54,29741754.54,2867385.39,5221895.17,6190913.25,15002416.94,19340921.0,10,12149530.2,1000000,611,287,1951
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2020,2,2022,14255523.52,2138328.53,7743115.51,7743115.51,24321573.68,29741754.54,5329785.12,3366196.79,9848895.4,17972572.54,21191689.17,5,12429288.9,1000000,388,460,1488
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2020,3,2023,17446044.81,2616906.72,6147854.87,6147854.87,25438256.13,29741754.54,4683466.83,4354828.47,10795861.37,19687929.35,22475440.86,9,10596696.79,1000000,267,205,1136
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2020,4,2024,20201017.43,3030152.61,4770368.56,4770368.56,26402496.55,29741754.54,6733497.85,2961876.48,15942645.02,16529363.32,23751572.88,4,7326282.32,1000000,2667,248,1834
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2021,0,2021,4554463.25,683169.49,12946564.14,12946564.14,21384996.64,30447591.54,1121683.23,6586764.66,3308209.05,12979453.24,23997249.66,19,8643664.37,1000000,789,458,2085
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2021,1,2022,8843392.37,1326508.86,10802099.59,10802099.59,22886121.83,30447591.54,3296045.05,7625574.5,6494095.54,14401588.56,22955150.03,10,9384857.71,1000000,1020,277,512
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2021,2,2023,14648792.54,2197318.88,7899399.5,7899399.5,24918011.89,30447591.54,4896357.57,5800981.13,10939089.23,17912254.75,22630592.92,3,11547101.38,1000000,2571,316,1575
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2021,3,2024,15693976.35,2354096.45,7376807.59,7376807.59,25283826.22,30447591.54,4223321.67,3884383.5,11657401.54,18083868.35,21986137.66,8,13826083.08,1000000,2823,263,1861
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2022,0,2022,11852234.61,1777835.19,33441850.7,33441850.7,55326640.51,78735936.0,2887861.44,13543142.6,7489421.2,33534351.99,50974667.25,14,30746316.66,1000000,332,336,520
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2022,1,2023,22468054.9,3370208.24,28133940.55,28133940.55,59042177.62,78735936.0,4861742.1,22179162.31,17960536.3,42947557.64,48951176.92,9,35152145.97,1000000,1229,473,1120
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2022,2,2024,35625685.39,5343852.81,21555125.31,21555125.31,63647348.29,78735936.0,8422436.46,13585697.09,21656014.26,50567450.46,60248194.94,17,21906941.6,1000000,1446,224,1119
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2023,0,2023,3498127.81,524719.17,10045255.19,10045255.19,16556959.56,23588638.2,976176.06,7479673.6,2346987.95,10093056.87,15166026.44,12,6243226.04,1000000,440,16,504
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2023,1,2024,7521664.81,1128249.72,8033486.69,8033486.69,17965197.51,23588638.2,2894419.01,4179319.55,4517161.53,12636711.42,17914343.74,16,6618535.36,1000000,1094,309,2117
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Employers Liability,2024,0,2024,6259605.79,938940.87,17915143.87,17915143.87,29549292.83,42089893.54,1468239.62,9512190.89,4705787.61,20260657.46,29019052.56,8,18387622.13,1000000,2521,232,1178
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,0,2010,9553325.93,1432998.89,26927383.01,26927383.01,44558923.85,63408091.96,3381200.37,19205691.88,6403376.5,27490941.35,50553423.1,4,24905824.13,1000000,2098,297,2406
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,1,2011,19578800.31,2936820.05,21914645.82,21914645.82,48067839.88,63408091.96,6878800.06,14139008.85,13591217.35,38306892.97,47272728.77,13,28771715.21,1000000,2584,275,1657
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,2,2012,28292662.0,4243899.3,17557714.98,17557714.98,51117691.47,63408091.96,10778245.19,12165045.79,21197586.61,31559359.78,45875205.49,2,19058254.46,1000000,2564,65,493
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,3,2013,35699588.21,5354938.23,13854251.87,13854251.87,53710115.65,63408091.96,11196919.59,6157879.72,25203821.76,37073497.99,47891415.24,19,22243018.5,1000000,488,70,1067
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,4,2014,41106562.91,6165984.44,11150764.52,11150764.52,55602556.79,63408091.96,14136472.82,7442412.26,32818282.63,37275428.08,46774330.5,12,15863282.16,1000000,2476,354,1817
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,5,2015,48261554.34,7239233.15,7573268.81,7573268.81,58106803.79,63408091.96,17240529.29,5228041.59,30106047.59,46340694.19,49998683.14,13,19721656.81,1000000,263,187,1893
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,6,2016,51275548.27,7691332.24,6066271.84,6066271.84,59161701.67,63408091.96,19370743.0,3626766.7,36909814.71,42634795.82,46278458.92,15,23629032.3,1000000,2448,452,2231
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,7,2017,53187174.38,7978076.16,5110458.79,5110458.79,59830770.81,63408091.96,16376111.49,3825572.28,41104147.69,45142863.99,43296409.82,2,27632724.35,1000000,1733,426,1858
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,8,2018,55547194.29,8332079.14,3930448.84,3930448.84,60656777.78,63408091.96,18486869.45,2464278.44,36661422.27,41888094.08,48575186.13,1,30044392.59,1000000,984,300,830
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,9,2019,55928603.5,8389290.52,3739744.23,3739744.23,60790271.0,63408091.96,16288812.14,2144377.66,39027150.63,48348030.4,44623349.77,1,28471692.09,1000000,2682,494,1437
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,10,2020,60647263.24,9097089.49,1380414.36,1380414.36,62441801.91,63408091.96,13429619.62,936283.6,44236831.45,46937114.04,38988982.92,4,17271873.98,1000000,1297,481,1778
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,11,2021,62508673.27,9376300.99,449709.35,449709.35,63093295.42,63408091.96,17135077.21,343725.26,43976982.05,37868938.3,46907226.18,1,22448949.6,1000000,1970,444,1128
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,12,2022,59621959.75,8943293.96,1893066.1,1893066.1,62082945.69,63408091.96,12168134.85,907722.34,37700085.07,44486827.85,47804045.6,12,17144401.97,1000000,2897,186,1533
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,13,2023,63860040.36,9579006.05,-225974.2,-225974.2,63566273.9,63408091.96,24264570.77,-146574.64,48222601.96,40736211.5,38995196.91,8,19632181.38,1000000,1233,238,285
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2010,14,2024,64937156.83,9740573.52,-764532.44,-764532.44,63943264.67,63408091.96,21898089.71,-597888.6,47144095.59,43625733.03,48153771.74,11,15593341.66,1000000,1976,367,1167
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,0,2011,3616956.05,542543.41,9741869.79,9741869.79,16281386.78,23100695.63,988102.09,4496886.1,2287464.73,12971698.32,16739793.25,6,5827829.13,1000000,957,295,2331
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,1,2012,6705661.3,1005849.2,8197517.16,8197517.16,17362433.62,23100695.63,1840140.44,3462301.61,4168796.6,13062641.84,17495884.59,11,11468811.22,1000000,1743,395,1517
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,2,2013,9766017.1,1464902.57,6667339.26,6667339.26,18433558.15,23100695.63,3689961.45,3512930.5,6499969.15,11529387.85,18417261.42,6,11418599.26,1000000,2147,448,454
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,3,2014,13354324.56,2003148.68,4873185.53,4873185.53,19689465.76,23100695.63,2913326.26,3589880.13,9707562.99,12320783.4,15069774.63,11,9396606.19,1000000,1540,325,2294
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,4,2015,15653334.22,2348000.13,3723680.71,3723680.71,20494119.14,23100695.63,5785744.84,2299492.35,11065717.38,15100923.69,17453603.76,8,5802334.19,1000000,1396,434,1342
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,5,2016,17429738.4,2614460.76,2835478.61,2835478.61,21115860.6,23100695.63,4677049.25,1569447.19,10728746.37,15154518.52,14292031.23,4,10948359.42,1000000,470,337,1753
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,6,2017,18793540.31,2819031.05,2153577.66,2153577.66,21593191.27,23100695.63,7480888.45,1073043.46,13830544.3,17120939.0,15239890.5,11,5287675.18,1000000,2646,264,852
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,7,2018,20003890.59,3000583.59,1548402.52,1548402.52,22016813.87,23100695.63,5465459.65,788482.26,15977458.08,16530705.3,16103008.11,13,4966673.11,1000000,928,145,2078
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,8,2019,19671982.12,2950797.32,1714356.75,1714356.75,21900645.9,23100695.63,5109909.19,1019834.22,13759567.27,13248722.87,18218854.59,12,8381906.16,1000000,1480,422,1883
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,9,2020,19823650.79,2973547.62,1638522.42,1638522.42,21953729.94,23100695.63,6745334.95,702173.39,14753436.61,16252313.26,18410899.42,12,6990529.82,1000000,752,96,1412
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,10,2021,20523638.45,3078545.77,1288528.59,1288528.59,22198725.62,23100695.63,4481826.04,552379.87,15640380.2,16509405.66,18369281.45,1,6762862.91,1000000,556,107,2473
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,11,2022,22876910.56,3431536.58,111892.54,111892.54,23022370.85,23100695.63,5000957.14,85211.98,13963289.8,17441211.66,15280442.66,10,5875844.47,1000000,2173,368,2385
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,12,2023,22930441.49,3439566.22,85127.07,85127.07,23041106.68,23100695.63,8694664.05,60069.95,15194168.89,15453995.84,14735030.94,10,10331057.94,1000000,2393,285,818
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2011,13,2024,21393398.22,3209009.73,853648.71,853648.71,22503141.53,23100695.63,8143242.69,546722.47,15355560.64,17272607.94,16944513.87,13,6728580.68,1000000,2633,366,401
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,0,2012,5736892.55,860533.88,16666080.0,16666080.0,27402796.56,39069052.56,1345937.17,9760078.05,3568524.74,20020683.24,24763753.63,7,17939709.27,1000000,482,56,1747
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,1,2013,12049654.87,1807448.23,13509698.85,13509698.85,29612263.37,39069052.56,4558411.56,5874184.51,9154145.3,22983882.32,23789691.58,9,19523695.81,1000000,697,376,1483
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,2,2014,17090389.48,2563558.42,10989331.54,10989331.54,31376520.48,39069052.56,4141757.5,6219545.04,10283750.13,24385243.89,25539368.42,18,13927236.23,1000000,1549,213,634
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,3,2015,21859685.12,3278952.77,8604683.72,8604683.72,33045773.96,39069052.56,7830540.53,4303051.28,16251129.83,20605103.35,28944191.69,13,18588612.16,1000000,524,442,1293
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,4,2016,23919534.79,3587930.22,7574758.89,7574758.89,33766721.34,39069052.56,5342202.3,4718249.14,14573696.17,21525545.43,24927556.85,20,13454375.24,1000000,2435,52,1416
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,5,2017,27516153.0,4127422.95,5776449.78,5776449.78,35025537.71,39069052.56,8120142.53,3514798.22,20530596.35,27642099.69,27377616.83,8,11974727.26,1000000,1912,432,257
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,6,2018,30199392.4,4529908.86,4434830.08,4434830.08,35964671.5,39069052.56,9873130.91,3446602.9,22738058.18,23061285.59,30421540.74,8,16434552.94,1000000,2344,89,1211
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,7,2019,31478929.51,4721839.43,3795061.53,3795061.53,36412509.49,39069052.56,10783437.3,1957273.32,21981085.85,24033940.81,24098254.49,1,16822160.25,1000000,2125,124,986
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,8,2020,36371490.61,5455723.59,1348780.97,1348780.97,38124905.88,39069052.56,8961782.54,668800.12,24950535.06,29062381.81,24045189.61,8,17292486.42,1000000,1025,235,974
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,9,2021,38070710.02,5710606.5,499171.27,499171.27,38719632.67,39069052.56,11889514.47,211726.79,24894839.0,24094348.27,25467424.23,5,17328476.71,1000000,150,161,1088
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,10,2022,34257187.46,5138578.12,2405932.55,2405932.55,37384899.78,39069052.56,8796037.39,1459872.49,26542749.6,24300051.51,29523132.45,1,14653657.77,1000000,2607,257,1887
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,11,2023,38032047.87,5704807.18,518502.34,518502.34,38706100.92,39069052.56,14161374.87,212879.57,26848598.54,29008010.25,30353552.2,14,9369081.38,1000000,2378,292,2416
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2012,12,2024,36864781.16,5529717.17,1102135.7,1102135.7,38297557.57,39069052.56,7952144.65,808938.55,28440193.25,26682561.83,23603922.02,7,9011645.97,1000000,1788,105,2214
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,0,2013,10594299.16,1589144.87,29412874.69,29412874.69,48831036.25,69420048.53,4200892.16,21634511.47,8047264.83,33380602.23,55330725.59,19,31064906.31,1000000,1736,331,2447
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,1,2014,20346837.02,3052025.55,24536605.76,24536605.76,52244424.5,69420048.53,7115252.4,14059700.04,14895738.99,41482635.8,45073764.9,13,30440736.91,1000000,1171,371,1580
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,2,2015,31634270.59,4745140.59,18892888.97,18892888.97,56195026.25,69420048.53,12337181.5,8573315.74,23534059.36,34134580.21,45075180.04,9,20566130.82,1000000,1866,199,1583
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,3,2016,37818910.45,5672836.57,15800569.04,15800569.04,58359650.2,69420048.53,14865100.77,6747483.86,23969495.83,37385743.14,47538803.45,8,15148146.06,1000000,1411,286,1552
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,4,2017,48063191.27,7209478.69,10678428.63,10678428.63,61945148.49,69420048.53,14994290.04,7745221.91,36263662.73,45354071.33,54208858.26,3,32677066.03,1000000,2939,78,1407
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,5,2018,48035777.45,7205366.62,10692135.54,10692135.54,61935553.65,69420048.53,18272120.9,6517459.8,31396853.89,44698894.85,45552097.43,8,23859834.43,1000000,2304,306,617
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,6,2019,57996357.47,8699453.62,5711845.53,5711845.53,65421756.66,69420048.53,11972744.56,2703048.63,45893476.64,45076877.49,45863385.87,4,33112242.88,1000000,2178,372,2038
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,7,2020,62404073.52,9360611.03,3507987.51,3507987.51,66964457.28,69420048.53,13032996.61,1911822.34,48835201.98,42586340.84,49679951.1,18,20564537.29,1000000,1384,63,1023
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,8,2021,63830072.23,9574510.83,2794988.15,2794988.15,67463556.82,69420048.53,14786395.48,1784379.89,38298150.98,43885903.95,43903532.49,12,18253947.17,1000000,2975,340,2359
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,9,2022,67089125.07,10063368.76,1165461.73,1165461.73,68604225.32,69420048.53,25692405.52,818168.85,48171421.2,44330081.68,45466263.4,8,20337778.63,1000000,2005,147,2442
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Professional Indemnity,2013,10,2023,67424917.36,10113737.6,997565.58,997565.58,68721752.62,69420048.53,16895124.18,787434.15,51195247.84,54973522.38,48027268.75,2,26157367.07,1000000,1985,326,1883
